,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
소계,1299,2168,522,842,243,466,393,125,3927,6248,1179,2403,1849,3179,3028,3042,6903
