0,1,2,3,4,5,6,7,8,9,10,11,12
능동로,37.5333166,127.0674823,0시간 45분,0시간 45분,37.5324883,127.0671086,6시간 41분,6시간 41분,37.5324883,127.0671086,6시간 41분,6시간 41분
능동로3길,37.5333166,127.0674823,0시간 45분,0시간 45분,37.5333389,127.067397,1시간 5분,1시간 5분,37.5335692,127.0665157,1시간 17분,1시간 19분
자양로9길,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5336777,127.0836157,2시간 19분,2시간 19분
자양로9길,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5330129,127.0822701,0시간 37분,0시간 37분,37.5330129,127.0822701,0시간 37분,0시간 37분
뚝섬로57길,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5338846,127.0824421,1시간 43분,2시간 27분,37.5338846,127.0824421,1시간 43분,2시간 27분
뚝섬로57길,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5331433,127.0830009,2시간 34분,3시간 13분,37.5331433,127.0830009,2시간 34분,3시간 13분
자양강변길,37.5284924,127.0779421,8시간 36분,8시간 36분,37.5289882,127.0765944,8시간 42분,8시간 42분,37.5289882,127.0765944,8시간 42분,8시간 42분
뚝섬로52길,37.5284924,127.0779421,8시간 36분,8시간 36분,37.5285319,127.0779643,8시간 37분,8시간 37분,37.528842,127.0781349,3시간 55분,3시간 55분
자양번영로1길,37.5308138,127.0734922,1시간 39분,1시간 39분,37.5308158,127.072446,0시간 41분,0시간 59분,37.5308158,127.072446,0시간 41분,0시간 59분
자양번영로1길,37.5308138,127.0734922,1시간 39분,1시간 39분,37.5306959,127.0741694,1시간 49분,1시간 49분,37.5306959,127.0741694,1시간 49분,1시간 49분
자양번영로3나길,37.5308138,127.0734922,1시간 39분,1시간 39분,37.5314216,127.0736883,1시간 51분,1시간 51분,37.5314216,127.0736883,1시간 51분,1시간 51분
자양번영로3나길,37.5308138,127.0734922,1시간 39분,1시간 39분,37.5300477,127.0732977,7시간 31분,7시간 31분,37.5300159,127.0732896,6시간 51분,6시간 51분
자양번영로4길,37.5308925,127.079097,2시간 39분,2시간 39분,37.5309313,127.0786105,1시간 4분,1시간 4분,37.5309313,127.0786105,1시간 4분,1시간 4분
뚝섬로52나길,37.5308925,127.079097,2시간 39분,2시간 39분,37.5308173,127.0794522,1시간 36분,1시간 36분,37.5308173,127.0794522,1시간 36분,1시간 36분
뚝섬로52길,37.5308925,127.079097,2시간 39분,2시간 39분,37.5313573,127.0793676,2시간 6분,2시간 23분,37.5314267,127.079408,2시간 13분,2시간 13분
뚝섬로52길,37.5308925,127.079097,2시간 39분,2시간 39분,37.5304715,127.0789179,1시간 56분,2시간 22분,37.5303492,127.0788659,2시간 46분,2시간 46분
자양강변길,37.5276765,127.0828734,9시간 1분,9시간 15분,37.5276807,127.0819119,9시간 21분,9시간 21분,37.5276807,127.0819119,9시간 21분,9시간 21분
뚝섬로56길,37.5276765,127.0828734,9시간 1분,9시간 15분,37.5277053,127.0828731,9시간 6분,9시간 20분,37.528152,127.0828522,1시간 28분,1시간 28분
교차로,37.529162,127.0744191,9시간 38분,9시간 42분,37.5280762,127.0773959,9시간 38분,9시간 39분,37.527949,127.0776219,9시간 28분,9시간 28분
교차로,37.529162,127.0744191,9시간 38분,9시간 42분,37.5295754,127.0728544,9시간 7분,9시간 7분,37.5311127,127.0669864,5시간 45분,7시간 7분
자양나들목,37.529162,127.0744191,9시간 38분,9시간 42분,37.5296077,127.0746373,6시간 48분,6시간 48분,37.5296951,127.0746217,8시간 9분,8시간 9분
자양번영로3길,37.5319405,127.0738319,1시간 51분,1시간 51분,37.5318855,127.0740144,0시간 33분,0시간 33분,37.5318855,127.0740144,0시간 33분,0시간 33분
자양번영로3길,37.5319405,127.0738319,1시간 51분,1시간 51분,37.532036,127.0735244,1시간 42분,2시간 47분,37.532036,127.0735244,1시간 42분,2시간 47분
자양번영로3나길,37.5319405,127.0738319,1시간 51분,1시간 51분,37.5314216,127.0736883,1시간 52분,1시간 52분,37.5314216,127.0736883,1시간 52분,1시간 52분
뚝섬로52나길,37.5302215,127.0817926,1시간 21분,1시간 21분,37.5296926,127.0815628,1시간 6분,1시간 6분,37.5296926,127.0815628,1시간 6분,1시간 6분
뚝섬로52나길,37.5302215,127.0817926,1시간 21분,1시간 21분,37.5301356,127.0820753,0시간 50분,0시간 50분,37.5301356,127.0820753,0시간 50분,0시간 50분
뚝섬로52길,37.5314267,127.079408,2시간 13분,2시간 13분,37.5315827,127.0794906,2시간 30분,2시간 30분,37.5315827,127.0794906,2시간 30분,2시간 30분
자양번영로6길,37.5314267,127.079408,2시간 13분,2시간 13분,37.5315627,127.078899,1시간 3분,1시간 3분,37.5315627,127.078899,1시간 3분,1시간 3분
뚝섬로52길,37.5314267,127.079408,2시간 13분,2시간 13분,37.5313573,127.0793676,2시간 6분,2시간 23분,37.5308925,127.079097,2시간 39분,2시간 39분
뚝섬로59길,37.5353212,127.0829765,5시간 16분,5시간 16분,37.5346626,127.0832646,1시간 14분,2시간 10분,37.5346626,127.0832646,1시간 14분,2시간 10분
뚝섬로59길,37.5353212,127.0829765,5시간 16분,5시간 16분,37.5358165,127.0827957,1시간 14분,1시간 14분,37.5358165,127.0827957,1시간 14분,1시간 14분
자양로13길,37.5353212,127.0829765,5시간 16분,5시간 16분,37.5344928,127.0821528,4시간 39분,5시간 40분,37.5343024,127.0819373,2시간 4분,3시간 17분
자양로13길,37.5353212,127.0829765,5시간 16분,5시간 16분,37.5358959,127.0836495,2시간 39분,4시간 38분,37.535948,127.0837207,3시간 1분,5시간 58분
자양강변길,37.5289882,127.0765944,8시간 42분,8시간 42분,37.5290997,127.0762887,7시간 53분,7시간 53분,37.5290997,127.0762887,7시간 53분,7시간 53분
뚝섬로48길,37.5289882,127.0765944,8시간 42분,8시간 42분,37.5290082,127.0766001,8시간 48분,8시간 48분,37.5296338,127.0768026,5시간 00분,5시간 00분
자양로7길,37.5329344,127.0838836,2시간 2분,2시간 2분,37.5327347,127.0833115,0시간 45분,0시간 45분,37.5327347,127.0833115,0시간 45분,0시간 45분
뚝섬로59길,37.5329344,127.0838836,2시간 2분,2시간 2분,37.53197,127.08432,2시간 26분,3시간 47분,37.53197,127.08432,2시간 26분,3시간 47분
뚝섬로59길,37.5329344,127.0838836,2시간 2분,2시간 2분,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5336777,127.0836157,2시간 19분,2시간 19분
자양로7길,37.5329344,127.0838836,2시간 2분,2시간 2분,37.5332327,127.0846941,3시간 16분,4시간 11분,37.5332644,127.0847802,3시간 25분,3시간 59분
자양로5길,37.5318742,127.0856974,4시간 42분,5시간 1분,37.5318552,127.0856597,4시간 4분,4시간 23분,37.5315605,127.0850258,1시간 2분,1시간 19분
자양로,37.5318742,127.0856974,4시간 42분,5시간 1분,37.531175,127.086237,5시간 10분,5시간 10분,37.5310031,127.0863695,5시간 41분,5시간 50분
뚝섬로54길,37.5280047,127.0793027,9시간 9분,9시간 9분,37.5280344,127.0793161,9시간 5분,9시간 5분,37.5285417,127.0795442,1시간 22분,1시간 22분
자양강변길,37.5280047,127.0793027,9시간 9분,9시간 9분,37.5282948,127.0783799,9시간 3분,9시간 3분,37.5284924,127.0779421,8시간 36분,8시간 36분
뚝섬로54길,37.5285417,127.0795442,1시간 22분,1시간 22분,37.5290361,127.0798209,0시간 29분,0시간 29분,37.5290361,127.0798209,0시간 29분,0시간 29분
교차로,37.5285417,127.0795442,1시간 22분,1시간 22분,37.528842,127.0781349,3시간 55분,3시간 55분,37.528842,127.0781349,3시간 55분,3시간 55분
뚝섬로54길,37.5285417,127.0795442,1시간 22분,1시간 22분,37.5280344,127.0793161,9시간 5분,9시간 5분,37.5280047,127.0793027,9시간 9분,9시간 9분
뚝섬로52마길,37.528719,127.0810596,1시간 19분,1시간 32분,37.5288004,127.0807364,0시간 00분,0시간 00분,37.5288004,127.0807364,0시간 00분,0시간 00분
뚝섬로52마길,37.528719,127.0810596,1시간 19분,1시간 32분,37.5286883,127.0818977,0시간 59분,0시간 59분,37.5286883,127.0818977,0시간 59분,0시간 59분
뚝섬로52라길,37.528719,127.0810596,1시간 19분,1시간 32분,37.5291933,127.0813103,1시간 10분,1시간 18분,37.5291933,127.0813103,1시간 10분,1시간 18분
뚝섬로52마길,37.528719,127.0810596,1시간 19분,1시간 32분,37.5278219,127.0806375,9시간 14분,9시간 14분,37.527783,127.080615,9시간 17분,9시간 17분
뚝섬로54길,37.5305995,127.0805328,1시간 6분,1시간 6분,37.5300893,127.0802931,1시간 26분,1시간 26분,37.5300893,127.0802931,1시간 26분,1시간 26분
뚝섬로54길,37.5305995,127.0805328,1시간 6분,1시간 6분,37.5310178,127.0807446,0시간 40분,0시간 40분,37.5310178,127.0807446,0시간 40분,0시간 40분
뚝섬로52나길,37.5305995,127.0805328,1시간 6분,1시간 6분,37.5305113,127.080828,0시간 19분,0시간 19분,37.5305113,127.080828,0시간 19분,0시간 19분
뚝섬로52나길,37.5305995,127.0805328,1시간 6분,1시간 6분,37.5306401,127.080309,0시간 00분,0시간 00분,37.5306401,127.080309,0시간 00분,0시간 00분
자양번영로1길,37.5307699,127.0714687,2시간 21분,2시간 21분,37.5308071,127.072148,1시간 00분,1시간 37분,37.5308071,127.072148,1시간 00분,1시간 37분
능동로4길,37.5307699,127.0714687,2시간 21분,2시간 21분,37.5310194,127.0712056,0시간 4분,0시간 4분,37.5310194,127.0712056,0시간 4분,0시간 4분
교차로,37.5307699,127.0714687,2시간 21분,2시간 21분,37.5312169,127.0718791,0시간 35분,0시간 46분,37.5312169,127.0718791,0시간 35분,0시간 46분
교차로,37.5307699,127.0714687,2시간 21분,2시간 21분,37.5305511,127.0713712,8시간 39분,8시간 39분,37.5305175,127.0713562,8시간 37분,8시간 39분
능동로,37.5344485,127.0681917,1시간 6분,2시간 8분,37.5352596,127.068566,2시간 55분,2시간 55분,37.5352596,127.068566,2시간 55분,2시간 55분
능동로6길,37.5344485,127.0681917,1시간 6분,2시간 8분,37.5344177,127.0682977,1시간 29분,1시간 29분,37.5342269,127.0689547,1시간 11분,1시간 11분
자양번영로3길,37.5317376,127.0744774,1시간 44분,1시간 44분,37.5316065,127.0752045,3시간 9분,3시간 9분,37.5316065,127.0752045,3시간 9분,3시간 9분
자양번영로3길,37.5317376,127.0744774,1시간 44분,1시간 44분,37.5321929,127.0746157,3시간 28분,3시간 28분,37.5321929,127.0746157,3시간 28분,3시간 28분
자양번영로3가길,37.5317376,127.0744774,1시간 44분,1시간 44분,37.5306959,127.0741694,1시간 49분,1시간 49분,37.5306959,127.0741694,1시간 49분,1시간 49분
자양번영로3길,37.5317376,127.0744774,1시간 44분,1시간 44분,37.5318235,127.0742085,0시간 5분,0시간 5분,37.5318855,127.0740144,0시간 33분,0시간 33분
자양번영로6길,37.5323752,127.076234,5시간 5분,5시간 5분,37.5324197,127.0761072,5시간 15분,5시간 15분,37.5324197,127.0761072,5시간 15분,5시간 15분
뚝섬로44길,37.5323752,127.076234,5시간 5분,5시간 5분,37.5314716,127.0759258,1시간 23분,1시간 23분,37.5314716,127.0759258,1시간 23분,1시간 23분
자양강변길,37.5276807,127.0819119,9시간 21분,9시간 21분,37.527687,127.0813973,9시간 20분,9시간 20분,37.527783,127.080615,9시간 17분,9시간 17분
뚝섬로52마길,37.5276807,127.0819119,9시간 21분,9시간 21분,37.5277079,127.0819112,9시간 21분,9시간 21분,37.5281115,127.0818998,2시간 22분,2시간 22분
뚝섬로58길,37.5308997,127.0846666,1시간 27분,1시간 27분,37.5303819,127.0850429,1시간 41분,1시간 42분,37.5303819,127.0850429,1시간 41분,1시간 42분
뚝섬로58가길,37.5308997,127.0846666,1시간 27분,1시간 27분,37.5305798,127.0839974,1시간 5분,1시간 6분,37.5305798,127.0839974,1시간 5분,1시간 6분
자양번영로6길,37.5317924,127.0781447,1시간 21분,1시간 21분,37.5318996,127.0778268,0시간 48분,0시간 48분,37.5318996,127.0778268,0시간 48분,0시간 48분
뚝섬로50길,37.5317924,127.0781447,1시간 21분,1시간 21분,37.5310838,127.0779279,1시간 27분,1시간 27분,37.5310838,127.0779279,1시간 27분,1시간 27분
뚝섬로50길,37.5317924,127.0781447,1시간 21분,1시간 21분,37.5319599,127.0782283,0시간 57분,0시간 57분,37.5319599,127.0782283,0시간 57분,0시간 57분
뚝섬로,37.5316148,127.0810144,2시간 00분,2시간 44분,37.53151,127.08145,0시간 24분,0시간 24분,37.53151,127.08145,0시간 24분,0시간 24분
자양로9길,37.5316148,127.0810144,2시간 00분,2시간 44분,37.5321329,127.0812772,0시간 00분,0시간 00분,37.5321329,127.0812772,0시간 00분,0시간 00분
뚝섬로54길,37.5316148,127.0810144,2시간 00분,2시간 44분,37.5310178,127.0807446,0시간 40분,0시간 40분,37.5310178,127.0807446,0시간 40분,0시간 40분
뚝섬로,37.5316148,127.0810144,2시간 00분,2시간 44분,37.5318,127.08032,1시간 21분,2시간 27분,37.5319949,127.079697,1시간 38분,2시간 2분
자양번영로6길,37.5322044,127.0768883,1시간 56분,1시간 56분,37.5323752,127.076234,5시간 5분,5시간 5분,37.5323752,127.076234,5시간 5분,5시간 5분
뚝섬로46길,37.5322044,127.0768883,1시간 56분,1시간 56분,37.53277,127.07714,1시간 28분,3시간 56분,37.53277,127.07714,1시간 28분,3시간 56분
뚝섬로46길,37.5322044,127.0768883,1시간 56분,1시간 56분,37.5313264,127.0765933,2시간 00분,2시간 00분,37.5313264,127.0765933,2시간 00분,2시간 00분
자양로7길,37.532317,127.0824365,1시간 25분,1시간 25분,37.5325039,127.082828,0시간 00분,0시간 00분,37.5325039,127.082828,0시간 00분,0시간 00분
뚝섬로55길,37.532317,127.0824365,1시간 25분,1시간 25분,37.5324359,127.0822643,1시간 25분,1시간 57분,37.5324359,127.0822643,1시간 25분,1시간 57분
뚝섬로55길,37.532317,127.0824365,1시간 25분,1시간 25분,37.5320212,127.082459,1시간 23분,1시간 23분,37.5320212,127.082459,1시간 23분,1시간 23분
뚝섬로52다길,37.5303492,127.0788659,2시간 46분,2시간 46분,37.5302853,127.0792817,1시간 12분,1시간 12분,37.5302853,127.0792817,1시간 12분,1시간 12분
교차로,37.5303492,127.0788659,2시간 46분,2시간 46분,37.5304365,127.0784288,1시간 22분,1시간 22분,37.5304365,127.0784288,1시간 22분,1시간 22분
뚝섬로52길,37.5303492,127.0788659,2시간 46분,2시간 46분,37.5307915,127.079054,3시간 1분,3시간 1분,37.5308925,127.079097,2시간 39분,2시간 39분
뚝섬로52길,37.5303492,127.0788659,2시간 46분,2시간 46분,37.5302551,127.0788272,2시간 41분,2시간 41분,37.5301291,127.0787754,3시간 11분,3시간 11분
능동로,37.5339134,127.0679261,1시간 29분,2시간 20분,37.5344485,127.0681917,1시간 6분,2시간 8분,37.5344485,127.0681917,1시간 6분,2시간 8분
능동로4길,37.5339134,127.0679261,1시간 29분,2시간 20분,37.5338383,127.0680206,1시간 32분,3시간 00분,37.5334011,127.0685709,2시간 2분,3시간 19분
뚝섬로56가길,37.528152,127.0828522,1시간 28분,1시간 28분,37.5283532,127.0841329,1시간 44분,1시간 44분,37.5283532,127.0841329,1시간 44분,1시간 44분
뚝섬로56가길,37.528152,127.0828522,1시간 28분,1시간 28분,37.5281115,127.0818998,2시간 22분,2시간 22분,37.5281115,127.0818998,2시간 22분,2시간 22분
뚝섬로56길,37.528152,127.0828522,1시간 28분,1시간 28분,37.5277053,127.0828731,9시간 6분,9시간 20분,37.5276765,127.0828734,9시간 1분,9시간 15분
뚝섬로56길,37.528152,127.0828522,1시간 28분,1시간 28분,37.5282577,127.0828421,1시간 10분,1시간 10분,37.5287012,127.0827995,0시간 55분,0시간 55분
뚝섬로52마길,37.5287012,127.0827995,0시간 55분,0시간 55분,37.5286883,127.0818977,0시간 59분,0시간 59분,37.5286883,127.0818977,0시간 59분,0시간 59분
뚝섬로56길,37.5287012,127.0827995,0시간 55분,0시간 55분,37.5282577,127.0828421,1시간 10분,1시간 10분,37.528152,127.0828522,1시간 28분,1시간 28분
뚝섬로56길,37.5287012,127.0827995,0시간 55분,0시간 55분,37.5293011,127.0827248,2시간 16분,2시간 16분,37.5293602,127.0827174,1시간 33분,1시간 33분
뚝섬로52나길,37.5307381,127.079829,1시간 18분,1시간 18분,37.5307111,127.0800123,0시간 29분,0시간 29분,37.5307111,127.0800123,0시간 29분,0시간 29분
뚝섬로52나길,37.5307381,127.079829,1시간 18분,1시간 18분,37.5307578,127.0797396,0시간 41분,0시간 41분,37.5307578,127.0797396,0시간 41분,0시간 41분
뚝섬로52나길,37.5307381,127.079829,1시간 18분,1시간 18분,37.5302175,127.0796788,0시간 6분,0시간 6분,37.5302175,127.0796788,0시간 6분,0시간 6분
능동로4길,37.5320251,127.0701166,1시간 45분,3시간 16분,37.5331198,127.0688606,1시간 12분,2시간 11분,37.5331198,127.0688606,1시간 12분,2시간 11분
능동로4길,37.5320251,127.0701166,1시간 45분,3시간 16분,37.5316769,127.0705122,1시간 54분,2시간 47분,37.5316769,127.0705122,1시간 54분,2시간 47분
뚝섬로36길,37.5320251,127.0701166,1시간 45분,3시간 16분,37.5312688,127.0690676,8시간 22분,8시간 38분,37.5311983,127.0689698,8시간 4분,8시간 20분
자양강변길,37.5292402,127.075975,7시간 20분,7시간 20분,37.5296951,127.0746217,8시간 10분,8시간 10분,37.5296951,127.0746217,8시간 10분,8시간 10분
뚝섬로46길,37.5292402,127.075975,7시간 20분,7시간 20분,37.5292762,127.0759892,5시간 52분,5시간 52분,37.5297577,127.076142,1시간 13분,1시간 13분
자양번영로3길,37.532036,127.0735244,1시간 42분,2시간 46분,37.5319405,127.0738319,1시간 50분,1시간 50분,37.5319405,127.0738319,1시간 50분,1시간 50분
자양번영로3길,37.532036,127.0735244,1시간 42분,2시간 46분,37.5321631,127.0730672,0시간 48분,1시간 26분,37.5321631,127.0730672,0시간 48분,1시간 26분
자양번영로3길,37.532036,127.0735244,1시간 42분,2시간 46분,37.5322078,127.0736864,4시간 1분,4시간 1분,37.5322078,127.0736864,4시간 1분,4시간 1분
자양번영로3다길,37.532036,127.0735244,1시간 42분,2시간 46분,37.5316848,127.0732072,1시간 34분,1시간 43분,37.5311087,127.072751,0시간 2분,0시간 2분
능동로4길,37.5331198,127.0688606,1시간 12분,2시간 11분,37.5334011,127.0685709,2시간 2분,3시간 19분,37.5334011,127.0685709,2시간 3분,3시간 20분
능동로4길,37.5331198,127.0688606,1시간 12분,2시간 11분,37.5320251,127.0701166,1시간 45분,3시간 16분,37.5320251,127.0701166,1시간 45분,3시간 16분
뚝섬로34길,37.5331198,127.0688606,1시간 12분,2시간 11분,37.5336571,127.069597,1시간 24분,1시간 53분,37.5336571,127.069597,1시간 24분,1시간 53분
뚝섬로34길,37.5331198,127.0688606,1시간 12분,2시간 11분,37.5327304,127.0683336,1시간 32분,1시간 42분,37.5322434,127.0681551,2시간 59분,3시간 53분
자양로9길,37.5326809,127.0819095,1시간 7분,1시간 7분,37.5330129,127.0822701,0시간 37분,0시간 37분,37.5330129,127.0822701,0시간 37분,0시간 37분
자양로9길,37.5326809,127.0819095,1시간 7분,1시간 7분,37.532386,127.0815692,3시간 30분,4시간 8분,37.532386,127.0815692,3시간 30분,4시간 8분
뚝섬로55길,37.5326809,127.0819095,1시간 7분,1시간 7분,37.5330177,127.0814296,1시간 37분,2시간 47분,37.5330177,127.0814296,1시간 37분,2시간 47분
강변북로,37.5306412,127.069785,8시간 54분,9시간 26분,37.5300078,127.0720848,9시간 1분,9시간 1분,37.5300078,127.0720848,9시간 1분,9시간 1분
교차로,37.5273371,127.0800623,7시간 54분,7시간 54분,37.5275871,127.0789981,9시간 15분,9시간 15분,37.527949,127.0776219,9시간 28분,9시간 28분
교차로,37.5273371,127.0800623,7시간 54분,7시간 54분,37.5273258,127.0801701,5시간 45분,7시간 46분,37.527324,127.0802774,8시간 10분,8시간 10분
자양로9길,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5334624,127.0827583,1시간 30분,2시간 28분
뚝섬로59길,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5329344,127.0838836,2시간 2분,2시간 2분,37.5329344,127.0838836,2시간 2분,2시간 2분
뚝섬로59길,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5346626,127.0832646,1시간 22분,2시간 19분,37.5346626,127.0832646,1시간 22분,2시간 19분
자양로9길,37.5336777,127.0836157,2시간 19분,2시간 19분,37.5338722,127.0844236,2시간 9분,2시간 34분,37.5338904,127.0845109,2시간 25분,3시간 23분
뚝섬로56길,37.5314565,127.082504,4시간 26분,4시간 26분,37.5308155,127.0825613,1시간 20분,1시간 20분,37.5307408,127.082568,1시간 57분,1시간 57분
뚝섬로,37.5314565,127.082504,4시간 26분,4시간 26분,37.53154,127.08314,0시간 00분,0시간 00분,37.531834,127.0839859,2시간 00분,3시간 25분
뚝섬로,37.5314565,127.082504,4시간 26분,4시간 26분,37.5314674,127.0820077,3시간 45분,3시간 45분,37.53148,127.08173,0시간 7분,0시간 7분
뚝섬로55길,37.5314565,127.082504,4시간 26분,4시간 26분,37.5319533,127.0824642,1시간 25분,1시간 25분,37.5320212,127.082459,1시간 23분,1시간 23분
뚝섬로57길,37.5338846,127.0824421,1시간 43분,2시간 27분,37.5334624,127.0827583,1시간 30분,2시간 28분,37.5334624,127.0827583,1시간 30분,2시간 28분
자양로11길,37.5338846,127.0824421,1시간 43분,2시간 27분,37.533351,127.0818189,0시간 42분,0시간 56분,37.533351,127.0818189,0시간 42분,0시간 56분
자양로11길,37.5338846,127.0824421,1시간 43분,2시간 27분,37.5346626,127.0832646,1시간 22분,2시간 19분,37.5346626,127.0832646,1시간 22분,2시간 19분
뚝섬로57길,37.5338846,127.0824421,1시간 43분,2시간 27분,37.5340928,127.0821905,6시간 53분,6시간 53분,37.5343024,127.0819373,2시간 4분,3시간 17분
자양로13길,37.5343024,127.0819373,2시간 4분,3시간 17분,37.5338529,127.0814364,1시간 25분,1시간 25분,37.5338529,127.0814364,1시간 25분,1시간 25분
자양로13가길,37.5343024,127.0819373,2시간 4분,3시간 17분,37.5346878,127.0813712,1시간 13분,2시간 48분,37.5346878,127.0813712,1시간 13분,2시간 48분
자양로13길,37.5343024,127.0819373,2시간 4분,3시간 17분,37.5344928,127.0821528,4시간 39분,5시간 40분,37.5353212,127.0829765,5시간 16분,5시간 16분
뚝섬로57길,37.5343024,127.0819373,2시간 4분,3시간 17분,37.5340928,127.0821905,6시간 53분,6시간 53분,37.5338846,127.0824421,1시간 43분,2시간 27분
뚝섬로57길,37.5327347,127.0833115,0시간 45분,0시간 45분,37.5331433,127.0830009,2시간 35분,3시간 14분,37.5331433,127.0830009,2시간 35분,3시간 14분
뚝섬로57길,37.5327347,127.0833115,0시간 45분,0시간 45분,37.5323095,127.0836036,1시간 3분,1시간 55분,37.5323095,127.0836036,1시간 3분,1시간 55분
자양로7길,37.5327347,127.0833115,0시간 45분,0시간 45분,37.5325039,127.082828,0시간 00분,0시간 00분,37.5325039,127.082828,0시간 00분,0시간 00분
자양로7길,37.5327347,127.0833115,0시간 45분,0시간 45분,37.5329344,127.0838836,2시간 2분,2시간 2분,37.5329344,127.0838836,2시간 2분,2시간 2분
자양번영로4길,37.5310838,127.0779279,1시간 29분,1시간 29분,37.5310061,127.0782696,0시간 56분,0시간 56분,37.5310061,127.0782696,0시간 56분,0시간 56분
자양번영로4길,37.5310838,127.0779279,1시간 29분,1시간 29분,37.5311436,127.0776034,0시간 57분,1시간 3분,37.5311436,127.0776034,0시간 57분,1시간 3분
뚝섬로50길,37.5310838,127.0779279,1시간 29분,1시간 29분,37.5317924,127.0781447,1시간 21분,1시간 21분,37.5317924,127.0781447,1시간 21분,1시간 21분
뚝섬로50길,37.5310838,127.0779279,1시간 29분,1시간 29분,37.5305481,127.0777853,1시간 31분,1시간 31분,37.5305481,127.0777853,1시간 31분,1시간 31분
자양번영로4길,37.5309313,127.0786105,1시간 4분,1시간 4분,37.5308925,127.079097,2시간 39분,2시간 39분,37.5308925,127.079097,2시간 39분,2시간 39분
자양번영로4길,37.5309313,127.0786105,1시간 4분,1시간 4분,37.5309982,127.0783023,0시간 52분,0시간 52분,37.5309982,127.0783023,0시간 52분,0시간 52분
자양번영로2길,37.5309313,127.0786105,1시간 4분,1시간 4분,37.5304365,127.0784288,1시간 22분,1시간 22분,37.5304365,127.0784288,1시간 22분,1시간 22분
자양번영로4길,37.5309313,127.0786105,1시간 4분,1시간 4분,37.5314969,127.0788689,1시간 6분,1시간 6분,37.5315627,127.078899,1시간 3분,1시간 3분
자양강변길,37.5279383,127.0855249,8시간 4분,8시간 39분,37.5277681,127.0843455,8시간 10분,8시간 50분,37.5277611,127.0842904,8시간 10분,8시간 50분
자양로3가길,37.5279383,127.0855249,8시간 4분,8시간 39분,37.5282057,127.0853588,2시간 20분,2시간 30분,37.5285291,127.085148,2시간 40분,2시간 40분
자양번영로1길,37.530543,127.0748984,4시간 22분,5시간 16분,37.5306959,127.0741694,1시간 49분,1시간 49분,37.5306959,127.0741694,1시간 49분,1시간 49분
자양번영로,37.530543,127.0748984,4시간 22분,5시간 16분,37.531107,127.0750607,3시간 37분,3시간 37분,37.531107,127.0750607,3시간 37분,3시간 37분
자양번영로,37.530543,127.0748984,4시간 22분,5시간 16분,37.529737,127.0746347,8시간 50분,8시간 50분,37.5296951,127.0746217,8시간 44분,8시간 44분
자양번영로2길,37.530543,127.0748984,4시간 22분,5시간 16분,37.5305031,127.0751357,2시간 00분,2시간 38분,37.5304743,127.0753156,0시간 00분,0시간 00분
뚝섬로57길,37.531834,127.0839859,2시간 00분,3시간 25분,37.5323095,127.0836036,1시간 3분,1시간 55분,37.5323095,127.0836036,1시간 3분,1시간 55분
뚝섬로58길,37.531834,127.0839859,2시간 00분,3시간 25분,37.5312699,127.0843769,1시간 44분,1시간 44분,37.5312699,127.0843769,1시간 44분,1시간 44분
뚝섬로,37.531834,127.0839859,2시간 00분,3시간 25분,37.53197,127.08432,2시간 27분,3시간 48분,37.53197,127.08432,2시간 27분,3시간 48분
뚝섬로,37.531834,127.0839859,2시간 00분,3시간 25분,37.5315163,127.0829733,0시간 28분,0시간 28분,37.5314565,127.082504,4시간 26분,4시간 26분
자양강변길,37.5298527,127.0739154,8시간 33분,8시간 33분,37.5300159,127.0732896,8시간 42분,8시간 42분,37.5300159,127.0732896,8시간 42분,8시간 42분
자양번영로3가길,37.5298527,127.0739154,8시간 33분,8시간 33분,37.5298819,127.0739242,8시간 26분,8시간 26분,37.5306959,127.0741694,1시간 49분,1시간 49분
뚝섬로,37.5324785,127.0854452,2시간 46분,4시간 41분,37.5324164,127.0853111,2시간 5분,2시간 53분,37.5324164,127.0853111,2시간 5분,2시간 53분
뚝섬로,37.5324785,127.0854452,2시간 46분,4시간 41분,37.5328,127.08633,1시간 36분,2시간 38분,37.5328283,127.0864079,0시간 36분,0시간 59분
자양로,37.5324785,127.0854452,2시간 46분,4시간 41분,37.5339376,127.0846644,4시간 5분,5시간 11분,37.5361841,127.0837867,5시간 9분,5시간 9분
뚝섬로34길,37.5340285,127.0698221,1시간 16분,2시간 28분,37.5339859,127.0697991,1시간 25분,2시간 27분,37.5339859,127.0697991,1시간 25분,2시간 27분
뚝섬로34길,37.5340285,127.0698221,1시간 16분,2시간 28분,37.5347961,127.0701853,2시간 13분,2시간 45분,37.5347961,127.0701853,2시간 13분,2시간 45분
뚝섬로34길,37.5340285,127.0698221,1시간 16분,2시간 28분,37.5338573,127.0705499,0시간 12분,0시간 12분,37.5336507,127.0713338,1시간 53분,1시간 53분
