도로명,시작점 위도,시작점 경도,중간점_위도,중간점_경도,끝점_위도,끝점_경도
뚝섬로49길,37.532705,127.078574,37.5329254,127.0786714,37.5329254,127.0786714
뚝섬로49길,37.532705,127.078574,37.5325199,127.0792127,37.5325199,127.0792127
뚝섬로,37.5327141,127.0773208,37.53277,127.07714,37.53277,127.07714
뚝섬로,37.5327141,127.0773208,37.5326089,127.0776609,37.5326089,127.0776609
뚝섬로,37.5327141,127.0773208,37.5332475,127.077579,37.5332475,127.077579
자양로11길,37.5327163,127.0810967,37.5325628,127.0809271,37.5325628,127.0809271
자양로11길,37.5327163,127.0810967,37.5330177,127.0814296,37.5330177,127.0814296
자양로9길,37.5327163,127.0810967,37.532386,127.0815692,37.532386,127.0815692
자양로13다길,37.532766,127.0791649,37.5329254,127.0786714,37.5329254,127.0786714
자양로13다길,37.532766,127.0791649,37.5327165,127.0793182,37.5327165,127.0793182
뚝섬로51길,37.532766,127.0791649,37.5329962,127.0794362,37.5329962,127.0794362
자양로13다길,37.5329254,127.0786714,37.532766,127.0791649,37.532766,127.0791649
뚝섬로49길,37.5329254,127.0786714,37.532705,127.078574,37.532705,127.078574
뚝섬로49길,37.5329254,127.0786714,37.5332632,127.0790578,37.5332632,127.0790578
자양로13다길,37.5329254,127.0786714,37.533021,127.0783437,37.5331323,127.0779622
자양로13길,37.5329309,127.0804176,37.5326274,127.0800853,37.5326274,127.0800853
자양로13길,37.5329309,127.0804176,37.5333848,127.0809166,37.5333848,127.0809166
자양로13길,37.5329309,127.0804176,37.5325628,127.0809271,37.5325628,127.0809271
"['자양로13나길', '자양로13길']",37.5329309,127.0804176,37.5331937,127.0800687,37.5334195,127.0803286
뚝섬로49길,37.5329962,127.0794362,37.5332632,127.0790578,37.5332632,127.0790578
뚝섬로51길,37.5329962,127.0794362,37.5330502,127.0794998,37.5330502,127.0794998
뚝섬로51길,37.5329962,127.0794362,37.532766,127.0791649,37.532766,127.0791649
뚝섬로,37.5330228,127.0762812,37.5331998,127.0756803,37.5331998,127.0756803
뚝섬로,37.5330228,127.0762812,37.5329396,127.0765639,37.5329396,127.0765639
뚝섬로43길,37.5330228,127.0762812,37.5332197,127.0765456,37.5332197,127.0765456
뚝섬로55길,37.5330177,127.0814296,37.5333848,127.0809166,37.5333848,127.0809166
자양로11길,37.5330177,127.0814296,37.5327163,127.0810967,37.5327163,127.0810967
자양로11길,37.5330177,127.0814296,37.5332745,127.0817295,37.5332745,127.0817295
자양로9길,37.5330129,127.0822701,37.5334624,127.0827583,37.5334624,127.0827583
자양로9길,37.5330129,127.0822701,37.5326809,127.0819095,37.5326809,127.0819095
자양로11길,37.5330129,127.0822701,37.5331192,127.0819252,37.5332745,127.0817295
자양로13길,37.5330502,127.0794998,37.5326274,127.0800853,37.5326274,127.0800853
뚝섬로51길,37.5330502,127.0794998,37.533163,127.0796327,37.533163,127.0796327
뚝섬로51길,37.5330502,127.0794998,37.5329962,127.0794362,37.5329962,127.0794362
자양로13다길,37.5331323,127.0779622,37.5331548,127.0778849,37.5331548,127.0778849
뚝섬로47길,37.5331323,127.0779622,37.5333796,127.0782415,37.5333796,127.0782415
자양로13다길,37.5331323,127.0779622,37.533021,127.0783437,37.5329254,127.0786714
자양로13다길,37.5331548,127.0778849,37.5332192,127.0776799,37.5332192,127.0776799
자양로13다길,37.5331548,127.0778849,37.5331323,127.0779622,37.5331323,127.0779622
뚝섬로47길,37.5331548,127.0778849,37.5326089,127.0776609,37.5326089,127.0776609
뚝섬로57길,37.5331433,127.0830009,37.5334624,127.0827583,37.5334624,127.0827583
뚝섬로57길,37.5331433,127.0830009,37.5327347,127.0833115,37.5327347,127.0833115
"['뚝섬로57길', '자양로7길']",37.5331433,127.0830009,37.5327187,127.0825133,37.5325039,127.082828
뚝섬로49길,37.533163,127.0796327,37.5334374,127.0792571,37.5334374,127.0792571
뚝섬로51길,37.533163,127.0796327,37.5333258,127.0798245,37.5333258,127.0798245
뚝섬로51길,37.533163,127.0796327,37.5330502,127.0794998,37.5330502,127.0794998
뚝섬로43길,37.5332197,127.0765456,37.5330228,127.0762812,37.5330228,127.0762812
뚝섬로43길,37.5332197,127.0765456,37.5333837,127.0767657,37.5333837,127.0767657
뚝섬로43길,37.5332197,127.0765456,37.5332559,127.0763459,37.5343124,127.0766482
자양로13다길,37.5332475,127.077579,37.5333023,127.0773916,37.5333023,127.0773916
자양로13다길,37.5332475,127.077579,37.5332192,127.0776799,37.5332192,127.0776799
뚝섬로,37.5332475,127.077579,37.5327141,127.0773208,37.5327141,127.0773208
뚝섬로49길,37.5332632,127.0790578,37.5329254,127.0786714,37.5329254,127.0786714
뚝섬로49길,37.5332632,127.0790578,37.5334106,127.0792264,37.5334106,127.0792264
뚝섬로49길,37.5332632,127.0790578,37.5329962,127.0794362,37.5329962,127.0794362
자양로11길,37.5332745,127.0817295,37.5330177,127.0814296,37.5330177,127.0814296
자양로11길,37.5332745,127.0817295,37.533351,127.0818189,37.533351,127.0818189
자양로11길,37.5332745,127.0817295,37.5331952,127.0820211,37.5330129,127.0822701
자양로,37.5332644,127.0847802,37.5327781,127.0850399,37.5324164,127.0853111
자양로7길,37.5332644,127.0847802,37.5332327,127.0846941,37.5329344,127.0838836
자양로13다길,37.5333023,127.0773916,37.5336143,127.0770665,37.5336143,127.0770665
자양로13다길,37.5333023,127.0773916,37.5332475,127.077579,37.5332475,127.077579
뚝섬로45길,37.5333023,127.0773916,37.5334618,127.0775987,37.5334618,127.0775987
뚝섬로45길,37.5333023,127.0773916,37.53277,127.07714,37.53277,127.07714
뚝섬로51길,37.5333258,127.0798245,37.5335754,127.0801186,37.5335754,127.0801186
뚝섬로51길,37.5333258,127.0798245,37.533163,127.0796327,37.533163,127.0796327
뚝섬로51길,37.5333258,127.0798245,37.5334354,127.0796723,37.5336831,127.0799639
자양로11길,37.533351,127.0818189,37.5332745,127.0817295,37.5332745,127.0817295
자양로11길,37.533351,127.0818189,37.5338846,127.0824421,37.5338846,127.0824421
자양로13길,37.533351,127.0818189,37.533739,127.0813095,37.533739,127.0813095
뚝섬로43길,37.5333837,127.0767657,37.5342534,127.0770155,37.5342534,127.0770155
뚝섬로43길,37.5333837,127.0767657,37.5332197,127.0765456,37.5332197,127.0765456
뚝섬로43길,37.5333837,127.0767657,37.5336143,127.0770665,37.5336143,127.0770665
뚝섬로47길,37.5334106,127.0792264,37.5337809,127.078708,37.5337809,127.078708
뚝섬로49길,37.5334106,127.0792264,37.5332632,127.0790578,37.5332632,127.0790578
뚝섬로49길,37.5334106,127.0792264,37.5334374,127.0792571,37.5334374,127.0792571
자양로13나길,37.5334195,127.0803286,37.5336314,127.0805751,37.5336314,127.0805751
뚝섬로51길,37.5334195,127.0803286,37.5335754,127.0801186,37.5335754,127.0801186
"['자양로13나길', '자양로13길']",37.5334195,127.0803286,37.5331937,127.0800687,37.5329309,127.0804176
뚝섬로49길,37.5334374,127.0792571,37.5334106,127.0792264,37.5334106,127.0792264
뚝섬로49길,37.5334374,127.0792571,37.5338482,127.0797269,37.5338482,127.0797269
뚝섬로49길,37.5334374,127.0792571,37.533163,127.0796327,37.533163,127.0796327
뚝섬로41길,37.5334543,127.0747931,37.5340589,127.0750327,37.5340589,127.0750327
뚝섬로,37.5334543,127.0747931,37.5339362,127.073147,37.5339362,127.073147
뚝섬로,37.5334543,127.0747931,37.5331998,127.0756803,37.5331998,127.0756803
뚝섬로49길,37.5335754,127.0801186,37.5336831,127.0799639,37.5336831,127.0799639
뚝섬로51길,37.5335754,127.0801186,37.5333258,127.0798245,37.5333258,127.0798245
뚝섬로51길,37.5335754,127.0801186,37.5334195,127.0803286,37.5334195,127.0803286
뚝섬로51길,37.5335754,127.0801186,37.5337862,127.080367,37.5342335,127.0808653
자양로13다길,37.5336143,127.0770665,37.5333023,127.0773916,37.5333023,127.0773916
뚝섬로43길,37.5336143,127.0770665,37.5333837,127.0767657,37.5333837,127.0767657
뚝섬로43길,37.5336143,127.0770665,37.5337505,127.0772394,37.5337505,127.0772394
자양로13나길,37.5336314,127.0805751,37.5334195,127.0803286,37.5334195,127.0803286
뚝섬로49길,37.5336831,127.0799639,37.5335754,127.0801186,37.5335754,127.0801186
뚝섬로49길,37.5336831,127.0799639,37.5338482,127.0797269,37.5338482,127.0797269
뚝섬로51길,37.5336831,127.0799639,37.5334354,127.0796723,37.5333258,127.0798245
자양로13길,37.533739,127.0813095,37.5333848,127.0809166,37.5333848,127.0809166
자양로13길,37.533739,127.0813095,37.5338529,127.0814364,37.5338529,127.0814364
자양로13길,37.533739,127.0813095,37.533351,127.0818189,37.533351,127.0818189
자양로15길,37.5337809,127.078708,37.5340385,127.0783474,37.5340385,127.0783474
뚝섬로47길,37.5337809,127.078708,37.5334106,127.0792264,37.5334106,127.0792264
뚝섬로47길,37.5337809,127.078708,37.5342637,127.0792632,37.5342637,127.0792632
뚝섬로47길,37.5337809,127.078708,37.5334342,127.0783093,37.5333796,127.0782415
자양번영로,37.5338156,127.0758633,37.53441,127.07604,37.53441,127.07604
자양번영로,37.5338156,127.0758633,37.5331998,127.0756803,37.5331998,127.0756803
자양번영로,37.5338156,127.0758633,37.5340589,127.0750327,37.5340589,127.0750327
뚝섬로49길,37.5338482,127.0797269,37.5334374,127.0792571,37.5334374,127.0792571
뚝섬로49길,37.5338482,127.0797269,37.5336831,127.0799639,37.5336831,127.0799639
뚝섬로49길,37.5338482,127.0797269,37.5340719,127.0799828,37.5344977,127.0803872
자양로13길,37.5338529,127.0814364,37.533739,127.0813095,37.533739,127.0813095
자양로13길,37.5338529,127.0814364,37.5343024,127.0819373,37.5343024,127.0819373
자양로13길,37.5338529,127.0814364,37.5342335,127.0808653,37.5342335,127.0808653
자양로9길,37.5338904,127.0845109,37.5337939,127.0841595,37.5336777,127.0836157
자양로,37.5338904,127.0845109,37.5334544,127.084693,37.5332644,127.0847802
자양로15길,37.5340385,127.0783474,37.5337809,127.078708,37.5337809,127.078708
자양로15길,37.5340385,127.0783474,37.5342947,127.0779889,37.5342947,127.0779889
뚝섬로45길,37.5340385,127.0783474,37.5343826,127.0783625,37.5343826,127.0783625
뚝섬로45길,37.5340385,127.0783474,37.5336095,127.0777904,37.5336095,127.0777904
자양번영로,37.5340589,127.0750327,37.5338156,127.0758633,37.5338156,127.0758633
뚝섬로41길,37.5340589,127.0750327,37.5334543,127.0747931,37.5334543,127.0747931
뚝섬로41길,37.5340589,127.0750327,37.5349531,127.0753872,37.5349531,127.0753872
자양로15길,37.5341383,127.077732,37.5342947,127.0779889,37.5342947,127.0779889
자양번영로8길,37.5341383,127.077732,37.5341975,127.0773638,37.5341975,127.0773638
뚝섬로43길,37.5341383,127.077732,37.5337505,127.0772394,37.5337505,127.0772394
아차산로40길,37.5341975,127.0773638,37.5346086,127.0775237,37.5346086,127.0775237
자양번영로8길,37.5341975,127.0773638,37.5341383,127.077732,37.5341383,127.077732
자양번영로8길,37.5341975,127.0773638,37.5342534,127.0770155,37.5342534,127.0770155
자양로13길,37.5342335,127.0808653,37.5338529,127.0814364,37.5338529,127.0814364
뚝섬로51길,37.5342335,127.0808653,37.5344216,127.0810747,37.5344216,127.0810747
뚝섬로51길,37.5342335,127.0808653,37.5337862,127.080367,37.5335754,127.0801186
자양번영로8길,37.5342534,127.0770155,37.5341975,127.0773638,37.5341975,127.0773638
자양번영로8길,37.5342534,127.0770155,37.5343124,127.0766482,37.5343124,127.0766482
뚝섬로43길,37.5342534,127.0770155,37.5333837,127.0767657,37.5333837,127.0767657
,37.5342534,127.0770155,37.5350825,127.0772502,37.5349939,127.0776736
뚝섬로47길,37.5342637,127.0792632,37.5337809,127.078708,37.5337809,127.078708
뚝섬로47길,37.5342637,127.0792632,37.5344172,127.0790662,37.534364,127.0787722
"['자양로13나길', '뚝섬로47길', '뚝섬로49길']",37.5342637,127.0792632,37.5346348,127.0801609,37.5344977,127.0803872
자양로15길,37.5342947,127.0779889,37.5340385,127.0783474,37.5340385,127.0783474
자양로15길,37.5342947,127.0779889,37.5341383,127.077732,37.5341383,127.077732
자양로15길,37.5342947,127.0779889,37.534395,127.0780883,37.534395,127.0780883
자양번영로8길,37.5343124,127.0766482,37.5342534,127.0770155,37.5342534,127.0770155
자양번영로8길,37.5343124,127.0766482,37.53441,127.07604,37.53441,127.07604
,37.5343124,127.0766482,37.5352765,127.0769742,37.5352765,127.0769742
뚝섬로43길,37.5343124,127.0766482,37.5332559,127.0763459,37.5332197,127.0765456
자양로15길,37.534364,127.0787722,37.5347443,127.0786293,37.5347443,127.0786293
자양로15길,37.534364,127.0787722,37.5343826,127.0783625,37.5343826,127.0783625
뚝섬로47길,37.534364,127.0787722,37.5344172,127.0790662,37.5342637,127.0792632
자양로15길,37.5343826,127.0783625,37.534364,127.0787722,37.534364,127.0787722
자양로15길,37.5343826,127.0783625,37.534395,127.0780883,37.534395,127.0780883
뚝섬로45길,37.5343826,127.0783625,37.5340385,127.0783474,37.5340385,127.0783474
자양로15길,37.534395,127.0780883,37.5343826,127.0783625,37.5343826,127.0783625
자양로15길,37.534395,127.0780883,37.5342947,127.0779889,37.5342947,127.0779889
"['자양로15길', '아차산로40길']",37.534395,127.0780883,37.5345919,127.0781467,37.5346086,127.0775237
뚝섬로49길,37.5344216,127.0810747,37.5347257,127.0806038,37.5347257,127.0806038
뚝섬로51길,37.5344216,127.0810747,37.5346878,127.0813712,37.5346878,127.0813712
뚝섬로51길,37.5344216,127.0810747,37.5342335,127.0808653,37.5342335,127.0808653
뚝섬로49길,37.5344977,127.0803872,37.5347257,127.0806038,37.5347257,127.0806038
뚝섬로49길,37.5344977,127.0803872,37.5340719,127.0799828,37.5338482,127.0797269
"['뚝섬로49길', '뚝섬로47길', '자양로13나길']",37.5344977,127.0803872,37.5344488,127.079476,37.5342637,127.0792632
아차산로40길,37.5346086,127.0775237,37.5349939,127.0776736,37.5349939,127.0776736
아차산로40길,37.5346086,127.0775237,37.5341975,127.0773638,37.5341975,127.0773638
"['자양로15길', '아차산로40길']",37.5346086,127.0775237,37.5345919,127.0781467,37.534395,127.0780883
뚝섬로37길,37.5346441,127.0717826,37.5343731,127.0716568,37.5343731,127.0716568
뚝섬로37길,37.5346441,127.0717826,37.5351178,127.0720196,37.5351178,127.0720196
,37.5346441,127.0717826,37.5353033,127.0713147,37.5353033,127.0713147
자양로11길,37.5346626,127.0832646,37.5338846,127.0824421,37.5338846,127.0824421
뚝섬로59길,37.5346626,127.0832646,37.5336777,127.0836157,37.5336777,127.0836157
뚝섬로59길,37.5346626,127.0832646,37.5353212,127.0829765,37.5353212,127.0829765
자양로11길,37.5346626,127.0832646,37.5348586,127.0840221,37.5348861,127.0841291
자양로13가길,37.5346878,127.0813712,37.5343024,127.0819373,37.5343024,127.0819373
자양로13가길,37.5346878,127.0813712,37.5350201,127.0808832,37.5350201,127.0808832
뚝섬로51길,37.5346878,127.0813712,37.5349719,127.0816876,37.5349719,127.0816876
뚝섬로51길,37.5346878,127.0813712,37.5344216,127.0810747,37.5344216,127.0810747
자양로15길,37.5347443,127.0786293,37.534364,127.0787722,37.534364,127.0787722
뚝섬로49길,37.5347257,127.0806038,37.5344977,127.0803872,37.5344977,127.0803872
뚝섬로49길,37.5347257,127.0806038,37.5350201,127.0808832,37.5350201,127.0808832
뚝섬로49길,37.5347257,127.0806038,37.5344216,127.0810747,37.5344216,127.0810747
아차산로42길,37.5347714,127.0787425,37.5348948,127.0786832,37.5353296,127.0787259
자양번영로,37.5348049,127.0761621,37.53441,127.07604,37.53441,127.07604
뚝섬로41길,37.5348049,127.0761621,37.5349531,127.0753872,37.5349531,127.0753872
자양번영로,37.5348049,127.0761621,37.53538,127.07634,37.5355739,127.076395
자양로11길,37.5348861,127.0841291,37.5348586,127.0840221,37.5346626,127.0832646
자양로,37.5348861,127.0841291,37.5344564,127.0843009,37.5338904,127.0845109
뚝섬로41길,37.5349531,127.0753872,37.5348049,127.0761621,37.5348049,127.0761621
뚝섬로41길,37.5349531,127.0753872,37.5340589,127.0750327,37.5340589,127.0750327
뚝섬로41길,37.5349531,127.0753872,37.5353844,127.0755582,37.5353844,127.0755582
뚝섬로51길,37.5349719,127.0816876,37.5357499,127.0825542,37.5357499,127.0825542
뚝섬로51길,37.5349719,127.0816876,37.5346878,127.0813712,37.5346878,127.0813712
자양로15길,37.5349719,127.0816876,37.5352279,127.0813115,37.5354135,127.0812443
자양로13가길,37.5350201,127.0808832,37.5346878,127.0813712,37.5346878,127.0813712
자양로13가길,37.5350201,127.0808832,37.5353036,127.0808148,37.5353036,127.0808148
뚝섬로49길,37.5350201,127.0808832,37.5347257,127.0806038,37.5347257,127.0806038
아차산로58길,37.5350908,127.0897292,37.5356786,127.0894451,37.5356786,127.0894451
아차산로58길,37.5350908,127.0897292,37.5340117,127.0900966,37.5340117,127.0900966
아차산로58나길,37.5350908,127.0897292,37.5352075,127.0901355,37.5352075,127.0901355
뚝섬로35길,37.5351178,127.0720196,37.5353033,127.0713147,37.5353033,127.0713147
뚝섬로37길,37.5351178,127.0720196,37.5346441,127.0717826,37.5346441,127.0717826
뚝섬로37길,37.5351178,127.0720196,37.5364758,127.0726129,37.5364758,127.0726129
뚝섬로67길,37.5351906,127.0907255,37.535266,127.0909877,37.535266,127.0909877
뚝섬로67길,37.5351906,127.0907255,37.5353621,127.0906545,37.5353621,127.0906545
뚝섬로67길,37.5351906,127.0907255,37.53431,127.09109,37.53431,127.09109
아차산로58나길,37.5352075,127.0901355,37.5358019,127.0898615,37.5358019,127.0898615
아차산로58나길,37.5352075,127.0901355,37.5353188,127.0905089,37.5353188,127.0905089
아차산로58나길,37.5352075,127.0901355,37.5350908,127.0897292,37.5350908,127.0897292
구의강변로3길,37.535266,127.0909877,37.5358238,127.0913466,37.5358238,127.0913466
뚝섬로67길,37.535266,127.0909877,37.5351906,127.0907255,37.5351906,127.0907255
"['뚝섬로67길', '구의강변로3길']",37.535266,127.0909877,37.5352214,127.0912854,37.5357203,127.0916068
자양로15길,37.5352648,127.080636,37.5353036,127.0808148,37.5353036,127.0808148
아차산로46길,37.5352648,127.080636,37.5354277,127.0805762,37.5360635,127.0808346
"['자양로15길', '아차산로44가길']",37.5352648,127.080636,37.5351901,127.0796665,37.5355767,127.0797453
뚝섬로35길,37.5353033,127.0713147,37.5351178,127.0720196,37.5351178,127.0720196
뚝섬로35길,37.5353033,127.0713147,37.535521,127.0704989,37.535521,127.0704989
,37.5353033,127.0713147,37.5346441,127.0717826,37.5346441,127.0717826
,37.5353033,127.0713147,37.5360183,127.0707049,37.5360183,127.0707049
자양로13가길,37.5353036,127.0808148,37.5350201,127.0808832,37.5350201,127.0808832
자양로15길,37.5353036,127.0808148,37.5354135,127.0812443,37.5354135,127.0812443
자양로15길,37.5353036,127.0808148,37.5352648,127.080636,37.5352648,127.080636
아차산로58나길,37.5353188,127.0905089,37.5359101,127.09021,37.5359101,127.09021
아차산로58나길,37.5353188,127.0905089,37.5353621,127.0906545,37.5353621,127.0906545
아차산로58나길,37.5353188,127.0905089,37.5352075,127.0901355,37.5352075,127.0901355
아차산로42길,37.5353296,127.0787259,37.5356655,127.0788432,37.5356655,127.0788432
아차산로40길,37.5353296,127.0787259,37.5353448,127.0785133,37.5353928,127.0783323
아차산로42길,37.5353296,127.0787259,37.5348948,127.0786832,37.5347714,127.0787425
아차산로58나길,37.5353621,127.0906545,37.5353188,127.0905089,37.5353188,127.0905089
뚝섬로67길,37.5353621,127.0906545,37.5359464,127.0910387,37.5359464,127.0910387
뚝섬로67길,37.5353621,127.0906545,37.5351906,127.0907255,37.5351906,127.0907255
능동로10길,37.5353844,127.0755582,37.5361667,127.0735812,37.5361667,127.0735812
뚝섬로41길,37.5353844,127.0755582,37.5349531,127.0753872,37.5349531,127.0753872
자양번영로7길,37.5353844,127.0755582,37.53551,127.0756231,37.5357154,127.0756933
자양로15길,37.5354135,127.0812443,37.5356279,127.0820716,37.5356279,127.0820716
자양로15길,37.5354135,127.0812443,37.5353036,127.0808148,37.5353036,127.0808148
자양로15길,37.5354135,127.0812443,37.5352279,127.0813115,37.5349719,127.0816876
뚝섬로35길,37.535521,127.0704989,37.5353033,127.0713147,37.5353033,127.0713147
뚝섬로35길,37.535521,127.0704989,37.5347961,127.0701853,37.5347961,127.0701853
뚝섬로35길,37.535521,127.0704989,37.5360183,127.0707049,37.5360183,127.0707049
아차산로40길,37.535514,127.0778759,37.5353928,127.0783323,37.5353928,127.0783323
아차산로40길,37.535514,127.0778759,37.5354835,127.0778641,37.5354835,127.0778641
아차산로40길,37.535514,127.0778759,37.5358207,127.077995,37.5359198,127.0780335
아차산로42길,37.5355767,127.0797453,37.5356655,127.0788432,37.5356655,127.0788432
"['자양로15길', '아차산로44가길']",37.5355767,127.0797453,37.5351901,127.0796665,37.5352648,127.080636
아차산로44가길,37.5355767,127.0797453,37.53592,127.0796844,37.5364568,127.0796924
자양로15길,37.5356279,127.0820716,37.5357499,127.0825542,37.5357499,127.0825542
자양로15길,37.5356279,127.0820716,37.5354135,127.0812443,37.5354135,127.0812443
아차산로46나길,37.5356279,127.0820716,37.5357738,127.0820005,37.5359239,127.0813963
아차산로42길,37.5356655,127.0788432,37.5353296,127.0787259,37.5353296,127.0787259
아차산로42길,37.5356655,127.0788432,37.5355767,127.0797453,37.5355767,127.0797453
아차산로42길,37.5356655,127.0788432,37.5362351,127.0788864,37.5363618,127.0788991
아차산로58길,37.5356786,127.0894451,37.5350908,127.0897292,37.5350908,127.0897292
아차산로58가길,37.5356786,127.0894451,37.5358019,127.0898615,37.5358019,127.0898615
아차산로58길,37.5356786,127.0894451,37.5360825,127.0893266,37.5364882,127.0892671
구의강변로3길,37.535693,127.0916754,37.53552,127.09211,37.53552,127.09211
구의강변로3길,37.535693,127.0916754,37.5357203,127.0916068,37.5357203,127.0916068
구의강변로3가길,37.535693,127.0916754,37.5363797,127.0914994,37.5372643,127.0911827
구의강변로3길,37.5357203,127.0916068,37.535693,127.0916754,37.535693,127.0916754
구의강변로3길,37.5357203,127.0916068,37.5358238,127.0913466,37.5358238,127.0913466
"['뚝섬로67길', '구의강변로3길']",37.5357203,127.0916068,37.5352214,127.0912854,37.535266,127.0909877
자양로15길,37.5357499,127.0825542,37.5358165,127.0827957,37.5358165,127.0827957
자양로15길,37.5357499,127.0825542,37.5356279,127.0820716,37.5356279,127.0820716
뚝섬로51길,37.5357499,127.0825542,37.5349719,127.0816876,37.5349719,127.0816876
아차산로58가길,37.5358019,127.0898615,37.5359101,127.09021,37.5359101,127.09021
아차산로58가길,37.5358019,127.0898615,37.5356786,127.0894451,37.5356786,127.0894451
아차산로58나길,37.5358019,127.0898615,37.5352075,127.0901355,37.5352075,127.0901355
구의강변로3길,37.5358238,127.0913466,37.535266,127.0909877,37.535266,127.0909877
구의강변로3길,37.5358238,127.0913466,37.5357203,127.0916068,37.5357203,127.0916068
구의강변로3길,37.5358238,127.0913466,37.5359464,127.0910387,37.5359464,127.0910387
자양로15길,37.5358165,127.0827957,37.5359673,127.0831829,37.5359673,127.0831829
자양로15길,37.5358165,127.0827957,37.5357499,127.0825542,37.5357499,127.0825542
뚝섬로59길,37.5358165,127.0827957,37.5353212,127.0829765,37.5353212,127.0829765
아차산로46가길,37.5359239,127.0813963,37.5363749,127.0815707,37.5363749,127.0815707
아차산로46나길,37.5359239,127.0813963,37.5360635,127.0808346,37.5360635,127.0808346
아차산로46나길,37.5359239,127.0813963,37.5357738,127.0820005,37.5356279,127.0820716
아차산로58가길,37.5359101,127.09021,37.5361041,127.0908353,37.5361041,127.0908353
아차산로58가길,37.5359101,127.09021,37.5358019,127.0898615,37.5358019,127.0898615
아차산로58나길,37.5359101,127.09021,37.5353188,127.0905089,37.5353188,127.0905089
구의강변로3길,37.5359464,127.0910387,37.5358238,127.0913466,37.5358238,127.0913466
뚝섬로67길,37.5359464,127.0910387,37.5353621,127.0906545,37.5353621,127.0906545
구의강변로3길,37.5359464,127.0910387,37.536033,127.090927,37.5361041,127.0908353
아차산로46가길,37.5359673,127.0831829,37.5363749,127.0815707,37.5363749,127.0815707
자양로15길,37.5359673,127.0831829,37.5358165,127.0827957,37.5358165,127.0827957
자양로15길,37.5359673,127.0831829,37.5361651,127.0835573,37.536232,127.0836367
뚝섬로35길,37.5360183,127.0707049,37.535521,127.0704989,37.535521,127.0704989
뚝섬로35길,37.5360183,127.0707049,37.5362609,127.0707888,37.5362609,127.0707888
,37.5360183,127.0707049,37.5353033,127.0713147,37.5353033,127.0713147
,37.5360183,127.0707049,37.536338,127.0704726,37.536338,127.0704726
아차산로46길,37.5360635,127.0808346,37.5365178,127.0810191,37.5365178,127.0810191
아차산로46나길,37.5360635,127.0808346,37.5359239,127.0813963,37.5359239,127.0813963
"['아차산로44길', '아차산로46길']",37.5360635,127.0808346,37.5362057,127.0802355,37.5366539,127.0801941
아차산로46길,37.5360635,127.0808346,37.5354277,127.0805762,37.5352648,127.080636
아차산로58가길,37.5361041,127.0908353,37.5359101,127.09021,37.5359101,127.09021
구의강변로3길,37.5361041,127.0908353,37.5365568,127.0902852,37.5365568,127.0902852
구의강변로3길,37.5361041,127.0908353,37.536033,127.090927,37.5359464,127.0910387
아차산로36길,37.5361667,127.0735812,37.5370209,127.0738614,37.5370209,127.0738614
능동로10길,37.5361667,127.0735812,37.5353844,127.0755582,37.5353844,127.0755582
능동로10길,37.5361667,127.0735812,37.5362235,127.0734032,37.5364758,127.0726129
능동로8길,37.5362609,127.0707888,37.536338,127.0704726,37.536338,127.0704726
뚝섬로35길,37.5362609,127.0707888,37.5360183,127.0707049,37.5360183,127.0707049
뚝섬로35길,37.5362609,127.0707888,37.5369534,127.0711165,37.5369534,127.0711165
능동로8길,37.536338,127.0704726,37.5364687,127.0700048,37.5364687,127.0700048
능동로8길,37.536338,127.0704726,37.5362609,127.0707888,37.5362609,127.0707888
,37.536338,127.0704726,37.5360183,127.0707049,37.5360183,127.0707049
,37.536338,127.0704726,37.5367497,127.0701375,37.5367497,127.0701375
아차산로40길,37.5363051,127.0781832,37.5363455,127.0781993,37.5363455,127.0781993
아차산로40길,37.5363051,127.0781832,37.5359794,127.0780566,37.5359794,127.0780566
아차산로40길,37.5363051,127.0781832,37.5363096,127.0776965,37.5363096,127.0776965
아차산로44길,37.5363618,127.0788991,37.5363455,127.0781993,37.5363455,127.0781993
아차산로42길,37.5363618,127.0788991,37.5368972,127.0788645,37.5375161,127.0791478
아차산로42길,37.5363618,127.0788991,37.5361166,127.0788553,37.5356655,127.0788432
아차산로44길,37.5363618,127.0788991,37.5363708,127.0792201,37.5364568,127.0796924
아차산로46가길,37.5363749,127.0815707,37.5359239,127.0813963,37.5359239,127.0813963
아차산로46가길,37.5363749,127.0815707,37.5359673,127.0831829,37.5359673,127.0831829
아차산로46가길,37.5363749,127.0815707,37.5365178,127.0810191,37.5365178,127.0810191
능동로10길,37.5364758,127.0726129,37.5369534,127.0711165,37.5369534,127.0711165
뚝섬로37길,37.5364758,127.0726129,37.5351178,127.0720196,37.5351178,127.0720196
능동로10길,37.5364758,127.0726129,37.5362235,127.0734032,37.5361667,127.0735812
아차산로44길,37.5364568,127.0796924,37.5366073,127.0800359,37.5366539,127.0801941
아차산로44길,37.5364568,127.0796924,37.5363708,127.0792201,37.5363618,127.0788991
아차산로44가길,37.5364568,127.0796924,37.5357791,127.0797754,37.5355767,127.0797453
능동로8길,37.5364687,127.0700048,37.536338,127.0704726,37.536338,127.0704726
뚝섬로33길,37.5364687,127.0700048,37.53504,127.06933,37.53504,127.06933
뚝섬로33길,37.5364687,127.0700048,37.5367497,127.0701375,37.5367497,127.0701375
능동로8길,37.5364687,127.0700048,37.5366502,127.0693563,37.5366834,127.0692378
