도로명,시작위도,시작경도,중간위도,중간경도,끝위도,끝경도,거리
"['광장로', '광장앞지하차도'](0)",37.5455088,127.0977724,37.5460169,127.1006016,37.5467466,127.1020308,1252
"['광장로', '광장앞지하차도'](1)",37.5467466,127.1020308,37.5460169,127.1006016,37.5455088,127.0977724,1252
워커힐로(0),37.5455088,127.0977724,37.5464465,127.0980438,37.546539,127.0980531,1383
워커힐로(1),37.5455088,127.0977724,37.5447,127.09752,37.5439809,127.0972081,1383
워커힐로(2),37.5426562,127.0942678,37.5426948,127.094317,37.5426948,127.094317,1521
워커힐로(3),37.54339,127.0964,37.54326,127.09533,37.5426948,127.094317,1484
워커힐로(4),37.54339,127.0964,37.54388,127.09711,37.5439809,127.0972081,1409
워커힐로(5),37.5439809,127.0972081,37.5447,127.09752,37.5455088,127.0977724,1383
워커힐로(6),37.5439809,127.0972081,37.54353,127.09667,37.54339,127.0964,1416
워커힐로(7),37.5472793,127.0982105,37.5473235,127.09822,37.5473235,127.09822,1360
워커힐로(8),37.5470861,127.0979741,37.5468389,127.0980041,37.546539,127.0980531,1378
워커힐로(9),37.5470086,127.0981241,37.5471019,127.0981815,37.5471019,127.0981815,1364
워커힐로(10),37.5473235,127.09822,37.5473994,127.098227,37.5473994,127.098227,1360
워커힐로(11),37.5476377,127.0983037,37.5474001,127.098138,37.547341,127.0980421,1362
워커힐로(12),37.5473994,127.098227,37.5474486,127.0982326,37.5476377,127.0983037,1357
워커힐로(13),37.5467905,127.0980665,37.5469263,127.0980885,37.5470086,127.0981241,1366
워커힐로(14),37.546539,127.0980531,37.5463039,127.0980181,37.5455088,127.0977724,1379
워커힐로(15),37.546539,127.0980531,37.5467263,127.0980697,37.5467905,127.0980665,1377
워커힐로(16),37.5426948,127.094317,37.5426562,127.0942678,37.5426562,127.0942678,1522
워커힐로(17),37.5426948,127.094317,37.5433,127.09548,37.54339,127.0964,1480
아차산로(0),37.536546,127.0835437,37.5365545,127.0836672,37.5365545,127.0836672,1542
아차산로(1),37.544993,127.1042608,37.5451366,127.1043841,37.5451366,127.1043841,1030
아차산로(2),37.544993,127.1042608,37.5436477,127.1029583,37.5429604,127.1012901,1096
아차산로(3),37.5380336,127.0771393,37.5380027,127.0772607,37.5376324,127.0787038,1472
아차산로(4),37.5401059,127.0941004,37.5403492,127.0945026,37.5403492,127.0945026,1451
아차산로(5),37.5401059,127.0941004,37.53977,127.0935,37.5395727,127.0931743,1475
아차산로(6),37.5493016,127.1079949,37.54828,127.10728,37.5482083,127.1072098,808
아차산로(7),37.5493016,127.1079949,37.5493578,127.1081292,37.5503666,127.1087805,740
아차산로(8),37.5461477,127.105331,37.5467434,127.1058268,37.5467434,127.1058268,945
아차산로(9),37.5461477,127.105331,37.5457441,127.1049887,37.5457441,127.1049887,975
아차산로(10),37.5387157,127.0743583,37.5386637,127.0745752,37.5385384,127.0750969,1374
아차산로(11),37.5371192,127.0807492,37.5370041,127.0812097,37.5370041,127.0812097,1541
아차산로(12),37.5370234,127.0854908,37.5369022,127.0850093,37.5369022,127.0850093,1565
아차산로(13),37.5374595,127.0872237,37.5373068,127.0866171,37.5373068,127.0866171,1569
아차산로(14),37.5374595,127.0872237,37.5373803,127.0870797,37.5373803,127.0870797,1565
아차산로(15),37.5374595,127.0872237,37.5375189,127.0872084,37.5376761,127.0871678,1566
아차산로(16),37.5384,127.09109,37.5383623,127.0909301,37.5383623,127.0909301,1529
아차산로(17),37.5384,127.09109,37.5385,127.09139,37.53861,127.09158,1526
아차산로(18),37.53861,127.09158,37.538847,127.0919729,37.538847,127.0919729,1527
아차산로(19),37.53861,127.09158,37.5385,127.09139,37.5384,127.09109,1526
아차산로(20),37.53934,127.09279,37.539527,127.0930989,37.5395727,127.0931743,1498
아차산로(21),37.53934,127.09279,37.5390967,127.0923838,37.538847,127.0919729,1515
아차산로(22),37.54039,127.09457,37.5408815,127.0953825,37.5408815,127.0953825,1448
아차산로(23),37.54039,127.09457,37.5403492,127.0945026,37.5403492,127.0945026,1453
아차산로(24),37.5411322,127.0957988,37.5410565,127.0956705,37.5408815,127.0953825,1433
아차산로(25),37.5379465,127.0891318,37.5375922,127.0877457,37.5375382,127.0875346,1565
아차산로(26),37.541528,127.0970602,37.5413356,127.0965047,37.5413356,127.0965047,1392
아차산로(27),37.541528,127.0970602,37.5416502,127.0973809,37.5416502,127.0973809,1364
아차산로(28),37.5419704,127.0983701,37.5422848,127.0993027,37.5428312,127.1009237,1266
아차산로(29),37.5419704,127.0983701,37.5418122,127.0978814,37.5416502,127.0973809,1336
아차산로(30),37.5429604,127.1012901,37.5436477,127.1029583,37.544993,127.1042608,1096
아차산로(31),37.5429604,127.1012901,37.5429042,127.1011309,37.5428312,127.1009237,1195
아차산로(32),37.54339,127.0964,37.5420034,127.0972113,37.5416502,127.0973809,1386
아차산로(33),37.5473613,127.1063934,37.5480713,127.1070756,37.5480713,127.1070756,874
아차산로(34),37.5473613,127.1063934,37.5468803,127.1059488,37.5467434,127.1058268,921
아차산로(35),37.5457441,127.1049887,37.5461477,127.105331,37.5461477,127.105331,970
아차산로(36),37.5457441,127.1049887,37.5452836,127.1045323,37.5451366,127.1043841,1012
아차산로(37),37.5467434,127.1058268,37.5461477,127.105331,37.5461477,127.105331,951
아차산로(38),37.5467434,127.1058268,37.5468803,127.1059488,37.5473613,127.1063934,921
아차산로(39),37.5381345,127.0899941,37.5380475,127.0895928,37.5379465,127.0891318,1547
아차산로(40),37.5381345,127.0899941,37.5382563,127.0904925,37.5383623,127.0909301,1539
아차산로(41),37.5413042,127.0963663,37.5413356,127.0965047,37.5413356,127.0965047,1405
아차산로(42),37.5413042,127.0963663,37.5412286,127.0960532,37.5411964,127.095933,1415
아차산로(43),37.5368338,127.0850904,37.5374031,127.0873679,37.5374031,127.0873679,1559
아차산로(44),37.5370041,127.0812097,37.5365996,127.0829021,37.53656,127.0831187,1543
아차산로(45),37.5375161,127.0791478,37.5371433,127.0806518,37.5371192,127.0807492,1517
아차산로(46),37.5385384,127.0750969,37.5384347,127.0755179,37.5384347,127.0755179,1407
아차산로(47),37.5371136,127.0812538,37.5376829,127.0789748,37.5377474,127.0787171,1511
아차산로(48),37.5373068,127.0866171,37.5371758,127.0860963,37.5371758,127.0860963,1566
아차산로(49),37.5385253,127.0772548,37.5382037,127.0771409,37.538158,127.0771247,1471
아차산로(50),37.5386851,127.075109,37.538806,127.0746253,37.538861,127.074405,1380
아차산로(51),37.5395727,127.0931743,37.539527,127.0930989,37.53934,127.09279,1498
아차산로(52),37.5395727,127.0931743,37.53977,127.0935,37.5401059,127.0941004,1475
아차산로(53),37.5403274,127.0958932,37.5408815,127.0953825,37.5408815,127.0953825,1431
아차산로(54),37.5413356,127.0965047,37.541528,127.0970602,37.541528,127.0970602,1382
아차산로(55),37.5413356,127.0965047,37.5413042,127.0963663,37.5413042,127.0963663,1404
아차산로(56),37.5416502,127.0973809,37.541528,127.0970602,37.541528,127.0970602,1371
아차산로(57),37.5416502,127.0973809,37.5420034,127.0972113,37.54339,127.0964,1386
아차산로(58),37.5416502,127.0973809,37.5418122,127.0978814,37.5419704,127.0983701,1336
아차산로(59),37.5428312,127.1009237,37.5431198,127.1007482,37.5434912,127.1005223,1210
아차산로(60),37.5428312,127.1009237,37.5429042,127.1011309,37.5429604,127.1012901,1195
아차산로(61),37.5428312,127.1009237,37.5420019,127.0984635,37.5419704,127.0983701,1276
아차산로(62),37.5441981,127.1000923,37.5435735,127.1004722,37.5434912,127.1005223,1237
아차산로(63),37.5480713,127.1070756,37.5473613,127.1063934,37.5473613,127.1063934,886
아차산로(64),37.5480713,127.1070756,37.5482083,127.1072098,37.5482083,127.1072098,836
아차산로(65),37.5482083,127.1072098,37.5480713,127.1070756,37.5480713,127.1070756,841
아차산로(66),37.5482083,127.1072098,37.54828,127.10728,37.5493016,127.1079949,808
아차산로(67),37.5402688,127.0698248,37.5406952,127.0685673,37.5407971,127.0682669,1130
아차산로(68),37.539403,127.0724512,37.5398979,127.0709048,37.5399537,127.0707306,1257
아차산로(69),37.5418633,127.064734,37.541293,127.0663779,37.541293,127.0663779,961
아차산로(70),37.5414155,127.0664542,37.5417325,127.0655293,37.5419811,127.0648017,952
아차산로(71),37.5407603,127.0679553,37.5406751,127.0682071,37.5406751,127.0682071,1091
아차산로(72),37.5371758,127.0860963,37.5370234,127.0854908,37.5370234,127.0854908,1566
아차산로(73),37.538847,127.0919729,37.53861,127.09158,37.53861,127.09158,1522
아차산로(74),37.538847,127.0919729,37.5390967,127.0923838,37.53934,127.09279,1515
아차산로(75),37.5366727,127.0835045,37.5366724,127.0833487,37.5366764,127.0832679,1549
아차산로(76),37.5368229,127.0847094,37.5367605,127.0844649,37.5366985,127.0842027,1566
아차산로(77),37.5408815,127.0953825,37.5403274,127.0958932,37.5403274,127.0958932,1421
아차산로(78),37.5408815,127.0953825,37.54039,127.09457,37.54039,127.09457,1451
아차산로(79),37.5408815,127.0953825,37.5410565,127.0956705,37.5411322,127.0957988,1433
아차산로(80),37.5419811,127.0648017,37.5421652,127.0642522,37.5422138,127.0641042,890
아차산로(81),37.541293,127.0663779,37.5407868,127.0678767,37.5407603,127.0679553,1055
아차산로(82),37.5408823,127.0680155,37.5409079,127.0679407,37.5414155,127.0664542,1060
아차산로(83),37.5401425,127.06978,37.5399404,127.0703792,37.5399404,127.0703792,1197
아차산로(84),37.5399537,127.0707306,37.5399932,127.0706133,37.5399932,127.0706133,1220
아차산로(85),37.538158,127.0771247,37.5385132,127.0757589,37.5385132,127.0757589,1436
아차산로(86),37.538158,127.0771247,37.5382037,127.0771409,37.5385253,127.0772548,1471
아차산로(87),37.5377474,127.0787171,37.5381129,127.0772999,37.538158,127.0771247,1476
아차산로(88),37.5376324,127.0787038,37.5375716,127.0789355,37.5375161,127.0791478,1496
아차산로(89),37.5384347,127.0755179,37.5380336,127.0771393,37.5380336,127.0771393,1443
아차산로(90),37.5384347,127.0755179,37.5383618,127.0754882,37.5380836,127.0753748,1402
아차산로(91),37.5380836,127.0753748,37.5383618,127.0754882,37.5384347,127.0755179,1402
아차산로(92),37.537839,127.089116,37.5379144,127.0894646,37.5379144,127.0894646,1555
아차산로(93),37.5398794,127.07056,37.5398418,127.070675,37.5398418,127.070675,1218
아차산로(94),37.5399932,127.0706133,37.5400357,127.0704917,37.5400574,127.0704295,1215
아차산로(95),37.5374031,127.0873679,37.5374551,127.0875762,37.5374551,127.0875762,1559
아차산로(96),37.5368207,127.085038,37.5368338,127.0850904,37.5368338,127.0850904,1562
아차산로(97),37.5368207,127.085038,37.5369082,127.0851955,37.5369082,127.0851955,1565
아차산로(98),37.5369022,127.0850093,37.5368229,127.0847094,37.5368229,127.0847094,1565
아차산로(99),37.5366985,127.0842027,37.5366632,127.083985,37.5366632,127.083985,1557
아차산로(100),37.5366985,127.0842027,37.5367083,127.0840233,37.5367083,127.0840233,1559
아차산로(101),37.5451366,127.1043841,37.544993,127.1042608,37.544993,127.1042608,1030
아차산로(102),37.5451366,127.1043841,37.5452836,127.1045323,37.5457441,127.1049887,1012
아차산로(103),37.5434912,127.1005223,37.544157,127.1001173,37.5441981,127.1000923,1249
아차산로(104),37.5434912,127.1005223,37.5429578,127.1008471,37.5428312,127.1009237,1207
아차산로(105),37.5398418,127.070675,37.5392802,127.0723671,37.5387157,127.0743583,1285
아차산로(106),37.5411964,127.095933,37.5412286,127.0960532,37.5413042,127.0963663,1415
아차산로(107),37.5383623,127.0909301,37.5384,127.09109,37.5384,127.09109,1527
아차산로(108),37.5383623,127.0909301,37.5382563,127.0904925,37.5381345,127.0899941,1539
아차산로(109),37.5365919,127.0840117,37.5366781,127.0844579,37.5368207,127.085038,1563
아차산로(110),37.5366632,127.083985,37.5366435,127.0837797,37.5366337,127.0836461,1552
아차산로(111),37.53656,127.0831187,37.5365449,127.0833663,37.536546,127.0835437,1541
아차산로(112),37.5366859,127.0832032,37.5367163,127.0830044,37.5367466,127.0828389,1543
아차산로(113),37.5420962,127.0640377,37.5420476,127.0641899,37.5418633,127.064734,886
아차산로(114),37.5369709,127.0818654,37.5371136,127.0812538,37.5371136,127.0812538,1548
아차산로(115),37.5367083,127.0840233,37.5366911,127.0837679,37.5366801,127.0836348,1554
아차산로(116),37.5367466,127.0828389,37.536763,127.0827563,37.5369709,127.0818654,1546
아차산로(117),37.5366337,127.0836461,37.5366232,127.0835223,37.5366232,127.0835223,1549
아차산로(118),37.5365545,127.0836672,37.5365691,127.0837985,37.5365919,127.0840117,1550
아차산로(119),37.5366764,127.0832679,37.5366859,127.0832032,37.5366859,127.0832032,1546
아차산로(120),37.5366232,127.0835223,37.5366217,127.0833572,37.5366764,127.0832679,1549
아차산로(121),37.5366801,127.0836348,37.5366727,127.0835045,37.5366727,127.0835045,1552
아차산로(122),37.5373803,127.0870797,37.5369082,127.0851955,37.5369082,127.0851955,1558
아차산로(123),37.5373803,127.0870797,37.5374031,127.0873679,37.5374031,127.0873679,1565
아차산로(124),37.5369082,127.0851955,37.5373803,127.0870797,37.5373803,127.0870797,1564
아차산로(125),37.5369082,127.0851955,37.5369022,127.0850093,37.5369022,127.0850093,1564
아차산로(126),37.5374551,127.0875762,37.5377901,127.0889198,37.537839,127.089116,1571
아차산로(127),37.5375382,127.0875346,37.5375085,127.0874183,37.5375085,127.0874183,1562
아차산로(128),37.5403492,127.0945026,37.54039,127.09457,37.54039,127.09457,1453
아차산로(129),37.5403492,127.0945026,37.5401059,127.0941004,37.5401059,127.0941004,1454
아차산로(130),37.5407971,127.0682669,37.5408823,127.0680155,37.5408823,127.0680155,1095
아차산로(131),37.5399404,127.0703792,37.5399221,127.0704335,37.5398794,127.07056,1212
아차산로(132),37.5400574,127.0704295,37.5402688,127.0698248,37.5402688,127.0698248,1196
아차산로(133),37.5406751,127.0682071,37.5401425,127.06978,37.5401425,127.06978,1146
아차산로(134),37.5379465,127.0896218,37.5381345,127.0899941,37.5381345,127.0899941,1545
아차산로(135),37.538861,127.074405,37.5389146,127.0741901,37.5389146,127.0741901,1365
자양로(0),37.536546,127.0835437,37.5363987,127.0835873,37.5363103,127.0836135,1541
자양로(1),37.545022,127.0852593,37.5448246,127.0851794,37.544553,127.0850798,1714
자양로(2),37.545022,127.0852593,37.5450913,127.0852842,37.5451285,127.0853145,1719
자양로(3),37.536232,127.0836367,37.5361683,127.0836555,37.535948,127.0837207,1530
자양로(4),37.5413994,127.0837515,37.5411813,127.0836592,37.5411813,127.0836592,1681
자양로(5),37.5413994,127.0837515,37.5414536,127.0837746,37.5414536,127.0837746,1683
자양로(6),37.5425244,127.0842191,37.5421022,127.0840533,37.5421022,127.0840533,1700
자양로(7),37.5425244,127.0842191,37.5427423,127.0843139,37.5430452,127.0844509,1705
자양로(8),37.54359,127.08468,37.5434714,127.0846301,37.5434714,127.0846301,1717
자양로(9),37.54359,127.08468,37.5436153,127.0845598,37.5437685,127.0838934,1704
자양로(10),37.5444287,127.0850361,37.5442893,127.0849783,37.5442893,127.0849783,1717
자양로(11),37.5444287,127.0850361,37.544553,127.0850798,37.544553,127.0850798,1715
자양로(12),37.546813,127.0871807,37.5465803,127.0869209,37.5465803,127.0869209,1694
자양로(13),37.546813,127.0871807,37.5475093,127.0879981,37.547563,127.0880614,1704
자양로(14),37.5485615,127.0891638,37.5490791,127.089777,37.5495481,127.0902943,1657
자양로(15),37.5485615,127.0891638,37.5479661,127.0885214,37.547563,127.0880614,1683
자양로(16),37.5495481,127.0902943,37.5488881,127.0895664,37.5485615,127.0891638,1659
자양로(17),37.5495481,127.0902943,37.5499081,127.0906948,37.5500176,127.0908197,1644
자양로(18),37.5500176,127.0908197,37.550186,127.0909511,37.550186,127.0909511,1634
자양로(19),37.5500176,127.0908197,37.5499081,127.0906948,37.5495481,127.0902943,1644
자양로(20),37.5324164,127.0853111,37.5322867,127.0854035,37.5318742,127.0856974,1357
자양로(21),37.5287142,127.0883594,37.5296502,127.0876154,37.5304167,127.0870084,1191
자양로(22),37.528645,127.0882148,37.5283275,127.0884549,37.5274709,127.0891046,1090
자양로(23),37.5304167,127.0870084,37.5305782,127.0868893,37.5305782,127.0868893,1268
자양로(24),37.531789,127.0859751,37.5319156,127.0858778,37.5320155,127.0858011,1342
자양로(25),37.5303394,127.086902,37.5293264,127.0876854,37.528645,127.0882148,1185
자양로(26),37.535948,127.0837207,37.5350349,127.0840685,37.5348861,127.0841291,1495
자양로(27),37.5318742,127.0856974,37.531175,127.086237,37.5310031,127.0863695,1319
자양로(28),37.5324785,127.0854452,37.5339376,127.0846644,37.5361841,127.0837867,1452
자양로(29),37.5310031,127.0863695,37.5305453,127.0867357,37.5303394,127.086902,1274
자양로(30),37.5311237,127.0864865,37.5312502,127.0863893,37.531789,127.0859751,1316
자양로(31),37.5305782,127.0868893,37.5311237,127.0864865,37.5311237,127.0864865,1295
자양로(32),37.5320155,127.0858011,37.5323466,127.0855466,37.5324785,127.0854452,1360
자양로(33),37.5320155,127.0858011,37.5322714,127.086196,37.5324215,127.0867127,1349
자양로(34),37.5324215,127.0867127,37.5322714,127.086196,37.5320155,127.0858011,1349
자양로(35),37.527522,127.0892579,37.5287142,127.0883594,37.5287142,127.0883594,1100
자양로(36),37.5332644,127.0847802,37.5327781,127.0850399,37.5324164,127.0853111,1385
자양로(37),37.5338904,127.0845109,37.5334544,127.084693,37.5332644,127.0847802,1426
자양로(38),37.5348861,127.0841291,37.5344564,127.0843009,37.5338904,127.0845109,1467
자양로(39),37.5391611,127.0832694,37.538544,127.0833458,37.5384166,127.0833616,1611
자양로(40),37.5391611,127.0832694,37.5394159,127.0832409,37.5395148,127.0832298,1621
자양로(41),37.5395148,127.0832298,37.5396198,127.0832181,37.5396198,127.0832181,1625
자양로(42),37.5395148,127.0832298,37.5394159,127.0832409,37.5391611,127.0832694,1621
자양로(43),37.5396198,127.0832181,37.5395148,127.0832298,37.5395148,127.0832298,1625
자양로(44),37.5396198,127.0832181,37.54023,127.08326,37.5407841,127.0834917,1650
자양로(45),37.5411813,127.0836592,37.5413994,127.0837515,37.5413994,127.0837515,1682
자양로(46),37.5411813,127.0836592,37.5408654,127.0835257,37.5407841,127.0834917,1671
자양로(47),37.5420219,127.0840171,37.5421022,127.0840533,37.5421022,127.0840533,1698
자양로(48),37.5420219,127.0840171,37.5417314,127.0838931,37.5414536,127.0837746,1683
자양로(49),37.5421022,127.0840533,37.5420219,127.0840171,37.5420219,127.0840171,1697
자양로(50),37.5421022,127.0840533,37.5425244,127.0842191,37.5425244,127.0842191,1704
자양로(51),37.5421022,127.0840533,37.5421336,127.0839262,37.5423228,127.0831644,1695
자양로(52),37.5423228,127.0831644,37.5421336,127.0839262,37.5421022,127.0840533,1695
자양로(53),37.5430452,127.0844509,37.5430784,127.0843376,37.5432769,127.0836789,1700
자양로(54),37.5430452,127.0844509,37.5432141,127.0845222,37.5434714,127.0846301,1705
자양로(55),37.5430452,127.0844509,37.5426191,127.0842585,37.5425244,127.0842191,1704
자양로(56),37.5432769,127.0836789,37.5430784,127.0843376,37.5430452,127.0844509,1700
자양로(57),37.5437685,127.0838934,37.5436153,127.0845598,37.54359,127.08468,1704
자양로(58),37.5461407,127.0864587,37.54532,127.08549,37.5451285,127.0853145,1719
자양로(59),37.5461407,127.0864587,37.5465347,127.086873,37.5465803,127.0869209,1706
자양로(60),37.5465803,127.0869209,37.546813,127.0871807,37.546813,127.0871807,1696
자양로(61),37.5465803,127.0869209,37.5465347,127.086873,37.5461407,127.0864587,1706
자양로(62),37.547563,127.0880614,37.5484895,127.0890861,37.5485615,127.0891638,1676
자양로(63),37.547563,127.0880614,37.5471348,127.0875564,37.546813,127.0871807,1710
자양로(64),37.5542118,127.094187,37.554453,127.094256,37.554453,127.094256,1432
자양로(65),37.5542118,127.094187,37.5537757,127.0938219,37.5537757,127.0938219,1457
자양로(66),37.5518979,127.0923065,37.5523553,127.0926757,37.5523553,127.0926757,1537
자양로(67),37.5518979,127.0923065,37.5517471,127.0921865,37.5517471,127.0921865,1550
자양로(68),37.554453,127.094256,37.5542118,127.094187,37.5542118,127.094187,1434
자양로(69),37.5384166,127.0833616,37.5388989,127.0832992,37.5391611,127.0832694,1609
자양로(70),37.5384166,127.0833616,37.5380609,127.0833984,37.5378272,127.0834188,1599
자양로(71),37.5537757,127.0938219,37.5542118,127.094187,37.5542118,127.094187,1448
자양로(72),37.5537757,127.0938219,37.5532625,127.0934078,37.5532625,127.0934078,1488
자양로(73),37.5523553,127.0926757,37.5532625,127.0934078,37.5532625,127.0934078,1511
자양로(74),37.5523553,127.0926757,37.5518979,127.0923065,37.5518979,127.0923065,1542
자양로(75),37.5508712,127.0909314,37.550554,127.0912368,37.550554,127.0912368,1613
자양로(76),37.550554,127.0912368,37.5509536,127.0915548,37.5509536,127.0915548,1601
자양로(77),37.550554,127.0912368,37.5508712,127.0909314,37.5508712,127.0909314,1618
자양로(78),37.550554,127.0912368,37.55029,127.0922937,37.55029,127.0922937,1586
자양로(79),37.550554,127.0912368,37.5503097,127.0910388,37.550186,127.0909511,1626
자양로(80),37.55029,127.0922937,37.550554,127.0912368,37.550554,127.0912368,1596
자양로(81),37.5378272,127.0834188,37.5375502,127.0834385,37.5375502,127.0834385,1580
자양로(82),37.5378272,127.0834188,37.5382326,127.0833806,37.5384166,127.0833616,1598
자양로(83),37.5442893,127.0849783,37.5444287,127.0850361,37.5444287,127.0850361,1717
자양로(84),37.5442893,127.0849783,37.5443138,127.0848604,37.5443651,127.0846225,1720
자양로(85),37.5443651,127.0846225,37.5443138,127.0848604,37.5442893,127.0849783,1720
자양로(86),37.5432728,127.0854435,37.5434473,127.0847589,37.5434714,127.0846301,1707
자양로(87),37.5446417,127.0846068,37.5445757,127.0849746,37.544553,127.0850798,1716
자양로(88),37.5434714,127.0846301,37.54359,127.08468,37.54359,127.08468,1713
자양로(89),37.5434714,127.0846301,37.5433576,127.0850969,37.5432728,127.0854435,1707
자양로(90),37.5434714,127.0846301,37.5432141,127.0845222,37.5430452,127.0844509,1705
자양로(91),37.544553,127.0850798,37.5444287,127.0850361,37.5444287,127.0850361,1713
자양로(92),37.544553,127.0850798,37.5448925,127.0852032,37.545022,127.0852593,1714
자양로(93),37.544553,127.0850798,37.5445757,127.0849746,37.5446417,127.0846068,1716
자양로(94),37.5366727,127.0835045,37.5366232,127.0835223,37.5366232,127.0835223,1548
자양로(95),37.5509536,127.0915548,37.5513376,127.0918605,37.5513376,127.0918605,1577
자양로(96),37.5509536,127.0915548,37.550554,127.0912368,37.550554,127.0912368,1609
자양로(97),37.5513376,127.0918605,37.5517471,127.0921865,37.5517471,127.0921865,1561
자양로(98),37.5513376,127.0918605,37.5509536,127.0915548,37.5509536,127.0915548,1584
자양로(99),37.5517471,127.0921865,37.5518979,127.0923065,37.5518979,127.0923065,1544
자양로(100),37.5517471,127.0921865,37.5513376,127.0918605,37.5513376,127.0918605,1565
자양로(101),37.5532625,127.0934078,37.5537757,127.0938219,37.5537757,127.0938219,1478
자양로(102),37.5532625,127.0934078,37.5523553,127.0926757,37.5523553,127.0926757,1520
자양로(103),37.5375502,127.0834385,37.5378272,127.0834188,37.5378272,127.0834188,1576
자양로(104),37.5375502,127.0834385,37.5373888,127.0834212,37.5370985,127.0834308,1573
자양로(105),37.550186,127.0909511,37.5500176,127.0908197,37.5500176,127.0908197,1634
자양로(106),37.550186,127.0909511,37.5503097,127.0910388,37.550554,127.0912368,1626
자양로(107),37.5451285,127.0853145,37.5450913,127.0852842,37.545022,127.0852593,1719
자양로(108),37.5451285,127.0853145,37.5456236,127.0858352,37.5461407,127.0864587,1719
자양로(109),37.526617,127.0899637,37.5269345,127.0897162,37.527522,127.0892579,1029
자양로(110),37.537391,127.0835258,37.5375502,127.0834385,37.5375502,127.0834385,1579
자양로(111),37.5370511,127.0835793,37.5371111,127.0835699,37.5371111,127.0835699,1571
자양로(112),37.5370985,127.0834308,37.5367661,127.0834778,37.5366727,127.0835045,1558
자양로(113),37.5366337,127.0836461,37.5366801,127.0836348,37.5366801,127.0836348,1551
자양로(114),37.5361841,127.0837867,37.5363375,127.0837371,37.5363375,127.0837371,1537
자양로(115),37.5363103,127.0836135,37.536232,127.0836367,37.536232,127.0836367,1533
자양로(116),37.5363375,127.0837371,37.5364079,127.0837144,37.5365545,127.0836672,1544
자양로(117),37.5365545,127.0836672,37.5366337,127.0836461,37.5366337,127.0836461,1546
자양로(118),37.5371111,127.0835699,37.537391,127.0835258,37.537391,127.0835258,1576
자양로(119),37.5366232,127.0835223,37.536546,127.0835437,37.536546,127.0835437,1544
자양로(120),37.5366801,127.0836348,37.5367696,127.0836167,37.5370511,127.0835793,1557
자양로(121),37.5407841,127.0834917,37.53996,127.08318,37.5396198,127.0832181,1646
자양로(122),37.5407841,127.0834917,37.5408654,127.0835257,37.5411813,127.0836592,1671
자양로(123),37.5414536,127.0837746,37.5413994,127.0837515,37.5413994,127.0837515,1685
자양로(124),37.5414536,127.0837746,37.5417314,127.0838931,37.5420219,127.0840171,1683
광나루로(0),37.545022,127.0852593,37.5450431,127.0856335,37.544975,127.0870503,1720
광나루로(1),37.5482763,127.0675055,37.5482415,127.0681359,37.5481693,127.0688027,1123
광나루로(2),37.5446885,127.09067,37.5445365,127.0911639,37.5443758,127.09167,1637
광나루로(3),37.5480112,127.0704657,37.5477814,127.0719778,37.5476959,127.0723769,1297
광나루로(4),37.54368,127.09318,37.5435594,127.0933075,37.5435594,127.0933075,1572
광나루로(5),37.5443758,127.09167,37.5438757,127.0928524,37.54368,127.09318,1585
광나루로(6),37.5451288,127.0838085,37.5450934,127.0840954,37.5450934,127.0840954,1707
광나루로(7),37.5463519,127.076223,37.5458803,127.0772621,37.5456571,127.0782751,1561
광나루로(8),37.5466844,127.0755679,37.5463519,127.076223,37.5463519,127.076223,1505
광나루로(9),37.5476959,127.0723769,37.5473537,127.0737411,37.5472708,127.0740581,1408
광나루로(10),37.5481693,127.0688027,37.5481404,127.0690838,37.5481404,127.0690838,1179
광나루로(11),37.5411322,127.0957988,37.5409355,127.0960167,37.5408544,127.0961257,1417
광나루로(12),37.5426562,127.0942678,37.5416784,127.0952171,37.5415727,127.0953382,1477
광나루로(13),37.5407302,127.0964993,37.540813,127.096401,37.540813,127.096401,1393
광나루로(14),37.5435594,127.0933075,37.5427496,127.0941706,37.5426562,127.0942678,1543
광나루로(15),37.5448316,127.0895057,37.544728,127.090441,37.5446885,127.09067,1666
광나루로(16),37.5450309,127.0872766,37.5450422,127.0870743,37.5450422,127.0870743,1704
광나루로(17),37.544975,127.0870503,37.5448934,127.0883438,37.5448934,127.0883438,1702
광나루로(18),37.5450775,127.08643,37.5451027,127.0859891,37.5451027,127.0859891,1718
광나루로(19),37.5450675,127.0844766,37.5450364,127.0850232,37.545022,127.0852593,1716
광나루로(20),37.5470224,127.0748591,37.5468598,127.0752317,37.5466844,127.0755679,1471
광나루로(21),37.5452077,127.0824639,37.5451288,127.0838085,37.5451288,127.0838085,1703
광나루로(22),37.5481404,127.0690838,37.5480929,127.0695308,37.5480929,127.0695308,1200
광나루로(23),37.5480929,127.0695308,37.5480198,127.0703671,37.5480112,127.0704657,1235
광나루로(24),37.5450934,127.0840954,37.5450675,127.0844766,37.5450675,127.0844766,1715
광나루로(25),37.5448934,127.0883438,37.5448516,127.0891135,37.5448316,127.0895057,1692
광나루로(26),37.5454617,127.0791879,37.545382,127.0795759,37.5453562,127.0800741,1616
광나루로(27),37.545887,127.0868049,37.5451351,127.0859927,37.5451027,127.0859891,1711
광나루로(28),37.5455054,127.0873787,37.5450649,127.087081,37.5450422,127.0870743,1694
광나루로(29),37.5453562,127.0800741,37.5452465,127.0818339,37.5452077,127.0824639,1674
