도로명,시작위도,시작경도,중간위도,중간경도,끝위도,끝경도,거리
교차로(361),37.5477903,127.0961329,37.5474703,127.0968471,37.5472452,127.0975094,1428
교차로(362),37.5477903,127.0961329,37.5478511,127.0960482,37.547917,127.0959997,1473
교차로(363),37.5462492,127.1009926,37.546506,127.1005978,37.5473038,127.0983902,1260
교차로(364),37.5470086,127.0981241,37.5469119,127.0982639,37.5469119,127.0982639,1362
교차로(365),37.5473235,127.09822,37.5473345,127.0981217,37.5473345,127.0981217,1362
교차로(366),37.5467905,127.0980665,37.5468967,127.0981651,37.5469119,127.0982639,1365
교차로(367),37.5368635,127.0956967,37.5365473,127.0960659,37.535782,127.0971201,1269
교차로(368),37.5509262,127.0721408,37.5509197,127.0722655,37.5509197,127.0722655,1311
교차로(369),37.5505937,127.0728275,37.5507765,127.0728576,37.5507765,127.0728576,1350
교차로(370),37.5506246,127.0724231,37.5509098,127.0724543,37.5509098,127.0724543,1323
교차로(371),37.5509098,127.0724543,37.5506246,127.0724231,37.5506246,127.0724231,1321
교차로(372),37.5509098,127.0724543,37.5509197,127.0722655,37.5509197,127.0722655,1317
교차로(373),37.5509098,127.0724543,37.5510068,127.0724671,37.5510068,127.0724671,1323
교차로(374),37.5510068,127.0724671,37.5509098,127.0724543,37.5509098,127.0724543,1324
교차로(375),37.5509197,127.0722655,37.5509098,127.0724543,37.5509098,127.0724543,1322
교차로(376),37.5509197,127.0722655,37.5509262,127.0721408,37.5509262,127.0721408,1311
교차로(377),37.5509197,127.0722655,37.5510749,127.0723076,37.5510791,127.0724484,1320
교차로(378),37.5510791,127.0724484,37.5510749,127.0723076,37.5509197,127.0722655,1320
교차로(379),37.5471876,127.0746224,37.5474017,127.0744544,37.5476429,127.0744899,1450
교차로(380),37.5451594,127.1013867,37.5451265,127.1014227,37.5449708,127.1015934,1199
교차로(381),37.5449708,127.1015934,37.5447173,127.1011855,37.5447173,127.1011855,1205
교차로(382),37.5449708,127.1015934,37.5451265,127.1014227,37.5451594,127.1013867,1199
교차로(383),37.5449708,127.1015934,37.5448784,127.1021911,37.5445701,127.1025546,1157
교차로(384),37.5447173,127.1011855,37.5449708,127.1015934,37.5449708,127.1015934,1192
교차로(385),37.5447173,127.1011855,37.544604,127.1012699,37.544604,127.1012699,1202
교차로(386),37.5447173,127.1011855,37.5441495,127.1002832,37.5434803,127.1007767,1215
교차로(387),37.5434803,127.1007767,37.5435547,127.1009799,37.5435547,127.1009799,1206
교차로(388),37.5434803,127.1007767,37.5432181,127.100934,37.5432181,127.100934,1198
교차로(389),37.5434803,127.1007767,37.5442116,127.1003175,37.5447173,127.1011855,1214
교차로(390),37.5436437,127.1010031,37.5435766,127.1010397,37.5435547,127.1009799,1202
교차로(391),37.544604,127.1012699,37.5447173,127.1011855,37.5447173,127.1011855,1203
교차로(392),37.5438799,127.1024065,37.5444721,127.1025731,37.5445701,127.1025546,1118
교차로(393),37.5445701,127.1025546,37.5445236,127.1024326,37.5445236,127.1024326,1125
교차로(394),37.5445701,127.1025546,37.5439841,127.1024665,37.5438799,127.1024065,1121
교차로(395),37.5445701,127.1025546,37.5449585,127.1018644,37.5449708,127.1015934,1161
교차로(396),37.5445236,127.1024326,37.5445701,127.1025546,37.5445701,127.1025546,1124
교차로(397),37.5432181,127.100934,37.5434803,127.1007767,37.5434803,127.1007767,1204
교차로(398),37.5435547,127.1009799,37.5434803,127.1007767,37.5434803,127.1007767,1208
교차로(399),37.5435547,127.1009799,37.5435766,127.1010397,37.5436437,127.1010031,1202
교차로(400),37.5435547,127.1009799,37.5435603,127.1019355,37.5438287,127.1017772,1168
교차로(401),37.5438287,127.1017772,37.5432685,127.1011487,37.5435547,127.1009799,1183
교차로(402),37.5434912,127.1005223,37.5432239,127.09965,37.5430047,127.0989344,1262
교차로(403),37.5430047,127.0989344,37.5434723,127.1004607,37.5434912,127.1005223,1248
교차로(404),37.5481163,127.102003,37.5480859,127.1022832,37.5480859,127.1022832,1148
교차로(405),37.5481163,127.102003,37.5484009,127.1018129,37.5485365,127.1016438,1167
교차로(406),37.5481163,127.102003,37.5480169,127.1018368,37.5482673,127.1018024,1167
교차로(407),37.5485365,127.1016438,37.5484009,127.1018129,37.5481163,127.102003,1167
교차로(408),37.5482673,127.1018024,37.5480308,127.1020077,37.5481163,127.102003,1163
교차로(409),37.5332192,127.0776799,37.5335241,127.0780627,37.5333796,127.0782415,1325
교차로(410),37.5333796,127.0782415,37.5335241,127.0780627,37.5332192,127.0776799,1325
교차로(411),37.5337505,127.0772394,37.5334618,127.0775987,37.5334618,127.0775987,1318
교차로(412),37.5337505,127.0772394,37.5339937,127.0772787,37.5339937,127.0772787,1325
교차로(413),37.5334618,127.0775987,37.5337505,127.0772394,37.5337505,127.0772394,1319
교차로(414),37.5359794,127.0780566,37.5361757,127.0770556,37.5361757,127.0770556,1411
교차로(415),37.5362666,127.0765922,37.5361757,127.0770556,37.5361757,127.0770556,1401
교차로(416),37.5368802,127.0772711,37.5361757,127.0770556,37.5361757,127.0770556,1414
교차로(417),37.5361757,127.0770556,37.5362666,127.0765922,37.5362666,127.0765922,1396
교차로(418),37.5361757,127.0770556,37.5359794,127.0780566,37.5359794,127.0780566,1421
교차로(419),37.5361757,127.0770556,37.5368802,127.0772711,37.5368802,127.0772711,1429
교차로(420),37.5358969,127.0764866,37.5357491,127.0772868,37.5357491,127.0772868,1387
교차로(421),37.5357491,127.0772868,37.5358969,127.0764866,37.5358969,127.0764866,1383
교차로(422),37.5356431,127.0764146,37.5354754,127.0772069,37.5354754,127.0772069,1383
교차로(423),37.5354754,127.0772069,37.5356431,127.0764146,37.5356431,127.0764146,1366
교차로(424),37.5356154,127.0772979,37.5354835,127.0778641,37.5354835,127.0778641,1407
교차로(425),37.5354835,127.0778641,37.5356154,127.0772979,37.5356154,127.0772979,1391
교차로(426),37.5353303,127.0773876,37.5352592,127.0777768,37.5352592,127.0777768,1393
교차로(427),37.5352592,127.0777768,37.5353303,127.0773876,37.5353303,127.0773876,1389
교차로(428),37.5352592,127.0777768,37.5351382,127.078226,37.5351382,127.078226,1406
교차로(429),37.5349939,127.0776736,37.5348813,127.0781187,37.5351382,127.078226,1390
교차로(430),37.5349939,127.0776736,37.5350825,127.0772502,37.5342534,127.0770155,1352
교차로(431),37.5353928,127.0783323,37.5351382,127.078226,37.5351382,127.078226,1409
교차로(432),37.5353928,127.0783323,37.5358182,127.0784907,37.5359198,127.0780335,1427
교차로(433),37.5359198,127.0780335,37.5358182,127.0784907,37.5353928,127.0783323,1427
교차로(434),37.5351382,127.078226,37.5353928,127.0783323,37.5353928,127.0783323,1411
교차로(435),37.5351382,127.078226,37.5352592,127.0777768,37.5352592,127.0777768,1399
교차로(436),37.5351382,127.078226,37.5348813,127.0781187,37.5349939,127.0776736,1390
교차로(437),37.5352765,127.0769742,37.5343124,127.0766482,37.5343124,127.0766482,1334
교차로(438),37.5336095,127.0777904,37.533702,127.0776592,37.533702,127.0776592,1326
교차로(439),37.533702,127.0776592,37.5336095,127.0777904,37.5336095,127.0777904,1328
교차로(440),37.5324672,127.0781195,37.532673,127.0782198,37.5325853,127.0785211,1291
교차로(441),37.5325853,127.0785211,37.532673,127.0782198,37.5324672,127.0781195,1291
교차로(442),37.5325853,127.0785211,37.5324362,127.0789878,37.53224,127.0788928,1290
교차로(443),37.53224,127.0788928,37.5324362,127.0789878,37.5325853,127.0785211,1290
교차로(444),37.5327165,127.0793182,37.5325199,127.0792127,37.5325199,127.0792127,1313
교차로(445),37.5325199,127.0792127,37.5327165,127.0793182,37.5327165,127.0793182,1316
교차로(446),37.5339937,127.0772787,37.5337505,127.0772394,37.5337505,127.0772394,1319
교차로(447),37.5453194,127.0761036,37.5450994,127.0761872,37.5450297,127.0762136,1506
교차로(448),37.5452307,127.0757905,37.5449575,127.0758806,37.5449575,127.0758806,1500
교차로(449),37.5450297,127.0762136,37.5449575,127.0758806,37.5449575,127.0758806,1505
교차로(450),37.5450297,127.0762136,37.5446939,127.0759676,37.5449575,127.0758806,1504
교차로(451),37.5450297,127.0762136,37.5450994,127.0761872,37.5453194,127.0761036,1506
교차로(452),37.5449575,127.0758806,37.5452307,127.0757905,37.5452307,127.0757905,1497
교차로(453),37.5449575,127.0758806,37.5450297,127.0762136,37.5450297,127.0762136,1509
교차로(454),37.5449575,127.0758806,37.5447589,127.0763164,37.5450297,127.0762136,1505
교차로(455),37.5346855,127.0640543,37.5348833,127.0643896,37.5348833,127.0643896,752
교차로(456),37.5348833,127.0643896,37.5346855,127.0640543,37.5346855,127.0640543,746
교차로(457),37.5345981,127.0637469,37.5342799,127.0639951,37.5342799,127.0639951,727
교차로(458),37.5342799,127.0639951,37.5345981,127.0637469,37.5345981,127.0637469,728
교차로(459),37.5347812,127.0636198,37.5351598,127.0633945,37.5351598,127.0633945,724
교차로(460),37.5351598,127.0633945,37.5347812,127.0636198,37.5347812,127.0636198,722
교차로(461),37.5341644,127.0649877,37.5344707,127.0646068,37.5344707,127.0646068,770
교차로(462),37.5344707,127.0646068,37.5341644,127.0649877,37.5341644,127.0649877,770
교차로(463),37.5353619,127.0649555,37.5350258,127.0652989,37.5350258,127.0652989,809
교차로(464),37.5350258,127.0652989,37.5353619,127.0649555,37.5353619,127.0649555,801
교차로(465),37.5344452,127.0654705,37.5348478,127.0650665,37.5348478,127.0650665,802
교차로(466),37.5348478,127.0650665,37.5344452,127.0654705,37.5344452,127.0654705,804
교차로(467),37.534241,127.0656502,37.5339666,127.0658541,37.5337646,127.0657897,812
교차로(468),37.5337646,127.0657897,37.5339985,127.065838,37.534241,127.0656502,812
교차로(469),37.5354236,127.0654812,37.5352468,127.0656458,37.5352468,127.0656458,843
교차로(470),37.5341096,127.0664504,37.5345388,127.0663503,37.5352468,127.0656458,843
교차로(471),37.5352468,127.0656458,37.5354236,127.0654812,37.5354236,127.0654812,838
교차로(472),37.5352468,127.0656458,37.5342261,127.06664,37.5341096,127.0664504,849
교차로(473),37.5341283,127.0671013,37.5339953,127.0667942,37.534,127.0667265,865
교차로(474),37.5346919,127.0665702,37.5343686,127.0668948,37.5343686,127.0668948,874
교차로(475),37.5343686,127.0668948,37.5346919,127.0665702,37.5346919,127.0665702,871
교차로(476),37.5384501,127.0637995,37.5385567,127.0639754,37.5385567,127.0639754,810
교차로(477),37.5385567,127.0639754,37.5384501,127.0637995,37.5384501,127.0637995,803
교차로(478),37.5385567,127.0639754,37.5383335,127.064188,37.5383335,127.064188,819
교차로(479),37.5385567,127.0639754,37.5386694,127.0638703,37.5386928,127.0639248,813
교차로(480),37.5381992,127.0639926,37.5383335,127.064188,37.5383335,127.064188,818
교차로(481),37.5383335,127.064188,37.5381992,127.0639926,37.5381992,127.0639926,806
교차로(482),37.5383335,127.064188,37.5385567,127.0639754,37.5385567,127.0639754,819
교차로(483),37.5383335,127.064188,37.5382266,127.0642854,37.5383575,127.064656,832
교차로(484),37.5449259,127.0729103,37.5448913,127.0730313,37.5448913,127.0730313,1371
교차로(485),37.553393,127.0887556,37.5537672,127.0886539,37.5540819,127.0885577,1587
교차로(486),37.5540819,127.0885577,37.5538116,127.0884114,37.5538249,127.088159,1588
교차로(487),37.5592689,127.0743949,37.559547,127.074043,37.5596869,127.0740439,1184
교차로(488),37.5595089,127.0737621,37.559345,127.0738522,37.5592387,127.0739418,1183
교차로(489),37.5595391,127.073681,37.5596717,127.0735779,37.5597321,127.0735135,1147
교차로(490),37.5592906,127.0738119,37.5594072,127.0737657,37.5595391,127.073681,1174
교차로(491),37.5520819,127.0727708,37.5521125,127.0726721,37.5521099,127.072595,1311
교차로(492),37.5507765,127.0728576,37.5505937,127.0728275,37.5505937,127.0728275,1350
교차로(493),37.5507765,127.0728576,37.5513575,127.072953,37.5514089,127.0724141,1337
교차로(494),37.5507765,127.0728576,37.5507962,127.0730138,37.5508341,127.0729877,1351
교차로(495),37.5508341,127.0729877,37.5507962,127.0730138,37.5507765,127.0728576,1351
교차로(496),37.5464088,127.0762569,37.5463519,127.076223,37.5463519,127.076223,1517
교차로(497),37.5564703,127.0791488,37.5569006,127.0793781,37.5570888,127.0794562,1424
교차로(498),37.5324883,127.0671086,37.5322682,127.0670305,37.5320555,127.0669347,816
교차로(499),37.5419547,127.0716536,37.5419753,127.0715434,37.5419753,127.0715434,1294
교차로(500),37.5472708,127.0740581,37.5472339,127.0741928,37.5472339,127.0741928,1434
교차로(501),37.5454141,127.0800717,37.5453562,127.0800741,37.5453562,127.0800741,1632
교차로(502),37.5411964,127.095933,37.5411322,127.0957988,37.5411322,127.0957988,1424
교차로(503),37.5317698,127.0667977,37.5312346,127.0665475,37.5312346,127.0665475,762
교차로(504),37.5320555,127.0669347,37.5317698,127.0667977,37.5317698,127.0667977,795
교차로(505),37.5320555,127.0669347,37.5320362,127.0670051,37.5320362,127.0670051,808
교차로(506),37.5320362,127.0670051,37.5320555,127.0669347,37.5320555,127.0669347,808
교차로(507),37.5320362,127.0670051,37.5323302,127.067144,37.5324514,127.0672364,822
교차로(508),37.5316802,127.0671372,37.5317358,127.0670114,37.5317696,127.0668912,794
교차로(509),37.5317696,127.0668912,37.5320362,127.0670051,37.5320362,127.0670051,803
교차로(510),37.5312346,127.0665475,37.5312243,127.0665832,37.5312118,127.0666285,748
교차로(511),37.5312118,127.0666285,37.5317475,127.0668818,37.5317475,127.0668818,771
교차로(512),37.5312118,127.0666285,37.5311127,127.0669864,37.5311127,127.0669864,763
교차로(513),37.5366632,127.083985,37.5365919,127.0840117,37.5365919,127.0840117,1556
교차로(514),37.53656,127.0831187,37.5366859,127.0832032,37.5366859,127.0832032,1543
교차로(515),37.532424,127.0620763,37.5322057,127.0628619,37.5322057,127.0628619,558
교차로(516),37.5283604,127.088124,37.5289436,127.089327,37.5289436,127.089327,1124
교차로(517),37.535133,127.0608125,37.5353785,127.0606772,37.5353785,127.0606772,515
교차로(518),37.5353785,127.0606772,37.535133,127.0608125,37.535133,127.0608125,515
교차로(519),37.5352318,127.0604416,37.5347563,127.0607204,37.5343702,127.0610822,515
교차로(520),37.5343702,127.0610822,37.5347563,127.0607204,37.5352318,127.0604416,515
교차로(521),37.5341636,127.061645,37.534336,127.0615783,37.5346339,127.0610576,536
교차로(522),37.5346339,127.0610576,37.534336,127.0615783,37.5341636,127.061645,536
교차로(523),37.5403836,127.0725433,37.5402879,127.0729148,37.5402879,127.0729148,1321
교차로(524),37.5486401,127.0695027,37.5489208,127.070159,37.5488429,127.0707241,1229
교차로(525),37.5388441,127.0642207,37.5386928,127.0639248,37.5386928,127.0639248,823
교차로(526),37.5388441,127.0642207,37.5390216,127.0645323,37.5390216,127.0645323,865
교차로(527),37.5388441,127.0642207,37.5383575,127.064656,37.5383575,127.064656,848
교차로(528),37.5390216,127.0645323,37.5388441,127.0642207,37.5388441,127.0642207,848
교차로(529),37.5383575,127.064656,37.5384871,127.0649676,37.5384871,127.0649676,879
교차로(530),37.5383575,127.064656,37.5388441,127.0642207,37.5388441,127.0642207,840
교차로(531),37.5383575,127.064656,37.5382266,127.0642854,37.5383335,127.064188,832
교차로(532),37.5441577,127.0651825,37.544014,127.065597,37.5439162,127.0658849,973
교차로(533),37.5597544,127.0730066,37.5607992,127.0738365,37.5614284,127.074324,1105
교차로(534),37.5609709,127.0745311,37.5600943,127.0739742,37.5597722,127.0737734,1138
교차로(535),37.5578532,127.07295,37.5583201,127.0732845,37.5586734,127.0735024,1181
교차로(536),37.5637286,127.076252,37.5639135,127.0762851,37.5639081,127.0762079,1066
교차로(537),37.5354638,127.0633499,37.5352842,127.0640134,37.5352842,127.0640134,744
교차로(538),37.5352842,127.0640134,37.5354638,127.0633499,37.5354638,127.0633499,738
교차로(539),37.5424792,127.1020716,37.5425309,127.1022413,37.5423495,127.1023393,1114
교차로(540),37.5423495,127.1023393,37.5422963,127.102163,37.5422963,127.102163,1110
교차로(541),37.5423495,127.1023393,37.5425309,127.1022413,37.5424792,127.1020716,1114
교차로(542),37.5423495,127.1023393,37.5418558,127.1022979,37.5417661,127.1021792,1101
교차로(543),37.5422963,127.102163,37.5423495,127.1023393,37.5423495,127.1023393,1108
교차로(544),37.5417661,127.1021792,37.5418558,127.1022979,37.5423495,127.1023393,1101
교차로(545),37.5595879,127.0956142,37.5601223,127.0955795,37.5601223,127.0955795,1180
교차로(546),37.5595879,127.0956142,37.5595947,127.0959137,37.5601357,127.0958942,1172
교차로(547),37.5595879,127.0956142,37.559185,127.09564,37.5591661,127.095319,1221
교차로(548),37.5601357,127.0958942,37.5595947,127.0959137,37.5595879,127.0956142,1172
교차로(549),37.5601223,127.0955795,37.5595879,127.0956142,37.5595879,127.0956142,1188
교차로(550),37.5591661,127.095319,37.5591433,127.0949558,37.5591433,127.0949558,1239
교차로(551),37.5591661,127.095319,37.559185,127.09564,37.5595879,127.0956142,1221
교차로(552),37.5591433,127.0949558,37.5591661,127.095319,37.5591661,127.095319,1234
교차로(553),37.5525713,127.0801082,37.5526714,127.0799849,37.552799,127.0798058,1544
교차로(554),37.552799,127.0798058,37.5526714,127.0799849,37.5525713,127.0801082,1544
교차로(555),37.5440068,127.078993,37.5438596,127.0785027,37.5437036,127.0780215,1582
교차로(556),37.5440068,127.078993,37.5446062,127.0791409,37.5448556,127.0788697,1613
교차로(557),37.5440068,127.078993,37.5439957,127.0796215,37.5441274,127.0797729,1634
교차로(558),37.5441274,127.0797729,37.5439625,127.0793696,37.5440068,127.078993,1635
교차로(559),37.5392987,127.0790842,37.5393204,127.079333,37.5393204,127.079333,1551
교차로(560),37.5392987,127.0790842,37.5390538,127.0784,37.5390847,127.0773582,1513
교차로(561),37.5392987,127.0790842,37.5393552,127.0786962,37.5396467,127.078636,1540
교차로(562),37.5298551,127.0868678,37.5291872,127.0867747,37.528999,127.086765,1183
교차로(563),37.5369709,127.0818654,37.5377079,127.0828003,37.5378272,127.0834188,1566
교차로(564),37.5367083,127.0840233,37.5368241,127.0838034,37.5370511,127.0835793,1558
교차로(565),37.5370985,127.0834308,37.5371111,127.0835699,37.5371111,127.0835699,1571
교차로(566),37.5370985,127.0834308,37.5368434,127.0832226,37.5367466,127.0828389,1556
교차로(567),37.5363375,127.0837371,37.5363103,127.0836135,37.5363103,127.0836135,1537
교차로(568),37.5375382,127.0875346,37.5374551,127.0875762,37.5374551,127.0875762,1558
교차로(569),37.5398068,127.0942051,37.5400649,127.0943227,37.5403492,127.0945026,1452
교차로(570),37.540813,127.096401,37.5410936,127.0962559,37.5413042,127.0963663,1403
교차로(571),37.5401763,127.0842268,37.5400975,127.0838334,37.5395638,127.0838777,1640
교차로(572),37.5407841,127.0834917,37.5407526,127.0836212,37.5405464,127.0843793,1661
교차로(573),37.5393454,127.0840214,37.5395734,127.0840181,37.5395734,127.0840181,1639
교차로(574),37.5395734,127.0840181,37.5393454,127.0840214,37.5393454,127.0840214,1634
교차로(575),37.5405464,127.0843793,37.5407526,127.0836212,37.5407841,127.0834917,1661
교차로(576),37.5395638,127.0838777,37.5402666,127.0838937,37.5401763,127.0842268,1639
교차로(577),37.5401373,127.0888259,37.5403697,127.0888939,37.5403697,127.0888939,1627
교차로(578),37.5401373,127.0888259,37.5394525,127.0886673,37.5394874,127.0883892,1618
교차로(579),37.5394874,127.0883892,37.5394525,127.0886673,37.5401373,127.0888259,1618
교차로(580),37.5407438,127.0868484,37.5409202,127.0861624,37.5409202,127.0861624,1673
교차로(581),37.5398403,127.0878445,37.5402585,127.0879482,37.5402585,127.0879482,1642
교차로(582),37.5403697,127.0888939,37.5401373,127.0888259,37.5401373,127.0888259,1626
교차로(583),37.5412589,127.0863088,37.5409202,127.0861624,37.5409202,127.0861624,1673
교차로(584),37.5396886,127.08563,37.540168,127.0858373,37.540168,127.0858373,1661
교차로(585),37.5406522,127.0880779,37.5402585,127.0879482,37.5402585,127.0879482,1651
교차로(586),37.5402585,127.0879482,37.5406522,127.0880779,37.5406522,127.0880779,1654
교차로(587),37.5402585,127.0879482,37.5398403,127.0878445,37.5398403,127.0878445,1637
교차로(588),37.5409202,127.0861624,37.5407438,127.0868484,37.5407438,127.0868484,1672
교차로(589),37.5409202,127.0861624,37.540168,127.0858373,37.540168,127.0858373,1670
교차로(590),37.5409202,127.0861624,37.5412589,127.0863088,37.5412589,127.0863088,1676
교차로(591),37.5400302,127.0703087,37.5399404,127.0703792,37.5399404,127.0703792,1204
교차로(592),37.5400302,127.0703087,37.5407172,127.0683008,37.5407172,127.0683008,1134
교차로(593),37.5400574,127.0704295,37.5400302,127.0703087,37.5400302,127.0703087,1205
교차로(594),37.5407172,127.0683008,37.5407971,127.0682669,37.5407971,127.0682669,1103
교차로(595),37.5407172,127.0683008,37.5400302,127.0703087,37.5400302,127.0703087,1173
교차로(596),37.5406751,127.0682071,37.5407172,127.0683008,37.5407172,127.0683008,1103
교차로(597),37.5397956,127.0923631,37.5394112,127.0927233,37.53934,127.09279,1512
교차로(598),37.5370282,127.0934592,37.5370028,127.0932837,37.5369373,127.093273,1405
교차로(599),37.5463516,127.0737171,37.5462318,127.0741117,37.5461429,127.0743925,1426
교차로(600),37.5461429,127.0743925,37.5463301,127.073801,37.5463516,127.0737171,1423
교차로(601),37.5415577,127.0828505,37.5414281,127.0827975,37.5414281,127.0827975,1667
교차로(602),37.5414281,127.0827975,37.5415577,127.0828505,37.5415577,127.0828505,1668
교차로(603),37.5327369,127.0660861,37.5332634,127.0663579,37.5335692,127.0665157,825
교차로(604),37.5460794,127.0727937,37.5462134,127.0729996,37.5462134,127.0729996,1375
교차로(605),37.5422408,127.0852708,37.5425246,127.0854019,37.5425246,127.0854019,1690
교차로(606),37.5422408,127.0852708,37.5420702,127.085192,37.5420702,127.085192,1692
교차로(607),37.5425246,127.0854019,37.5422408,127.0852708,37.5422408,127.0852708,1690
교차로(608),37.541935,127.0864316,37.541306,127.0861715,37.541306,127.0861715,1676
교차로(609),37.539062,127.0876115,37.5398183,127.0875062,37.5398183,127.0875062,1638
교차로(610),37.5398183,127.0875062,37.539062,127.0876115,37.539062,127.0876115,1627
교차로(611),37.5411947,127.0864961,37.5418459,127.0867754,37.5418459,127.0867754,1678
교차로(612),37.5420702,127.085192,37.5422408,127.0852708,37.5422408,127.0852708,1690
교차로(613),37.541306,127.0861715,37.541935,127.0864316,37.541935,127.0864316,1675
교차로(614),37.5418459,127.0867754,37.5411947,127.0864961,37.5411947,127.0864961,1671
교차로(615),37.5399917,127.0844887,37.5399654,127.0841452,37.5399654,127.0841452,1637
교차로(616),37.5399917,127.0844887,37.5399977,127.084901,37.5399977,127.084901,1644
교차로(617),37.5399917,127.0844887,37.5401771,127.0845665,37.5401771,127.0845665,1647
교차로(618),37.5399917,127.0844887,37.5396091,127.0845387,37.5396091,127.0845387,1636
교차로(619),37.5401771,127.0845665,37.5399917,127.0844887,37.5399917,127.0844887,1642
교차로(620),37.5396091,127.0845387,37.5399917,127.0844887,37.5399917,127.0844887,1636
교차로(621),37.5408477,127.0845035,37.5406554,127.085184,37.5406554,127.085184,1660
교차로(622),37.5401092,127.084949,37.54057,127.084881,37.5405125,127.0851225,1658
교차로(623),37.541865,127.0827437,37.5415632,127.0832236,37.5413994,127.0837515,1678
교차로(624),37.5405125,127.0851225,37.5401691,127.0847162,37.5401092,127.084949,1656
교차로(625),37.5406554,127.085184,37.5408477,127.0845035,37.5408477,127.0845035,1663
교차로(626),37.5407356,127.0854744,37.540803,127.0852475,37.540803,127.0852475,1670
교차로(627),37.5407356,127.0854744,37.5411766,127.0856736,37.5412533,127.0854412,1679
교차로(628),37.5407356,127.0854744,37.5403498,127.085299,37.540413,127.0850797,1668
교차로(629),37.540413,127.0850797,37.5403498,127.085299,37.5407356,127.0854744,1668
교차로(630),37.540803,127.0852475,37.5407356,127.0854744,37.5407356,127.0854744,1673
교차로(631),37.5412533,127.0854412,37.5411766,127.0856736,37.5407356,127.0854744,1679
교차로(632),37.540168,127.0858373,37.5396886,127.08563,37.5396886,127.08563,1649
교차로(633),37.540168,127.0858373,37.5409202,127.0861624,37.5409202,127.0861624,1675
교차로(634),37.5411995,127.0846486,37.5413061,127.0842818,37.5413061,127.0842818,1674
교차로(635),37.5414536,127.0837746,37.5414191,127.083893,37.5413061,127.0842818,1679
교차로(636),37.5413061,127.0842818,37.5411995,127.0846486,37.5411995,127.0846486,1676
교차로(637),37.5413061,127.0842818,37.5409039,127.0840982,37.5408056,127.0844852,1666
교차로(638),37.5413061,127.0842818,37.5414191,127.083893,37.5414536,127.0837746,1679
교차로(639),37.5408056,127.0844852,37.5409039,127.0840982,37.5413061,127.0842818,1666
교차로(640),37.5407964,127.0810093,37.5415172,127.0815623,37.541608,127.0817818,1633
교차로(641),37.5407964,127.0810093,37.54078,127.0808924,37.5407331,127.080781,1611
교차로(642),37.5407964,127.0810093,37.54129,127.081239,37.5416472,127.0813359,1635
교차로(643),37.5416472,127.0813359,37.54129,127.081239,37.5407964,127.0810093,1635
교차로(644),37.5442187,127.0875621,37.5433286,127.0872065,37.5433286,127.0872065,1706
교차로(645),37.5433286,127.0872065,37.5442187,127.0875621,37.5442187,127.0875621,1712
교차로(646),37.5310553,127.0753495,37.531107,127.0750607,37.531107,127.0750607,1123
교차로(647),37.531107,127.0750607,37.5310553,127.0753495,37.5310553,127.0753495,1126
교차로(648),37.5651463,127.0883618,37.5654747,127.0884409,37.565534,127.0887714,1110
교차로(649),37.565534,127.0887714,37.5654747,127.0884409,37.5651463,127.0883618,1110
교차로(650),37.5481654,127.0681935,37.5478067,127.0681161,37.5478067,127.0681161,1121
교차로(651),37.547623,127.0680765,37.5478067,127.0681161,37.5478067,127.0681161,1118
교차로(652),37.5478067,127.0681161,37.547623,127.0680765,37.547623,127.0680765,1119
교차로(653),37.5478067,127.0681161,37.5481654,127.0681935,37.5481654,127.0681935,1124
교차로(654),37.5478067,127.0681161,37.5476284,127.067994,37.5476284,127.067994,1118
광나루로43길(0),37.5446885,127.09067,37.5447441,127.0907094,37.5447441,127.0907094,1651
광나루로43길(1),37.5464194,127.0914157,37.5457135,127.0914573,37.5447441,127.0907094,1640
광나루로43길(2),37.5447441,127.0907094,37.5446885,127.09067,37.5446885,127.09067,1651
광나루로43길(3),37.5447441,127.0907094,37.5457135,127.0914573,37.5464194,127.0914157,1640
구의로(0),37.5446885,127.09067,37.5446143,127.0906488,37.5439096,127.0904748,1652
구의로(1),37.5379465,127.0891318,37.537839,127.089116,37.537839,127.089116,1558
구의로(2),37.5379465,127.0891318,37.5380116,127.0891427,37.5388146,127.0892775,1572
구의로(3),37.54012,127.0896,37.54152,127.08992,37.54152,127.08992,1626
구의로(4),37.54012,127.0896,37.5399534,127.0895584,37.5399534,127.0895584,1605
구의로(5),37.5428262,127.0902129,37.5433314,127.090337,37.5435236,127.0903842,1642
구의로(6),37.5428262,127.0902129,37.54204,127.09005,37.54152,127.08992,1637
구의로(7),37.5439096,127.0904748,37.5446143,127.0906488,37.5446885,127.09067,1652
구의로(8),37.5439096,127.0904748,37.54371,127.09043,37.5435236,127.0903842,1642
구의로(9),37.54152,127.08992,37.54012,127.0896,37.54012,127.0896,1624
구의로(10),37.54152,127.08992,37.54257,127.09015,37.5428262,127.0902129,1636
구의로(11),37.5388146,127.0892775,37.53924,127.08938,37.5399534,127.0895584,1595
구의로(12),37.5388146,127.0892775,37.5380116,127.0891427,37.5379465,127.0891318,1572
구의로(13),37.5399534,127.0895584,37.54012,127.0896,37.54012,127.0896,1606
구의로(14),37.5399534,127.0895584,37.53924,127.08938,37.5388146,127.0892775,1595
구의로(15),37.537839,127.089116,37.5379465,127.0891318,37.5379465,127.0891318,1559
군자로(0),37.5480112,127.0704657,37.5480867,127.0704909,37.5480867,127.0704909,1246
군자로(1),37.5480112,127.0704657,37.5479225,127.0704482,37.5474811,127.0703611,1244
