시군구,위계,광역구분,종속구분,도로명,고시일자,시점,종점,도로폭,도로고시길이,도로물리길이,기초간격,도로위계,총점,난이도등급
광진구,길,시군구,주도로,동일로4길,2010-06-03,자양동 235-3,자양동 51-37,8,396,395.935,10,소로2류,7,하
광진구,길,시군구,주도로,동일로50길,2010-06-03,군자동 134-53,군자동 116-1,7,243,243.039,10,소로3류,8,하
광진구,길,시군구,주도로,동일로52길,2010-06-03,군자동 134-53,군자동 146-10,7,230,230.314,10,소로3류,8,하
광진구,길,시군구,주도로,동일로54길,2010-06-03,군자동 134-33,군자동 144-10,5,119,118.652,10,소로3류,8,하
광진구,길,시군구,주도로,동일로56가길,2010-06-03,군자동 158-6,군자동 117-11,7,180,179.611,10,소로3류,8,하
광진구,길,시군구,주도로,동일로56길,2010-06-03,군자동 194-2,군자동 48-19,7,329,329.077,10,소로3류,8,하
광진구,길,시군구,주도로,동일로56나길,2010-06-03,군자동 157-6,군자동 36-0,4,121,120.743,10,소로3류,8,하
광진구,길,시군구,주도로,동일로56다길,2010-06-03,군자동 58-12,군자동 35-1,6,128,127.8,10,소로3류,8,하
광진구,길,시군구,주도로,동일로56라길,2010-06-03,군자동 60-76,군자동 60-46,4,132,131.968,10,소로3류,8,하
광진구,길,시군구,주도로,동일로58길,2010-06-03,군자동 464-6,군자동 465-38,6,249,248.781,10,소로3류,8,하
광진구,길,시군구,주도로,동일로60길,2010-06-03,군자동 463-3,군자동 467-18,9,321,321.115,10,소로2류,7,하
광진구,길,시군구,주도로,동일로62길,2010-06-03,중곡동 613-7,중곡동 625-9,8,319,319.021,10,소로2류,7,하
광진구,길,시군구,주도로,동일로64길,2010-06-03,중곡동 614-4,중곡동 624-20,6,252,251.984,10,소로3류,8,하
광진구,길,시군구,주도로,동일로66길,2010-06-03,중곡동 252-6,중곡동 256-7,7,316,316.088,10,소로3류,8,하
광진구,길,시군구,주도로,동일로68길,2010-06-03,중곡동 249-20,중곡동 245-6,7,315,314.62,10,소로3류,8,하
광진구,길,시군구,주도로,동일로70길,2010-06-03,중곡동 235-7,중곡동 231-8,7,312,312.057,10,소로3류,8,하
광진구,길,시군구,주도로,동일로72길,2010-06-03,중곡동 190-37,중곡동 192-28,7,311,310.962,10,소로3류,8,하
광진구,길,시군구,주도로,동일로74길,2010-06-03,중곡동 190-4,중곡동 191-37,5,254,256.941,10,소로3류,8,하
광진구,길,시군구,주도로,동일로76가길,2010-06-03,중곡동 187-11,중곡동 181-2,8,319,318.894,10,소로2류,7,하
광진구,길,시군구,주도로,동일로76길,2010-06-03,중곡동 187-12,중곡동 691-9,10,353,352.571,10,소로1류,7,하
광진구,길,시군구,주도로,동일로76나길,2010-06-03,중곡동 696-8,중곡동 684-9,4,208,207.729,10,소로3류,8,하
광진구,길,시군구,주도로,동일로78길,2010-06-03,중곡동 181-14,중곡동 175-27,7,310,309.555,10,소로3류,8,하
광진구,길,시군구,주도로,동일로80길,2010-06-03,중곡동 589-5,중곡동 572-4,6,251,250.521,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로22가길,2010-06-03,자양동 202-41,자양동 52-105,7,335,334.786,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로22길,2010-06-03,자양동 238-10,자양동 57-156,7,474,473.504,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로23가길,2010-06-03,자양동 843-8,자양동 841-13,6,191,191.193,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로23길,2023-01-19,자양동 843-11,자양동 4-4,7,390,390.158,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로24길,2010-06-03,자양동 52-6,자양동 57-8,9,426,426.189,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로25가길,2010-06-03,자양동553-130,자양동 553-175,3,79,78.955,10,소로3류,9,하
광진구,길,시군구,주도로,뚝섬로25길,2010-06-03,자양동 45-1,자양동 44-1,7,131,130.75,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로26길,2010-06-03,자양동45-46,자양동 48-55,3,31,334.778,10,소로3류,9,하
광진구,길,시군구,주도로,뚝섬로27길,2010-06-03,자양동 553-323,자양동 11-1,6,351,350.965,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로28길,2010-06-03,자양동 45-34,자양동 48-55,4,280,297.615,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로29길,2010-06-03,자양동 553-15,자양동 553-396,5,186,185.656,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로30가길,2010-06-03,자양동 47-1,자양동 52-89,5,143,142.691,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로30길,2010-06-03,자양동 553-276,자양동 553-651,9,287,287.333,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로31가길,2010-06-03,자양동 553-202,자양동 553-9,5,126,126.347,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로31길,2010-06-03,자양동 553-203,자양동 4-1,9,319,319.303,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로32가길,2010-06-03,자양동 48-53,자양동 48-38,5,79,79.321,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로32길,2010-06-03,자양동 553-329,자양동 64-11,9,234,328.711,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로33길,2010-06-03,자양동 507-6,자양동 533-2,9,256,256.457,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로34길,2010-06-03,자양동 553-473,자양동 854,8,440,439.611,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로35길,2010-06-03,자양동 553-43,자양동 533-2,8,253,252.632,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로36가길,2010-06-03,자양동 787,자양동 474-24,6,234,234.444,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로36길,2010-06-03,자양동 553-502,자양동 809,11,434,433.954,10,소로1류,7,하
광진구,길,시군구,주도로,뚝섬로37길,2010-06-03,자양동 553-41,자양동 533-2,12,245,245.378,10,중로3류,7,하
광진구,길,시군구,주도로,뚝섬로38길,2010-06-03,자양동 559-19,자양동 464-1,6,153,153.292,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로40길,2010-06-03,자양동 520-2,자양동 477-20,7,376,376.33,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로41길,2010-06-03,자양동 520-9,자양동 578-7,10,224,223.984,10,소로1류,7,하
광진구,길,시군구,주도로,뚝섬로43길,2010-06-03,자양동 610-12,자양동 612-17,9,178,177.738,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로44길,2010-06-03,자양동 608-17,자양동 591-0,6,302,302.069,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로45길,2010-06-03,자양동 609-22,자양동 614-23,6,219,219.389,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로46길,2010-06-03,자양동 607-17,자양동 705-0,9,407,406.962,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로47길,2010-06-03,자양동 615-14,자양동 621-51,6,268,267.79,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로48길,2010-06-03,자양동 607-13,자양동 705-0,7,412,411.58,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로49길,2010-06-03,자양동 615-45,자양동 625-5,7,368,368.051,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로50길,2010-06-03,자양동 606-17,자양동 594-0,7,269,269.359,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로51길,2010-06-03,자양동 616-34,자양동 612-60,7,508,507.718,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로52가길,2010-06-03,자양동 636-11,자양동 652-38,9,298,297.602,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로52길,2010-06-03,자양동 636-10,자양동 642,16,417,417.414,10,중로2류,6,하
광진구,길,시군구,주도로,뚝섬로52나길,2010-06-03,자양동 637-3,자양동 650-6,6,332,332.269,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로52다길,2010-06-03,자양동 639-0,자양동 650-42,6,250,249.893,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로52라길,2010-06-03,자양동 639-11,자양동 666-0,9,377,376.56,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로52마길,2010-06-03,자양동 640-1,자양동 670-0,7,403,402.662,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로54길,2010-06-03,자양동 636-5,자양동 642-4,7,420,419.52,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로55길,2010-06-03,자양동 653-34,자양동 617-3,8,283,282.574,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로56가길,2010-06-03,자양동 670-0,자양동 673-0,7,344,344.258,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로56길,2010-06-03,자양동 652-33,자양동 671-0,9,418,418.074,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로57가길,2010-06-03,자양동 660-16,자양동 617-36,6,342,342.207,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로57길,2010-06-03,자양동 661-20,자양동 624-45,6,338,337.646,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로58가길,2010-06-03,자양동 663-21,자양동 650-6,7,205,204.78,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로58길,2010-06-03,자양동 662-12,자양동 670-0,7,525,525.42,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로59길,2010-06-03,자양동 659-32,자양동 612-60,6,448,447.642,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로60길,2010-06-03,자양동 681-5,자양동 685-44,6,80,79.74,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로62길,2010-06-03,자양동 682-29,자양동 692-0,7,345,344.877,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로64길,2010-06-03,자양동 683-9,자양동 813-0,7,415,414.657,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로66길,2010-06-03,자양동 694-2,자양동 813-0,9,454,454.223,10,소로2류,7,하
광진구,길,시군구,주도로,뚝섬로67가길,2010-06-03,구의동 592-24,구의동 591-3,4,101,100.841,10,소로3류,8,하
광진구,길,시군구,주도로,뚝섬로67길,2010-06-03,구의동 593-19,구의동 587-58,7,198,197.768,10,소로3류,8,하
광진구,길,시군구,주도로,면목로11길,2010-06-03,중곡동 192-1,중곡동 191-1,7,239,238.825,10,소로3류,8,하
광진구,길,시군구,주도로,면목로12길,2010-06-03,중곡동 170-25,중곡동 170-2,7,201,200.84,10,소로3류,8,하
광진구,길,시군구,주도로,면목로13길,2010-06-03,중곡동 175-27,중곡동 175-106,6,187,186.953,10,소로3류,8,하
광진구,길,시군구,주도로,면목로15길,2010-06-03,중곡동 211-24,중곡동 175-31,4,213,213.304,10,소로3류,8,하
광진구,길,시군구,주도로,면목로16길,2010-06-03,중곡동 199-27,중곡동 196-9,5,107,107.499,10,소로3류,8,하
광진구,길,시군구,주도로,면목로17길,2010-06-03,중곡동 210-1,중곡동 578-3,8,227,226.56,10,소로2류,7,하
광진구,길,시군구,주도로,면목로1길,2010-06-03,군자동 48-24,군자동 60-6,4,189,188.971,10,소로3류,8,하
광진구,길,시군구,주도로,면목로3길,2010-06-03,군자동 48-14,군자동 159-2,5,233,232.865,10,소로3류,8,하
광진구,길,시군구,주도로,면목로4길,2010-06-03,군자동 49-9,군자동 51-24,4,115,114.535,10,소로3류,8,하
광진구,길,시군구,주도로,면목로5길,2010-06-03,군자동 48-9,군자동 161-1,5,303,302.539,10,소로3류,8,하
광진구,길,시군구,주도로,면목로6길,2010-06-03,군자동 470-9,군자동 470-17,6,100,99.588,10,소로3류,8,하
광진구,길,시군구,주도로,면목로7길,2010-06-03,중곡동 629-7,중곡동 634-1,7,249,249.043,10,소로3류,8,하
광진구,길,시군구,주도로,면목로9길,2010-06-03,중곡동 622-8,중곡동 624-1,6,248,247.538,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로21길,2010-06-03,화양동 50-1,화양동 24-3,7,577,577.248,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로22길,2010-06-03,자양동 17-5,자양동 16-27,7,243,242.975,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로23길,2010-06-03,화양동 49-20,화양동 31-11,7,533,532.63,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로24길,2010-06-03,자양동 17-14,자양동 13-9,5,243,243.37,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로25길,2010-06-03,화양동 49-12,화양동 36-1,7,418,418.379,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로26길,2010-06-03,자양동 8-3,자양동 10-32,7,242,242.472,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로27길,2010-06-03,화양동 48-3,화양동 35-1,7,418,417.95,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로28길,2010-06-03,자양동 8-4,자양동 9-33,5,243,242.603,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로29길,2010-06-03,화양동 48-14,화양동 34-75,9,399,398.559,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로30길,2010-06-03,자양동 7-25,자양동 6-20,9,243,242.82,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로31길,2010-06-03,화양동 7-3,화양동 10-1,4,349,349.152,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로32길,2010-06-03,자양동 7-6,자양동 5-5,5,243,243.064,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로33길,2010-06-03,화양동 7-2,화양동 12-2,7,482,481.775,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로34길,2010-06-03,자양동 1-3,자양동 2-38,7,243,243.051,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로36길,2010-06-03,자양동 227-336,자양동 783-1,21,306,305.846,10,중로1류,6,하
광진구,길,시군구,주도로,아차산로38길,2010-06-03,자양동 227-6,자양동 227-65,7,135,135.471,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로39가길,2010-06-03,자양동 225-54,자양동 225-74,5,199,198.643,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로39길,2010-06-03,자양동 226-38,자양동 226-28,7,275,275.171,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로40길,2010-06-03,자양동 223-4,자양동 611-33,9,408,408.088,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로41가길,2010-06-03,자양동 225-24,자양동 225-39,4,99,98.611,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로41길,2010-06-03,자양동 224-9,자양동 224-15,8,244,243.88,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로42길,2010-06-03,자양동 222-14,자양동 612-32,5,323,322.589,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로44가길,2010-06-03,자양동 230-1,자양동 612-39,5,163,162.527,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로44길,2010-06-03,자양동 221-1,자양동 229-45,6,268,268.149,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로45길,2010-06-03,자양동 774-14,자양동 774-1,5,205,204.747,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로46가길,2010-06-03,자양동 219-24,자양동 219-2,5,197,196.951,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로46길,2010-06-03,자양동 219-18,자양동 612-47,5,213,212.828,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로46나길,2010-06-03,자양동 218-16,자양동 612-58,5,125,125.209,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로49길,2010-06-03,구의동 246-14,구의동 241-154,5,571,567.429,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로51길,2010-06-03,구의동 246-8,구의동 251-139,13,533,526.175,10,중로3류,7,하
광진구,길,시군구,주도로,아차산로53길,2010-06-03,구의동 246-40,구의동 248-10,5,472,472.18,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로55길,2010-06-03,구의동 246-3,구의동 248-77,7,427,426.997,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로57길,2010-06-03,구의동 243-23,구의동 241-96,7,309,309.302,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로58가길,2010-06-03,구의동 590-10,구의동 590-14,6,134,134.154,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로58길,2010-06-03,자양동 781-1,구의동 592-39,10,454,454.359,10,소로1류,7,하
광진구,길,시군구,주도로,아차산로58나길,2010-06-03,구의동 591-1,구의동 591-17,7,87,87.396,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로59길,2010-06-03,구의동 244-6,구의동 223-1,7,347,346.716,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로60길,2010-06-03,구의동 218-16,구의동 216-5,6,140,139.636,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로61길,2010-06-03,구의동 219-17,구의동 209-7,5,296,295.775,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로62길,2010-06-03,구의동 213-14,구의동 213-13,6,103,103.25,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로63길,2010-06-03,구의동 219-3,구의동 209-77,6,220,219.701,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로65길,2010-06-03,구의동 212-2,구의동 224-65,7,490,489.871,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로66길,2010-06-03,광장동 471-6,광장동 457-25,7,489,488.715,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로69길,2010-06-03,광장동 425-2,광장동 413-9,5,213,212.678,10,소로3류,8,하
광진구,길,시군구,주도로,아차산로70길,2010-06-03,광장동 453-1,광장동 554-7,23,536,536.026,10,중로1류,6,하
광진구,길,시군구,주도로,아차산로73길,2010-06-03,광장동 241-1,광장동 248-22,9,270,270.453,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로75길,2010-06-03,광장동 244-6,광장동 248-24,8,260,259.57,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로76가길,2010-06-03,광장동 549-18,광장동 328-2,9,184,184.067,10,소로2류,7,하
광진구,길,시군구,주도로,아차산로76길,2010-06-03,광장동 337-4,광장동 320-6,11,209,209.362,10,소로1류,7,하
광진구,길,시군구,주도로,아차산로78가길,2010-06-03,광장동 124-0,광장동 325-1,11,315,315.239,10,소로1류,7,하
광진구,길,시군구,주도로,아차산로78길,2010-06-03,광장동 122-0,광장동 323-2,13,937,936.645,10,중로3류,7,하
광진구,길,시군구,주도로,영화사로11길,2010-06-03,구의동 556-6,구의동 549-1,6,226,226.389,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로13길,2010-06-03,구의동 558-10,구의동 552-1,7,216,215.675,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로15길,2010-06-03,구의동 559-8,구의동 552-6,6,144,144.02,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로16가길,2010-06-03,구의동 21-1,구의동 24-23,7,155,154.916,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로16길,2010-06-03,구의동 20-1,구의동 23-29,7,269,268.689,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로16나길,2010-06-03,구의동 21-36,구의동 23-19,6,203,202.859,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로1길,2010-06-03,중곡동 78-39,중곡동 77-4,7,118,118.041,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로20길,2010-06-03,광장동 381-56,광장동 381-60,6,632,631.876,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로3가길,2010-06-03,중곡동 86-31,중곡동 107-16,6,202,201.704,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로3길,2010-06-03,중곡동 83-16,중곡동 102-55,7,549,549.28,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로3나길,2010-06-03,중곡동 102-22,중곡동 102-36,6,160,159.802,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로5길,2010-06-03,중곡동 88-36,중곡동 86-15,7,225,224.886,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로7길,2010-06-03,중곡동 99-11,중곡동 102-1,8,395,395.257,10,소로2류,7,하
광진구,길,시군구,주도로,영화사로9가길,2010-06-03,중곡동 104-5,중곡동 143-139,7,361,361.433,10,소로3류,8,하
광진구,길,시군구,주도로,영화사로9길,2010-06-03,중곡동 107-45,중곡동 73-89,8,485,485.377,10,소로2류,7,하
광진구,길,시군구,주도로,영화사로9나길,2010-06-03,중곡동 104-2,중곡동 104-1,5,173,172.995,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로10길,2010-06-03,중곡동 57-2,중곡동 147-42,6,112,112.244,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로12길,2010-06-03,중곡동 150-101,중곡동 147-24,5,111,111.349,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로14길,2010-06-03,중곡동 150-93,중곡동 150-335,4,111,111.134,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로16길,2010-06-03,중곡동 150-72,중곡동 150-31,7,111,111.186,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로18길,2010-06-03,중곡동 150-66,중곡동 150-44,5,111,111.106,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로1길,2010-06-03,중곡동 116-4,중곡동 139-40,8,614,613.731,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로20길,2010-06-03,중곡동 150-65,중곡동 150-27,5,111,110.929,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로21길,2010-06-03,중곡동 28-1,중곡동 37-4,12,439,438.705,10,중로3류,7,하
광진구,길,시군구,주도로,용마산로22길,2010-06-03,중곡동 18-75,중곡동 176-1,10,416,415.678,10,소로1류,7,하
광진구,길,시군구,주도로,용마산로23길,2010-06-03,중곡동 29-1,중곡동 29-70,8,200,200.26,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로24길,2010-06-03,중곡동 18-29,중곡동 18-59,9,150,149.89,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로25길,2010-06-03,중곡동 29-7,중곡동 29-16,5,153,152.539,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로26길,2010-06-03,중곡동 18-13,중곡동 18-18,5,119,118.555,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로27길,2010-06-03,중곡동 29-29,중곡동 29-41,5,217,217.38,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로28가길,2010-06-03,중곡동 297-16,중곡동 293-28,6,90,89.512,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로28길,2010-06-03,중곡동 18-1,중곡동 176-42,7,450,451.982,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로28나길,2010-06-03,중곡동 296-18,중곡동 296-1,3,133,132.844,10,소로3류,9,하
광진구,길,시군구,주도로,용마산로28다길,2010-06-03,중곡동 176-21,중곡동 176-111,5,119,120.739,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로29길,2010-06-03,중곡동 29-55,중곡동 29-42,4,257,256.627,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로2길,2010-06-03,중곡동 92-9,중곡동 89-10,6,318,317.88,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로30길,2010-06-03,중곡동 290-1,중곡동 176-110,9,349,349.132,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로31길,2010-06-03,중곡동 291-1,중곡동 169-21,7,216,216.234,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로32길,2010-06-03,중곡동 289-10,중곡동 287-15,6,226,226.149,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로33길,2010-06-03,중곡동 290-1,중곡동 199-1,7,258,257.778,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로34길,2010-06-03,중곡동 605-5,중곡동 599-6,7,202,201.776,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로36길,2010-06-03,중곡동 605-1,중곡동 599-2,7,445,445.561,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로3길,2010-06-03,중곡동 117-1,중곡동 139-1,6,542,541.862,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로4길,2010-06-03,중곡동 92-47,중곡동 89-1,6,216,215.813,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로5길,2010-06-03,중곡동 123-1,중곡동 139-29,6,436,435.218,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로6길,2010-06-03,중곡동 80-11,중곡동 79-12,9,133,133.343,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로7길,2010-06-03,중곡동 124-8,중곡동 46-24,9,360,360.253,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로8가길,2010-06-03,중곡동 59-21,중곡동 284-0,8,452,452.238,10,소로2류,7,하
광진구,길,시군구,주도로,용마산로8길,2010-06-03,중곡동 58-17,중곡동 70-10,7,454,453.824,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로8나길,2010-06-03,중곡동 147-24,중곡동 67-1,7,271,271.3,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로8다길,2010-06-03,중곡동 147-23,중곡동 147-52,4,135,134.502,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로8라길,2010-06-03,중곡동 147-74,중곡동 143-84,5,178,178.363,10,소로3류,8,하
광진구,길,시군구,주도로,용마산로8마길,2010-06-03,중곡동 143-26,중곡동 143-94,5,175,175.428,10,소로3류,8,하
광진구,길,시군구,주도로,자양강변길,2009-10-28,자양동 210-22(영동대교북단),자양동 674(잠실대교북단),9,2818,2818.163,10,소로2류,7,하
광진구,길,시군구,주도로,자양로11길,2010-06-03,자양동 628-30,자양동 633-20,7,435,435.228,10,소로3류,8,하
광진구,길,시군구,주도로,자양로13가길,2010-06-03,자양동 623-3,자양동 621-24,6,148,148.167,10,소로3류,8,하
광진구,길,시군구,주도로,자양로13길,2010-06-03,자양동 627-2,자양동 616-29,15,577,577.327,10,중로2류,6,하
광진구,길,시군구,주도로,자양로13나길,2010-06-03,자양동 613-7,자양동 613-7,8,220,220.212,10,소로2류,7,하
광진구,길,시군구,주도로,자양로13다길,2010-06-03,자양동 616-14,자양동 609-0,7,281,281.089,10,소로3류,8,하
광진구,길,시군구,주도로,자양로15길,2010-06-03,자양동 626-5,자양동 614-5,9,589,589.071,10,소로2류,7,하
광진구,길,시군구,주도로,자양로16길,2010-06-03,자양동 216-25,자양동 216-9,5,181,180.996,10,소로3류,8,하
광진구,길,시군구,주도로,자양로18길,2010-06-03,구의동 252-90,구의동 221-6,11,538,538.38,10,소로1류,7,하
광진구,길,시군구,주도로,자양로19가길,2010-06-03,자양동 771-31,자양동 771-18,5,105,105.355,10,소로3류,8,하
광진구,길,시군구,주도로,자양로19길,2010-06-03,자양동 769-10,자양동 773-0,5,418,417.739,10,소로3류,8,하
광진구,길,시군구,주도로,자양로21길,2010-06-03,자양동 769-8,자양동 769-29,7,294,293.738,10,소로3류,8,하
광진구,길,시군구,주도로,자양로22길,2010-06-03,구의동 251-53,구의동 241-9,7,465,465.091,10,소로3류,8,하
광진구,길,시군구,주도로,자양로23가길,2010-06-03,구의동 654-6,구의동 650-1,5,229,228.678,10,소로3류,8,하
광진구,길,시군구,주도로,자양로23길,2010-06-03,자양동 765-7,구의동 634-1,7,446,445.762,10,소로3류,8,하
광진구,길,시군구,주도로,자양로23나길,2010-06-03,구의동 654-10,구의동 651-1,6,136,135.932,10,소로3류,8,하
광진구,길,시군구,주도로,자양로25길,2010-06-03,구의동 254-108,구의동 254-104,4,110,109.523,10,소로3류,8,하
광진구,길,시군구,주도로,자양로26길,2010-06-03,구의동 250-21,구의동 222-31,7,535,535.44,10,소로3류,8,하
광진구,길,시군구,주도로,자양로28가길,2010-06-03,구의동 236-8,구의동 236-57,5,171,171.389,10,소로3류,8,하
광진구,길,시군구,주도로,자양로28길,2010-06-03,구의동 236-53,구의동 225-25,6,519,518.71,10,소로3류,8,하
광진구,길,시군구,주도로,자양로29길,2010-06-03,구의동 254-1,구의동 634-4,6,125,124.589,10,소로3류,8,하
