도로명,시작점 위도,시작점 경도,중간점_위도,중간점_경도,끝점_위도,끝점_경도,연속 일조량,총 일조량,경사도_점수(1-10점)
천호대로132길(21),37.5495352,127.0889032,37.5491236,127.0883938,37.5491236,127.0883938,4,4,0
천호대로132길(22),37.5493735,127.0891317,37.5489365,127.0886515,37.5489365,127.0886515,1,1,0
천호대로132길(23),37.5493735,127.0891317,37.5494847,127.0892538,37.5496467,127.0890414,1,1,0
천호대로127길(0),37.5533477,127.0887981,37.5534137,127.0889358,37.5536919,127.0898116,3,4,0
천호대로127길(1),37.555074,127.0898437,37.5543393,127.0909009,37.5543393,127.0909009,1,2,0
천호대로127길(2),37.5539045,127.0904232,37.5543393,127.0909009,37.5543393,127.0909009,0,1,0
천호대로127길(3),37.5539045,127.0904232,37.5536919,127.0898116,37.5536919,127.0898116,0,0,0
천호대로127길(4),37.5556056,127.0923007,37.5551838,127.091829,37.5551838,127.091829,1,2,0
천호대로127길(5),37.5536919,127.0898116,37.5539045,127.0904232,37.5539045,127.0904232,0,0,0
천호대로127길(6),37.5536919,127.0898116,37.5534137,127.0889358,37.5533477,127.0887981,3,4,0
천호대로127길(7),37.5551838,127.091829,37.5556056,127.0923007,37.5556056,127.0923007,2,3,0
천호대로127길(8),37.5551838,127.091829,37.5547281,127.0913282,37.5547281,127.0913282,1,2,5
천호대로127길(9),37.5547281,127.0913282,37.5551838,127.091829,37.5551838,127.091829,1,2,5
천호대로127길(10),37.5547281,127.0913282,37.5543393,127.0909009,37.5543393,127.0909009,1,2,0
천호대로127길(11),37.5543393,127.0909009,37.5547281,127.0913282,37.5547281,127.0913282,1,2,0
천호대로127길(12),37.5543393,127.0909009,37.5539045,127.0904232,37.5539045,127.0904232,0,0,0
천호대로127길(13),37.5543393,127.0909009,37.555074,127.0898437,37.555074,127.0898437,1,2,0
천호대로127길(14),37.5543393,127.0909009,37.5539684,127.0914234,37.5539684,127.0914234,5,5,5
천호대로127길(15),37.5539684,127.0914234,37.5543393,127.0909009,37.5543393,127.0909009,3,3,5
천호대로122길(0),37.5536011,127.0882185,37.55348,127.0881393,37.553069,127.0878705,3,4,5
천호대로122길(1),37.5520369,127.0872436,37.5525561,127.0875743,37.5525561,127.0875743,4,4,0
천호대로122길(2),37.553069,127.0878705,37.5525561,127.0875743,37.5525561,127.0875743,2,3,0
천호대로122길(3),37.553069,127.0878705,37.55348,127.0881393,37.5536011,127.0882185,3,4,5
천호대로122길(4),37.5525561,127.0875743,37.5520369,127.0872436,37.5520369,127.0872436,5,5,0
천호대로122길(5),37.5525561,127.0875743,37.553069,127.0878705,37.553069,127.0878705,2,3,0
천호대로114길(0),37.5556426,127.0830546,37.5555633,127.0830062,37.5550773,127.0827101,1,2,0
천호대로114길(1),37.5526408,127.0812209,37.5540775,127.0821009,37.5540775,127.0821009,2,3,5
천호대로114길(2),37.5540775,127.0821009,37.5545789,127.0824064,37.5545789,127.0824064,1,1,0
천호대로114길(3),37.5540775,127.0821009,37.5526408,127.0812209,37.5526408,127.0812209,3,4,5
천호대로114길(4),37.5545789,127.0824064,37.5550773,127.0827101,37.5550773,127.0827101,2,1,0
천호대로114길(5),37.5545789,127.0824064,37.5540775,127.0821009,37.5540775,127.0821009,1,2,0
천호대로114길(6),37.5550773,127.0827101,37.5545789,127.0824064,37.5545789,127.0824064,2,1,0
천호대로114길(7),37.5550773,127.0827101,37.5555633,127.0830062,37.5556426,127.0830546,1,2,0
동일로74길(0),37.5673628,127.0782525,37.567316,127.0783846,37.5671028,127.0789829,2,2,0
동일로74길(1),37.5669824,127.0789143,37.566763,127.0795548,37.566763,127.0795548,1,1,0
동일로74길(2),37.5663573,127.0807179,37.5666701,127.0798317,37.5666701,127.0798317,1,1,5
동일로74길(3),37.5671028,127.0789829,37.567316,127.0783846,37.5673628,127.0782525,2,2,0
동일로74길(4),37.5666701,127.0798317,37.5663573,127.0807179,37.5663573,127.0807179,1,1,5
동일로74길(5),37.5666701,127.0798317,37.566763,127.0795548,37.566763,127.0795548,1,1,0
동일로74길(6),37.566763,127.0795548,37.5666701,127.0798317,37.5666701,127.0798317,0,0,0
동일로74길(7),37.566763,127.0795548,37.5669824,127.0789143,37.5669824,127.0789143,1,1,0
동일로74길(8),37.566763,127.0795548,37.5659826,127.0791167,37.5659826,127.0791167,1,1,0
동일로74길(9),37.5659826,127.0791167,37.566763,127.0795548,37.566763,127.0795548,1,1,0
동일로26길(0),37.5455937,127.0659888,37.545567,127.0660686,37.5453519,127.0667118,1,1,0
동일로26길(1),37.54449,127.0694089,37.5444925,127.0692693,37.5445631,127.0690596,5,5,0
동일로26길(2),37.5453519,127.0667118,37.5451798,127.0672261,37.5450897,127.0674956,3,3,0
동일로26길(3),37.5453519,127.0667118,37.545567,127.0660686,37.5455937,127.0659888,1,1,0
동일로26길(4),37.5450897,127.0674956,37.5449193,127.0680017,37.5448303,127.068266,3,4,0
동일로26길(5),37.5450897,127.0674956,37.5451798,127.0672261,37.5453519,127.0667118,3,3,0
동일로26길(6),37.5448303,127.068266,37.5447037,127.068642,37.5445631,127.0690596,4,4,0
동일로26길(7),37.5448303,127.068266,37.5449193,127.0680017,37.5450897,127.0674956,3,4,0
동일로26길(8),37.5445631,127.0690596,37.5444625,127.0693585,37.54449,127.0694089,3,3,0
동일로26길(9),37.5445631,127.0690596,37.544802,127.0683502,37.5448303,127.068266,4,4,0
동일로30길(0),37.547704,127.0671768,37.5476803,127.0672799,37.5476284,127.067994,1,1,0
동일로30길(1),37.5476284,127.067994,37.547623,127.0680765,37.547623,127.0680765,1,1,0
동일로30길(2),37.5476284,127.067994,37.5476803,127.0672799,37.547704,127.0671768,1,1,0
동일로30길(3),37.5475771,127.0687855,37.547517,127.0695485,37.547517,127.0695485,0,0,0
동일로30길(4),37.5475771,127.0687855,37.5475933,127.0685291,37.5475933,127.0685291,0,0,0
동일로30길(5),37.547517,127.0695485,37.5474811,127.0703611,37.5474811,127.0703611,1,1,0
동일로30길(6),37.547517,127.0695485,37.5475771,127.0687855,37.5475771,127.0687855,0,0,0
동일로30길(7),37.5475933,127.0685291,37.5475771,127.0687855,37.5475771,127.0687855,0,0,0
동일로30길(8),37.5475933,127.0685291,37.547623,127.0680765,37.547623,127.0680765,0,0,0
동일로30길(9),37.5475933,127.0685291,37.547231,127.0683454,37.547231,127.0683454,0,0,0
동일로30길(10),37.547231,127.0683454,37.5475933,127.0685291,37.5475933,127.0685291,0,0,0
동일로30길(11),37.5474811,127.0703611,37.547517,127.0695485,37.547517,127.0695485,1,1,0
동일로30길(12),37.547623,127.0680765,37.5475933,127.0685291,37.5475933,127.0685291,0,0,0
동일로30길(13),37.547623,127.0680765,37.5476284,127.067994,37.5476284,127.067994,1,1,0
동일로32길(0),37.549618,127.0682889,37.5495818,127.0683853,37.5494469,127.0687685,1,1,0
동일로32길(1),37.5491386,127.0695897,37.549335,127.0690862,37.549335,127.0690862,0,0,0
동일로32길(2),37.5499877,127.0693525,37.5496363,127.0692652,37.549335,127.0690862,1,1,0
동일로32길(3),37.5494469,127.0687685,37.549335,127.0690862,37.549335,127.0690862,0,0,0
동일로32길(4),37.5494469,127.0687685,37.5495818,127.0683853,37.549618,127.0682889,1,1,0
동일로32길(5),37.549335,127.0690862,37.5491386,127.0695897,37.5491386,127.0695897,1,1,0
동일로32길(6),37.549335,127.0690862,37.5494469,127.0687685,37.5494469,127.0687685,0,1,0
동일로32길(7),37.549335,127.0690862,37.549649,127.0693457,37.5499877,127.0693525,0,0,0
동일로42길(0),37.553056,127.0702078,37.5529043,127.0704801,37.5520835,127.07093,1,2,0
동일로42길(1),37.5520835,127.07093,37.5529043,127.0704801,37.553056,127.0702078,1,2,0
강변북로(0),37.5420651,127.1050696,37.5400033,127.1024983,37.538201,127.1001839,8,8,0
강변북로(1),37.5329677,127.0607844,37.5323413,127.0627663,37.5320288,127.0637981,8,7,3
강변북로(2),37.5320288,127.0637981,37.5318653,127.0643424,37.5318653,127.0643424,7,7,0
강변북로(3),37.5318653,127.0643424,37.5316777,127.0658514,37.5306412,127.069785,6,7,0
강변북로(4),37.5324016,127.063815,37.5327129,127.0625352,37.5331142,127.0609824,8,8,3
강변북로(5),37.5300078,127.0720848,37.5289313,127.0756177,37.5282193,127.0775693,9,9,0
강변북로(6),37.5275919,127.0843358,37.5286866,127.0768652,37.5324016,127.063815,6,6,1
강변북로(7),37.5284858,127.0880672,37.5279099,127.086586,37.5275919,127.0843358,2,2,3
강변북로(8),37.5335369,127.0952195,37.5339604,127.0956592,37.5339604,127.0956592,5,6,0
강변북로(9),37.5274288,127.0811753,37.5272553,127.0830515,37.5273147,127.0842525,9,9,0
강변북로(10),37.5274288,127.0811753,37.5279265,127.0875149,37.5335369,127.0952195,8,8,0
강변북로(11),37.5273147,127.0842525,37.5274171,127.0854533,37.5276724,127.086388,6,7,0
강변북로(12),37.5276724,127.086388,37.5280168,127.0874781,37.5283604,127.088124,1,1,0
강변북로(13),37.5300912,127.0910533,37.5293533,127.0898867,37.5284858,127.0880672,3,4,0
강변북로(14),37.5374811,127.0993126,37.5354889,127.0970013,37.5339029,127.0952148,7,7,0
강변북로(15),37.5330555,127.094246,37.5314129,127.0926391,37.5300912,127.0910533,4,5,0
강변북로(16),37.538201,127.1001839,37.537732,127.0996225,37.5374811,127.0993126,7,6,0
강변북로(17),37.5398572,127.1026598,37.5402794,127.1033898,37.5411385,127.1043501,9,9,0
강변북로(18),37.5434138,127.1070159,37.5467376,127.1101585,37.548703,127.1107493,8,8,2
강변북로(19),37.5444893,127.1077193,37.5436492,127.1068702,37.5420651,127.1050696,8,8,0
강변북로(20),37.5306412,127.069785,37.5300078,127.0720848,37.5300078,127.0720848,9,9,0
강변북로(21),37.5411385,127.1043501,37.5434138,127.1070159,37.5434138,127.1070159,9,9,3
강변북로(22),37.548829,127.1106007,37.5462304,127.1096371,37.5444893,127.1077193,6,6,3
강변북로(23),37.5339604,127.0956592,37.5373507,127.0994472,37.5398572,127.1026598,6,7,0
강변북로(24),37.5340337,127.0949873,37.5337569,127.0948757,37.5330555,127.094246,7,8,0
강변북로(25),37.5339029,127.0952148,37.5330555,127.094246,37.5330555,127.094246,7,7,0
강변북로(26),37.5282193,127.0775693,37.5276759,127.0795498,37.5274288,127.0811753,9,9,0
강변북로(27),37.5345403,127.0947687,37.5341351,127.0949641,37.5340337,127.0949873,6,6,0
자양번영로4길(0),37.5316065,127.0752045,37.5314716,127.0759258,37.5314716,127.0759258,2,1,5
자양번영로4길(1),37.531202,127.0772744,37.5311436,127.0776034,37.5311436,127.0776034,2,2,0
자양번영로4길(2),37.531202,127.0772744,37.5312536,127.0770012,37.5312536,127.0770012,1,1,0
자양번영로4길(3),37.5313264,127.0765933,37.5312686,127.0769203,37.5312686,127.0769203,1,1,0
자양번영로4길(4),37.5313264,127.0765933,37.5314716,127.0759258,37.5314716,127.0759258,1,1,0
자양번영로4길(5),37.5308925,127.079097,37.5309313,127.0786105,37.5309313,127.0786105,1,1,0
자양번영로4길(6),37.5310838,127.0779279,37.5310061,127.0782696,37.5310061,127.0782696,1,1,0
자양번영로4길(7),37.5310838,127.0779279,37.5311436,127.0776034,37.5311436,127.0776034,1,1,0
자양번영로4길(8),37.5309313,127.0786105,37.5308925,127.079097,37.5308925,127.079097,2,2,0
자양번영로4길(9),37.5309313,127.0786105,37.5309982,127.0783023,37.5309982,127.0783023,0,0,0
자양번영로4길(10),37.5309313,127.0786105,37.5314969,127.0788689,37.5315627,127.078899,1,1,0
자양번영로4길(11),37.530093,127.0772877,37.5311436,127.0776034,37.5311436,127.0776034,2,2,0
자양번영로4길(12),37.5310061,127.0782696,37.5309982,127.0783023,37.5309982,127.0783023,0,0,0
자양번영로4길(13),37.5310061,127.0782696,37.5310838,127.0779279,37.5310838,127.0779279,1,1,0
자양번영로4길(14),37.5309982,127.0783023,37.5309313,127.0786105,37.5309313,127.0786105,1,0,0
자양번영로4길(15),37.5309982,127.0783023,37.5310061,127.0782696,37.5310061,127.0782696,0,0,0
자양번영로4길(16),37.5309982,127.0783023,37.5316876,127.0785079,37.5316876,127.0785079,0,0,0
자양번영로4길(17),37.5311436,127.0776034,37.5310838,127.0779279,37.5310838,127.0779279,1,1,0
자양번영로4길(18),37.5311436,127.0776034,37.531202,127.0772744,37.531202,127.0772744,3,3,0
자양번영로4길(19),37.5311436,127.0776034,37.5318996,127.0778268,37.5318996,127.0778268,0,0,0
자양번영로4길(20),37.5311436,127.0776034,37.530093,127.0772877,37.530093,127.0772877,4,4,0
자양번영로4길(21),37.5312536,127.0770012,37.531202,127.0772744,37.531202,127.0772744,2,2,0
자양번영로4길(22),37.5312536,127.0770012,37.5312686,127.0769203,37.5312686,127.0769203,0,0,0
자양번영로4길(23),37.5312686,127.0769203,37.5312536,127.0770012,37.5312536,127.0770012,0,0,0
자양번영로4길(24),37.5312686,127.0769203,37.5313264,127.0765933,37.5313264,127.0765933,1,1,0
자양번영로4길(25),37.5314716,127.0759258,37.5313264,127.0765933,37.5313264,127.0765933,1,1,0
자양번영로4길(26),37.5314716,127.0759258,37.5316065,127.0752045,37.5316065,127.0752045,2,2,5
자양번영로4길(27),37.5315627,127.078899,37.5314969,127.0788689,37.5309313,127.0786105,1,1,0
자양번영로4길(28),37.5316876,127.0785079,37.5309982,127.0783023,37.5309982,127.0783023,0,0,0
자양번영로4길(29),37.5318996,127.0778268,37.5311436,127.0776034,37.5311436,127.0776034,0,0,0
자양번영로3길(0),37.5316065,127.0752045,37.5317376,127.0744774,37.5317376,127.0744774,2,2,0
자양번영로3길(1),37.5319405,127.0738319,37.5318855,127.0740144,37.5318855,127.0740144,0,0,0
자양번영로3길(2),37.5319405,127.0738319,37.532036,127.0735244,37.532036,127.0735244,1,2,7
자양번영로3길(3),37.5317376,127.0744774,37.5316065,127.0752045,37.5316065,127.0752045,2,2,0
자양번영로3길(4),37.5317376,127.0744774,37.5321929,127.0746157,37.5321929,127.0746157,2,2,5
자양번영로3길(5),37.5317376,127.0744774,37.5318235,127.0742085,37.5318855,127.0740144,0,0,0
자양번영로3길(6),37.532036,127.0735244,37.5319405,127.0738319,37.5319405,127.0738319,1,2,7
자양번영로3길(7),37.532036,127.0735244,37.5321631,127.0730672,37.5321631,127.0730672,1,1,0
자양번영로3길(8),37.532036,127.0735244,37.5322078,127.0736864,37.5322078,127.0736864,3,3,0
자양번영로3길(9),37.5318855,127.0740144,37.5319405,127.0738319,37.5319405,127.0738319,1,1,0
자양번영로3길(10),37.5318855,127.0740144,37.5320863,127.0740917,37.5320863,127.0740917,1,1,0
자양번영로3길(11),37.5318855,127.0740144,37.5318235,127.0742085,37.5317376,127.0744774,0,0,0
자양번영로3길(12),37.5320863,127.0740917,37.5318855,127.0740144,37.5318855,127.0740144,0,0,0
자양번영로3길(13),37.5320863,127.0740917,37.5322265,127.0742959,37.5321929,127.0746157,2,2,6
자양번영로3길(14),37.5321631,127.0730672,37.532036,127.0735244,37.532036,127.0735244,1,2,0
자양번영로3길(15),37.5321631,127.0730672,37.5321983,127.0728996,37.5321983,127.0728996,0,1,0
자양번영로3길(16),37.5321631,127.0730672,37.5323792,127.0732315,37.5325102,127.073477,3,3,0
자양번영로3길(17),37.5322078,127.0736864,37.5322828,127.073844,37.5322828,127.073844,2,2,0
자양번영로3길(18),37.5322078,127.0736864,37.532036,127.0735244,37.532036,127.0735244,2,3,0
자양번영로3길(19),37.5322078,127.0736864,37.5323827,127.0735287,37.5325102,127.073477,5,5,0
자양번영로3길(20),37.5322828,127.073844,37.532372,127.0738755,37.532372,127.0738755,6,6,0
자양번영로3길(21),37.5322828,127.073844,37.5322078,127.0736864,37.5322078,127.0736864,3,3,0
자양번영로3길(22),37.532372,127.0738755,37.5322828,127.073844,37.5322828,127.073844,3,3,0
자양번영로3길(23),37.532372,127.0738755,37.5324981,127.0741341,37.5326095,127.0744486,4,5,0
자양번영로3길(24),37.5324542,127.0746951,37.5321929,127.0746157,37.5321929,127.0746157,2,2,0
자양번영로3길(25),37.5325077,127.0726371,37.5325642,127.0724873,37.5325642,127.0724873,2,3,0
자양번영로3길(26),37.5325077,127.0726371,37.5321983,127.0728996,37.5321983,127.0728996,1,1,0
자양번영로3길(27),37.5325102,127.073477,37.5326155,127.0736743,37.5326155,127.0736743,3,3,0
자양번영로3길(28),37.5325102,127.073477,37.5323827,127.0735287,37.5322078,127.0736864,5,5,0
자양번영로3길(29),37.5325102,127.073477,37.5323792,127.0732315,37.5321631,127.0730672,3,3,0
자양번영로3길(30),37.5325642,127.0724873,37.5325077,127.0726371,37.5325077,127.0726371,1,2,0
자양번영로3길(31),37.5326155,127.0736743,37.5325102,127.073477,37.5325102,127.073477,3,3,0
자양번영로3길(32),37.5326095,127.0744486,37.5324981,127.0741341,37.532372,127.0738755,4,5,0
자양번영로3길(33),37.5328051,127.0709473,37.5323529,127.0723978,37.5323529,127.0723978,2,2,0
자양번영로3길(34),37.5323529,127.0723978,37.5328051,127.0709473,37.5328051,127.0709473,2,2,0
자양번영로3길(35),37.5323529,127.0723978,37.5322341,127.0727945,37.5321983,127.0728996,1,1,0
자양번영로3길(36),37.5321983,127.0728996,37.5321631,127.0730672,37.5321631,127.0730672,0,1,0
자양번영로3길(37),37.5321983,127.0728996,37.5325077,127.0726371,37.5325077,127.0726371,1,1,0
자양번영로3길(38),37.5321983,127.0728996,37.5322341,127.0727945,37.5323529,127.0723978,1,1,0
자양번영로3길(39),37.5321929,127.0746157,37.5317376,127.0744774,37.5317376,127.0744774,2,2,5
자양번영로3길(40),37.5321929,127.0746157,37.5324542,127.0746951,37.5324542,127.0746951,2,2,0
자양번영로3길(41),37.5321929,127.0746157,37.5322265,127.0742959,37.5320863,127.0740917,2,2,6
뚝섬로67길(0),37.53431,127.09109,37.5351906,127.0907255,37.5351906,127.0907255,2,2,0
뚝섬로67길(1),37.5351906,127.0907255,37.535266,127.0909877,37.535266,127.0909877,4,4,0
뚝섬로67길(2),37.5351906,127.0907255,37.5353621,127.0906545,37.5353621,127.0906545,2,2,0
뚝섬로67길(3),37.5351906,127.0907255,37.53431,127.09109,37.53431,127.09109,1,1,0
뚝섬로67길(4),37.535266,127.0909877,37.5351906,127.0907255,37.5351906,127.0907255,3,3,0
뚝섬로67길(5),37.5353621,127.0906545,37.5359464,127.0910387,37.5359464,127.0910387,1,1,0
뚝섬로67길(6),37.5353621,127.0906545,37.5351906,127.0907255,37.5351906,127.0907255,3,3,0
뚝섬로67길(7),37.5359464,127.0910387,37.5353621,127.0906545,37.5353621,127.0906545,1,1,0
구의강변로(0),37.5344847,127.0917181,37.5343676,127.0916973,37.5338736,127.0916212,2,2,0
구의강변로(1),37.5344847,127.0917181,37.53522,127.09195,37.53552,127.09211,2,2,0
구의강변로(2),37.53552,127.09211,37.5367676,127.0928615,37.5367676,127.0928615,1,2,0
구의강변로(3),37.53552,127.09211,37.53491,127.09182,37.5344847,127.0917181,2,2,0
구의강변로(4),37.537641,127.0934284,37.5375657,127.093384,37.5375657,127.093384,2,4,0
구의강변로(5),37.537641,127.0934284,37.5377201,127.0934744,37.5379226,127.0935921,2,3,0
구의강변로(6),37.5380704,127.0936773,37.5379226,127.0935921,37.5379226,127.0935921,1,2,0
구의강변로(7),37.5380704,127.0936773,37.5384602,127.09384,37.5389714,127.0939848,1,1,0
구의강변로(8),37.5389714,127.0939848,37.5392579,127.0940609,37.5392579,127.0940609,2,2,0
구의강변로(9),37.5389714,127.0939848,37.5384602,127.09384,37.5380704,127.0936773,1,1,0
구의강변로(10),37.5338736,127.0916212,37.5334244,127.0901907,37.5334244,127.0901907,2,2,5
구의강변로(11),37.5338736,127.0916212,37.5343676,127.0916973,37.5344847,127.0917181,2,2,0
구의강변로(12),37.5338736,127.0916212,37.533,127.09167,37.5326887,127.0917016,3,4,4
구의강변로(13),37.5375657,127.093384,37.537641,127.0934284,37.537641,127.0934284,2,4,0
구의강변로(14),37.5375657,127.093384,37.5373847,127.0932688,37.5372439,127.0931747,2,3,0
구의강변로(15),37.5371259,127.0930907,37.5372439,127.0931747,37.5372439,127.0931747,1,2,0
구의강변로(16),37.5371259,127.0930907,37.5367676,127.0928615,37.5367676,127.0928615,1,2,0
구의강변로(17),37.5367676,127.0928615,37.53552,127.09211,37.53552,127.09211,1,2,0
구의강변로(18),37.5367676,127.0928615,37.5371259,127.0930907,37.5371259,127.0930907,2,3,0
구의강변로(19),37.5325176,127.0917189,37.5326887,127.0917016,37.5326887,127.0917016,6,6,7
구의강변로(20),37.5334244,127.0901907,37.5338736,127.0916212,37.5338736,127.0916212,3,3,5
구의강변로(21),37.5379226,127.0935921,37.5380704,127.0936773,37.5380704,127.0936773,1,2,0
구의강변로(22),37.5379226,127.0935921,37.5377201,127.0934744,37.537641,127.0934284,2,3,0
구의강변로(23),37.5392579,127.0940609,37.5389714,127.0939848,37.5389714,127.0939848,2,2,0
구의강변로(24),37.5392579,127.0940609,37.5395997,127.09415,37.5398068,127.0942051,2,2,0
구의강변로(25),37.5372439,127.0931747,37.5371259,127.0930907,37.5371259,127.0930907,2,3,0
구의강변로(26),37.5372439,127.0931747,37.5373847,127.0932688,37.5375657,127.093384,2,3,0
구의강변로(27),37.5326887,127.0917016,37.5325176,127.0917189,37.5325176,127.0917189,6,6,7
구의강변로(28),37.5326887,127.0917016,37.533,127.09167,37.5338736,127.0916212,3,4,4
구의강변로(29),37.5398068,127.0942051,37.5401059,127.0941004,37.5401059,127.0941004,1,2,0
구의강변로(30),37.5398068,127.0942051,37.5395997,127.09415,37.5392579,127.0940609,2,2,0
구의강변로3길(0),37.53552,127.09211,37.535693,127.0916754,37.535693,127.0916754,1,1,0
구의강변로3길(1),37.535266,127.0909877,37.5358238,127.0913466,37.5358238,127.0913466,2,2,0
구의강변로3길(2),37.535693,127.0916754,37.53552,127.09211,37.53552,127.09211,1,1,0
구의강변로3길(3),37.535693,127.0916754,37.5357203,127.0916068,37.5357203,127.0916068,1,1,0
구의강변로3길(4),37.5357203,127.0916068,37.535693,127.0916754,37.535693,127.0916754,0,0,0
구의강변로3길(5),37.5357203,127.0916068,37.5358238,127.0913466,37.5358238,127.0913466,1,1,0
구의강변로3길(6),37.5358238,127.0913466,37.535266,127.0909877,37.535266,127.0909877,3,3,0
구의강변로3길(7),37.5358238,127.0913466,37.5357203,127.0916068,37.5357203,127.0916068,1,1,0
구의강변로3길(8),37.5358238,127.0913466,37.5359464,127.0910387,37.5359464,127.0910387,1,1,0
구의강변로3길(9),37.5359464,127.0910387,37.5358238,127.0913466,37.5358238,127.0913466,1,1,0
구의강변로3길(10),37.5359464,127.0910387,37.536033,127.090927,37.5361041,127.0908353,2,2,7
구의강변로3길(11),37.5361041,127.0908353,37.5365568,127.0902852,37.5365568,127.0902852,2,4,0
구의강변로3길(12),37.5361041,127.0908353,37.536033,127.090927,37.5359464,127.0910387,2,2,7
구의강변로3길(13),37.5364882,127.0892671,37.5365182,127.0898181,37.5365568,127.0902852,3,4,0
구의강변로3길(14),37.5365568,127.0902852,37.5361041,127.0908353,37.5361041,127.0908353,2,3,0
구의강변로3길(15),37.5365568,127.0902852,37.5365182,127.0898181,37.5364882,127.0892671,3,4,0
구의강변로5길(0),37.537641,127.0934284,37.5377413,127.0933286,37.5384199,127.0926533,1,2,0
구의강변로5길(1),37.5384199,127.0926533,37.5377413,127.0933286,37.537641,127.0934284,1,2,0
광나루로54길(0),37.5380704,127.0936773,37.5380256,127.0937932,37.5376689,127.0947171,2,3,0
광나루로54길(1),37.5406088,127.0963806,37.5403274,127.0958932,37.5403274,127.0958932,0,0,0
광나루로54길(2),37.5391502,127.0952275,37.5400035,127.0953539,37.5403274,127.0958932,1,1,0
광나루로54길(3),37.5391502,127.0952275,37.5378893,127.095227,37.5376689,127.0947171,2,3,0
광나루로54길(4),37.5403274,127.0958932,37.5406088,127.0963806,37.5406088,127.0963806,0,1,0
광나루로54길(5),37.5403274,127.0958932,37.5395697,127.0952957,37.5391502,127.0952275,1,1,0
광나루로54길(6),37.5376689,127.0947171,37.5379984,127.0952217,37.5391502,127.0952275,2,3,0
광나루로54길(7),37.5376689,127.0947171,37.5380256,127.0937932,37.5380704,127.0936773,2,3,0
아차산로62길(0),37.5389714,127.0939848,37.5389872,127.0938848,37.5390227,127.09366,2,2,0
아차산로62길(1),37.5390227,127.09366,37.5394907,127.0932496,37.5395727,127.0931743,1,2,0
아차산로62길(2),37.5390227,127.09366,37.5389872,127.0938848,37.5389714,127.0939848,2,2,0
아차산로62길(3),37.5395727,127.0931743,37.5391244,127.0935861,37.5390227,127.09366,1,2,0
긴고랑로42길(0),37.558874,127.0930525,37.5586685,127.0930614,37.5586685,127.0930614,1,1,0
긴고랑로42길(1),37.5586685,127.0930614,37.558874,127.0930525,37.558874,127.0930525,1,1,0
긴고랑로42길(2),37.5586685,127.0930614,37.558372,127.0930222,37.558372,127.0930222,0,0,0
긴고랑로42길(3),37.5586685,127.0930614,37.5587022,127.093553,37.5587602,127.0940544,5,5,0
긴고랑로42길(4),37.5587602,127.0940544,37.5597144,127.0946724,37.5597814,127.0945845,4,4,4
긴고랑로42길(5),37.5587602,127.0940544,37.5586401,127.0933658,37.5586685,127.0930614,3,3,0
긴고랑로42길(6),37.5597814,127.0945845,37.5590288,127.094683,37.5587602,127.0940544,6,6,4
긴고랑로42길(7),37.558372,127.0930222,37.5586685,127.0930614,37.5586685,127.0930614,1,1,0
긴고랑로41길(0),37.5587676,127.0925978,37.5591859,127.0926917,37.5591859,127.0926917,1,1,6
긴고랑로41길(1),37.5594283,127.092805,37.5591859,127.0926917,37.5591859,127.0926917,2,2,8
긴고랑로41길(2),37.5591859,127.0926917,37.5587676,127.0925978,37.5587676,127.0925978,2,4,6
긴고랑로41길(3),37.5591859,127.0926917,37.5594283,127.092805,37.5594283,127.092805,2,3,8
영화사로3길(0),37.5586107,127.0916167,37.5582083,127.0915819,37.5582083,127.0915819,1,2,0
영화사로3길(1),37.5575541,127.0951808,37.5581785,127.0948326,37.5581785,127.0948326,2,5,6
영화사로3길(2),37.5581444,127.0925474,37.558372,127.0930222,37.558372,127.0930222,0,0,0
영화사로3길(3),37.5581444,127.0925474,37.5582083,127.0915819,37.5582083,127.0915819,1,2,5
영화사로3길(4),37.5582083,127.0915819,37.5581444,127.0925474,37.5581444,127.0925474,1,1,5
영화사로3길(5),37.5582083,127.0915819,37.5578533,127.0911847,37.5578533,127.0911847,1,1,0
영화사로3길(6),37.5582083,127.0915819,37.5586107,127.0916167,37.5586107,127.0916167,2,4,0
영화사로3길(7),37.557408,127.0906926,37.5570329,127.090278,37.5570329,127.090278,1,2,0
영화사로3길(8),37.557408,127.0906926,37.5578533,127.0911847,37.5578533,127.0911847,1,1,0
영화사로3길(9),37.5578533,127.0911847,37.557408,127.0906926,37.557408,127.0906926,1,1,0
영화사로3길(10),37.5578533,127.0911847,37.5582083,127.0915819,37.5582083,127.0915819,1,2,0
영화사로3길(11),37.5587602,127.0940544,37.5583177,127.093965,37.5583177,127.093965,2,2,6
영화사로3길(12),37.5583177,127.093965,37.558372,127.0930222,37.558372,127.0930222,0,0,5
영화사로3길(13),37.5583177,127.093965,37.5582724,127.0944804,37.5582724,127.0944804,1,1,6
영화사로3길(14),37.5583177,127.093965,37.5587602,127.0940544,37.5587602,127.0940544,5,5,6
영화사로3길(15),37.5570329,127.090278,37.557408,127.0906926,37.557408,127.0906926,1,2,0
영화사로3길(16),37.5582724,127.0944804,37.5583177,127.093965,37.5583177,127.093965,1,1,6
영화사로3길(17),37.5582724,127.0944804,37.5582678,127.0945698,37.5581785,127.0948326,2,5,0
영화사로3길(18),37.558372,127.0930222,37.5583177,127.093965,37.5583177,127.093965,0,0,5
