,회사명,채용공고사항,링크,지역,경력,학력,월급
0,(주)업스테이지,[전문연구요원]AI엔지니어-DocumentAI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997679&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,석사↑,정규직
1,(주)업스테이지,[전문연구요원]AI엔지니어-DocumentAI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997683&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,석사↑,정규직
2,한스컨설팅,용산 위치 대기업 계열 SI회사 AI엔지니어 대리-과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50012607&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 용산구,경력 2~10년,대졸↑,정규직
3,(주)데이타솔루션,[중견기업/IT계열] 데이타솔루션 AI엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49833772&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,정규직
4,(주)인이지,[INEEJI] 인이지 데이터분석가/AI엔지니어 전문연구요원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50020971&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,신입·경력,석사↑,전문연구요원·병역특례
5,(주)인이지,[INEEJI] (주)인이지 AI연구소 데이터분석가/AI엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50020226&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,신입·경력,대졸↑,정규직·계약직
6,에스씨301의원,[SC301의원 삼섬동/코엑스]성형외과 AI엔지니어/개발자(경력자)를 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48685050&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력,고졸↑,정규직
7,(주)스튜디오프리윌루전,AI엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49973513&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력10년↓,학력무관,정규직
8,텔레픽스(주),[AI연구팀]NLP딥러닝 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49763144&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력2년↑,학력무관,정규직
9,(주)아이아이컴바인드,[젠틀몬스터] AI 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987770&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력3년↑,학력무관,정규직
10,(주)숲,[SOOP] AI 엔지니어 리더,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49964966&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력6년↑,학력무관,정규직
11,이지케어텍(주),[의료IT 1위 이지케어텍] AI 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49943198&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,경력,대졸↑,정규직
12,엔컴주식회사,[딥러닝] 인공지능 AI 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49974745&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 사상구,경력3년↑,초대졸↑,정규직
13,(주)티사이언티픽,[티사이언티픽]AI 엔지니어(AI Research Engineer)채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063521&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 동작구,신입·경력,대졸↑,정규직
14,라온피플(주),Gen AI팀 ML엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49835266&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 과천시,경력 3~15년,석사↑,정규직
15,(주)플래티어,[그루비 SaaS 솔루션] AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945372&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력 3~7년,학력무관,정규직
16,피지엠(주),"[PGM] AI 엔지니어, 설비OP, 검사원 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49894743&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,인천 연수구,경력무관,학력무관,정규직
17,(주)플랜아이,[플랜아이] Java & AI 개발 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49998279&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력3년↑,학력무관,정규직
18,베스핀글로벌(주),AI 엔지니어 담당자 영입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49792365&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력2년↑,대졸↑,정규직
19,(주)포티투마루,[포티투마루] AI 엔지니어 (경력2년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49813223&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력2년↑,학력무관,정규직
20,루미르(주),인공위성기업 [루미르] AI 컴퓨터 비전 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50023791&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 용인시 수지구,경력 3~20년,대졸↑,정규직
21,(주)엑소시스템즈,디지털헬스케어 플랫폼 AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49831984&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,석사↑,정규직
22,알비에치(주),인공지능(AI) 엔지니어 고급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49943836&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 8~10년,학력무관,정규직
23,알비에치(주),인공지능(AI) 엔지니어 초급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49943682&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 1~3년,학력무관,정규직
24,알비에치(주),인공지능(AI) 엔지니어 중급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49943812&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 4~7년,학력무관,정규직
25,에버엑스 주식회사,AI 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49926841&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,정규직
26,(주)덴컴,음성인식 AI 혁신을 이끌 [AI 엔지니어] 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49985263&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력4년↑,대졸↑,정규직
27,(주)덴컴,음성인식 AI 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50029892&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 4~8년,대졸↑,정규직
28,(주)헬로서치,의료AI 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50046135&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,석사↑,정규직
29,피아스페이스(주),AI 엔지니어(3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49829066&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력3년↑,학력무관,정규직
30,피아스페이스(주),주니어 AI 엔지니어(경력 무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49829082&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
31,(주)제이제이앤컴퍼니스,수중 생태계 솔루션 AI/ML 엔지니어 정규직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994028&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력 1~10년,초대졸↑,정규직
32,(주)테렌즈,AI 엔지니어 (Data Scientist) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50041349&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 수영구,경력 1~6년,대졸↑,정규직
33,리뉴피플 주식회사,AI 솔루션 엔지니어 (영상 소프트웨어 개발) 연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062797&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력무관,석사↑,정규직
34,(주)아이리브,[아이리브] AI 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49658353&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력3년↑,석사↑,정규직
35,프보이(주),Vision 분야 AI 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49722566&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 남구,경력3년↑,대졸↑,정규직
36,(주)밀리웨이,AI 엔지니어 ML/DL 엔지니어 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49809669&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력3년↑,대졸↑,정규직
37,(주)리얼타임메디체크,디지털 헬스케어 스타트업 AI 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49871404&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,인천 남동구,경력2년↑,초대졸↑,정규직
38,(주)메타써치,[국내 TOP 핀테크 대기업]AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49950881&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력 5~10년,대졸↑,정규직
39,유비스코리아,로우코드사 생성형 AI 엔지니어(팀장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50064407&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 10~18년,대졸↑,정규직
40,(주)업스테이지,[전문연구요원]AI연구엔지니어-LLM,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997674&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,학력무관,정규직
41,(주)옵트에이아이,(병역특례가능) 임베디드 AI SW 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972187&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력무관,대졸↑,정규직·전문연구요원
42,(주)넥스트아이티에스,생성형 AI 엔지니어/개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49806529&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력1년↑,대졸↑,정규직
43,(주)브레인데크,[감성AI] 리서치 엔지니어 및 리서치 사이언티스트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49825684&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,석사↑,정규직·계약직
44,(주)스튜디오엠,"[AI, 딥러닝, 생성형 AI] AI 엔지니어 채용 공고",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49956524&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 수원시 영통구,신입,학력무관,인턴직
45,(주)에이치티에이,[의료 IT 기업] AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987846&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
46,(주)빅링크,생성형 AI 빅데이터 마케팅 플랫폼 데이터엔지니어(python)채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007857&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,학력무관,정규직
47,(주)리스트,AI 솔루션 개발 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49725350&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력 2~5년,초대졸↑,정규직
48,(주)썸아더플레이스,모바일 커뮤니케이션 플랫폼 AI 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49876181&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,신입·경력,대졸↑,정규직
49,(주)미니레코드,AI 엔지니어(NLP/LLM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49953066&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,신입·경력,학력무관,정규직
50,(주)에너자이,(전문연구요원 가능) AI 컴파일러 엔지니어 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055816&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,고졸↑,정규직·전문연구요원
51,(주)비상교육,AI ML 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49692211&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 과천시,경력5년↑,대졸↑,정규직
52,(주)크레버스,[크레버스] AI Biz. Team 백엔드 엔지니어 과장급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49803345&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력무관,대졸↑,정규직
53,(주)제니스클라우드,Data&AI 부문 - AI 엔지니어 및 웹서비스 개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49792215&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
54,(주)맨파워그룹코리아,[마곡] AI Tech 스타트업 기업 QA 엔지니어 채용(6M),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49899083&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력,대졸↑,계약직·파견직
55,(주)피씨엔,[생성형 AI] 머신러닝 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50021643&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 종로구,경력 3~10년,대졸↑,정규직
56,어니컴(주),[경력직] AI 모델/AI agent 서비스 검증(SQA) 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50044025&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력5년↑,학력무관,정규직
57,(주)랩큐,"[정규직, 계약직, 인턴][신입, 경력]AI 개발자/ML 엔지니어 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49733001&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력무관,초대졸↑,정규직·계약직
58,(주)컴트루테크놀로지,[AI인공지능/정보보안] 솔루션 기술지원 엔지니어 (세종),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49927595&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력무관,초대졸↑,정규직·인턴직
59,(주)와탭랩스,AI/ML 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947317&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 5~10년,학력무관,정규직
60,(주)팬토믹스,의료영상 AI 서비스 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49846512&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력무관,초대졸↑,정규직
61,(주)디케이앤트,"AI 프로그램 셋팅,서버 구축 및 설치,CS 엔지니어 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49953936&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 송파구,경력무관,학력무관,정규직
62,엘브이아이에스코리아(주),[AI/헬스케어] 시니어 소프트웨어 QA 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49960438&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 8~15년,대졸↑,정규직·계약직
63,엘브이아이에스코리아(주),[AI/헬스케어] 머신러닝 엔지니어 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49960397&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력3년↑,석사↑,정규직·계약직
64,(주)럭스로보,AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49874142&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~12년,대졸↑,정규직
65,(주)트리플렛,[(주)트리플렛] AI 풀스택 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49883592&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
66,(주)인텔리즈,[AI머신비전플랫폼] 자동화 및 광학 기기  설계 엔지니어  모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49965070&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 오산시,경력,초대졸↑,정규직
67,(주)엘로이랩,[AI 초분광 솔루션]기술지원/유지보수/필드엔지니어(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50014085&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 구로구,경력무관,대졸↑,정규직
68,(주)마이나비코리아,[일본도쿄 현지취업]AI업계 DevOps엔지니어K039,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005374&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,일본,경력3년↑,대졸↑,정규직
69,㈜벤처피플,[AI기반 테크 스타트업] 백엔드 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50061203&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 2~6년,대졸↑,정규직
