,회사명,채용공고사항,링크,지역,경력,학력,월급
283,에스넷아이씨티(주),네트워크 엔지니어  채용(경력직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062944&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력5년↑,학력무관,정규직
284,(주)티엑스알로보틱스,2025년 상반기 상시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49424016&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 부천시,경력무관,학력무관,정규직
285,아이헤이트플라잉버그스(주),[교육/영업 분야 대규모 채용],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994906&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력무관,학력무관,정규직
286,비드코칭연구소(주),[비드코칭연구소(주)] 웹크롤링 3년 이상 경력 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50050571&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 중구,경력3년↑,학력무관,정규직·인턴직
287,(주)경일게임아이티아카데미,게임회사 취업 연수생 모집(취업연계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49850788&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력무관,학력무관,교육생
288,동성인재개발교육원,실무+자격증 무료교육생모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947050&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산전체,경력무관,학력무관,교육생
289,(주)글로벌아이티정보기술,IT국비지원 전액무료 ( 프론트엔드/ 백엔드 / 풀스택개발자 / 자바개발자/ JAVA국비학원 ) 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49875582&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력무관,학력무관,교육생
290,한국폴리텍대학대구캠퍼스,국비무료 취업지원과정 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49756050&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대구전체,경력무관,학력무관,교육생
291,(주)소테리아,프론트엔드 디자인 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49966282&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 수정구,경력8년↑,대졸↑,정규직
292,(주)에이아이더뉴트리진,"생성형 AI분석가 모집(팀장, PM, PL급)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994571&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,대졸↑,정규직
293,(주)디알텍,2025년 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49800404&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,신입·경력,고졸↑,정규직
294,(사)한국아이씨티기술협회,[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50052702&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력무관,학력무관,교육생
295,(주)좋은정보기술,인공지능(AI) 및 빅데이터 전문가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49642766&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,전북 전주시 덕진구,신입·경력,초대졸↑,정규직
296,(주)레인보우로보틱스,(주) 레인보우로보틱스 양팔로봇 연구/개발 인력채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49719419&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,신입·경력,대졸↑,정규직·기간제
297,(주)엔디소프트,"개발자,AI/데이터 신입/경력 모집.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851884&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,학력무관,정규직
298,(주)엔디소프트,"개발자,AI/데이터 신입/경력",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49851890&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 해운대구,경력무관,학력무관,정규직
299,(주)넥스트랩,Vision AI 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49975541&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,석사↑,정규직
300,노을(주),[노을 주식회사] 데이터 관리 인턴(Data Management Intern),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50035121&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 용인시 수지구,경력5년↓,학력무관,인턴직
301,루미르(주),인공위성기업 AI 컴퓨터 비전 연구원 채용 [전문연구요원 가능],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054067&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~20년,대졸↑,정규직
302,(주)이콜트리,[정규직] Java 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49715593&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력7년↑,초대졸↑,정규직·기간제
303,(주)플라잎,[판교/스타트업/로봇] Robot Control Engineer [전문연구요원],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49749056&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
304,(주)데이터마케팅코리아,(주)데이터마케팅코리아 LLM App Backend 엔지니어링 직무 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49756408&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력3년↑,초대졸↑,정규직
305,(주)플라잎,[ 판교 / 로봇 스타트업 ] Mechanical Engineer (전문연구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49813475&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
306,(주)플라잎,[플라잎/판교] Computer Vision & Deep Learning Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49811250&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
307,(주)플라잎,[플라잎/판교]  Machine Learning Engineer 경력 (전문연구가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49812293&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
308,(주)스피링크,[TEXTNET] AI 학습 데이터 설계/구축 PL(프로젝트 리더),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49825275&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력1년↑,대졸↑,계약직
309,(주)비전테크,[방화벽] (서울)보안엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49841761&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,경력3년↑,초대졸↑,정규직
310,(주)스카이월드와이드,데이터 사이언티스트(리더급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49881165&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 7~20년,학력무관,정규직
311,(주)스카이월드와이드,데이터 사이언티스트(팀원급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49881178&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~6년,학력무관,정규직
312,(주)모빌린트,Deep Learning Optimization Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49890384&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,석사↑,정규직
313,(주)모빌린트,Deep Learning Research Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49890373&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,석사↑,정규직
314,(주)모빌린트,NPU Field Application Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49890348&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~20년,대졸↑,정규직
315,(주)스피링크,AI학습데이터 설계/구축 PM(대전 상주 프로젝트 후 재택 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49925456&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,경력2년↑,대졸↑,정규직
316,(주)딥인사이트,AI 개발자 (AI Developer) 8~10년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49930624&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 8~10년,대졸↑,정규직
317,(주)딥인사이트,AI 개발자 (AI Developer) 5~7년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49930618&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 5~7년,대졸↑,정규직
318,(주)퍼플아카데미,데이터분석가 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49933909&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,신입·경력,대졸↑,정규직
319,(주)딥인사이트,FPGA 개발자 7~10년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49933416&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 7~10년,대졸↑,정규직
320,(주)딥인사이트,FPGA 개발자 3~6년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49933812&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~6년,대졸↑,정규직
321,(주)넥서스원,(주)넥서스원 제조기술팀 팀원 구인 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945676&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,경력 3~8년,초대졸↑,정규직
322,(주)넥서스원,(주)넥서스원 해외 영업직 구인 [경력/신입],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945603&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,신입·경력,초대졸↑,정규직
323,(주)넥서스원,(주)넥서스원 개발팀 경력직 구인 (전장설계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49945661&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,경력 3~8년,초대졸↑,정규직
324,(주)비멕스,MLOps 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947904&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 금정구,경력 3~7년,학력무관,정규직
325,(주)링크솔루션,산업용 3D프린터 PC제어/SW 개발(연구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997632&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~8년,대졸↑,정규직
326,(주)넥서스원,(주)넥서스원 구매자재팀 계약직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50040281&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 화성시,경력무관,초대졸↑,계약직
327,(주)스카이월드와이드,그래프 데이터사이언티스트[9년 이상],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054136&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 9~20년,학력무관,정규직
328,(주)스카이월드와이드,데이터 사이언티스트[LLM] (3~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054147&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~5년,학력무관,정규직
329,(주)플라잎,Deep Learning Engineer(전문연구요원 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50053342&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~5년,석사↑,정규직
330,(주)스카이월드와이드,그래프 데이터사이언티스트[3~5년],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054113&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~5년,학력무관,정규직
331,(주)스카이월드와이드,그래프 데이터사이언티스트[6~8년],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054130&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 6~8년,학력무관,정규직
332,(주)에프엘이에스,알고리즘 개발자 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054033&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,경력 2~5년,대졸↑,정규직
333,(주)스카이월드와이드,데이터 사이언티스트[LLM] (6~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054158&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 6~8년,학력무관,정규직
334,(주)스카이월드와이드,데이터 사이언티스트[LLM] (9년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50054170&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 9~20년,학력무관,정규직
335,(주)비비파트너스,바이오 의료기기 회사 딥러닝 머신러닝(병역특례가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50050649&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력 5~12년,대졸↑,정규직
336,(주)모빌린트,Product Test Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062980&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,신입·경력,대졸↑,정규직
337,(주)모빌테크,[모빌테크] SLAM Engineer 모집 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49659925&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,신입·경력,석사↑,정규직
338,(주)에이아이세스,지식기반 AI 챗봇 주니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868685&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 중구,신입·경력,학력무관,정규직
